"Ajar_GrosCalin.1974" "Gary_Au-DelàDeCetteLimite.1975" "Gary_LaPromesseDlAube.1960" "Gary_LesClownsLyriques.1979" "Gary_LesEnchanteurs.1973" "Gary_LesRacinesDuCiel.1956" "SchwarzBart_LaMulatresse-Solitude.1972" "SchwarzBart_LeDernierDesJustes.1959" "Vailland_LaLoi.1957" "Vailland_LesMauvaisCoups.1948"
"bien" 0.343548997351495 0.275822390686341 0.294987840530978 0.268128112201302 0.285297239915074 0.304235110193844 0.121132589713824 0.220691754499448 0.191883773257341 0.301078646978741
"moi" 0.419220582671207 0.426424800324895 0.439847940791726 0.159108989657916 0.178310774946921 0.16195880172981 0.0832786554282542 0.15220120999962 0.13591767272395 0.277515970258666
"si" 0.201286416950435 0.282591038310546 0.187001220336602 0.243083178644038 0.299396231422505 0.205260286914516 0.209458436380154 0.294509341349264 0.161045309698126 0.183265263378364
"ai" 0.729474082482028 0.367199133613104 0.290598140523077 0.220984707858216 0.134355095541401 0.194575504855952 0.020188764952304 0.0943647501997641 0.122211688919854 0.251335218347471
"être" 0.293605751040484 0.297820495465006 0.208071780374529 0.27549426912991 0.181628184713376 0.275554905720857 0.0908494422853682 0.122521974049694 0.146197160577022 0.193737564142842
"sans" 0.258796821793417 0.153986733450657 0.218607060393493 0.176787766286573 0.192409766454352 0.222693352378489 0.209458436380154 0.175792397549561 0.228433063401597 0.167556812231647
"ma" 0.210367007188801 0.292744009746853 0.834043001501277 0.0795544948289578 0.210655520169851 0.060172193698228 0.0454247211426841 0.0487043871998782 0.0262698022911836 0.115195308409258
"là" 0.36322360953462 0.181061323947475 0.228264400410876 0.244556410029759 0.167529193205945 0.267681908414547 0.148892141523242 0.136981088999658 0.0936575559946547 0.115195308409258
"tu" 0.104426787741203 0.570258562339245 0.108864560195956 0.120804973629158 0.0970342356687898 0.0972877524279761 0.0933730379044062 0.290704311099273 0.301531643690108 0.500052361503822
"aux" 0.113507377979569 0.142141600108298 0.176465940317639 0.15321606411503 0.268710191082803 0.186140150599191 0.338161812951093 0.210798675849473 0.219295740865533 0.0994868572625406
"cette" 0.102913356034809 0.181061323947475 0.182611520328701 0.200359468458116 0.269539543524416 0.234502848337954 0.204411245142078 0.214603706099463 0.10736353979875 0.0916326316891821
"ça" 0.581157775255392 0.421348314606742 0.0825263601485474 0.346209375644539 0.0240512208067941 0.25474769855418 0.0454247211426841 0.114911913549713 0.0376914554612635 0.0733061053513457
"encore" 0.111993946273174 0.267361581156085 0.219485000395073 0.176787766286573 0.174993365180467 0.22381806627939 0.11356180285671 0.0920817320497698 0.143912829943006 0.238244842391873
"où" 0.105940219447597 0.160755381074861 0.18173358032712 0.16352868381508 0.233877388535032 0.201886145211812 0.179175288951698 0.144591149499639 0.17018263223419 0.128285684364855
"faire" 0.25274309496784 0.196290781101936 0.178221820320799 0.226877633401102 0.135184447983015 0.186702507549642 0.0933730379044062 0.0799056352498002 0.143912829943006 0.198973714525081
"fait" 0.289065455921302 0.225057533504806 0.154517440278131 0.160582221043637 0.136013800424628 0.140026880662232 0.0883258466663302 0.10806285909973 0.186172946672301 0.201591789716201
"leur" 0.133181990162694 0.0981453905509679 0.102718980184894 0.167948377972244 0.165870488322718 0.237314633090208 0.209458436380154 0.117955937749705 0.175893458819229 0.120431458791496
"ou" 0.11048051456678 0.201367266820089 0.141348340254427 0.165001915200801 0.162553078556263 0.171518869887472 0.141321354666128 0.128610022449678 0.199878930476397 0.15446643627605
"deux" 0.195232690124858 0.116759171517531 0.144860100260748 0.165001915200801 0.0937168259023355 0.130466812504569 0.181698884570736 0.185685476199536 0.186172946672301 0.272279819876427
"peu" 0.154370034052213 0.201367266820089 0.21070560037927 0.17384130351513 0.123573513800425 0.174330654639726 0.0958966335234442 0.11186788934972 0.0947997213116626 0.120431458791496
"yeux" 0.0650775633749527 0.108298361987275 0.139592460251266 0.116385279471994 0.116109341825902 0.12371852909916 0.285166304951295 0.20394962139949 0.119927358285838 0.128285684364855
"homme" 0.0938327657964434 0.123527819141735 0.115888080208599 0.147323138572144 0.122744161358811 0.156335232225303 0.133750567809014 0.136981088999658 0.193025938574349 0.10210493245366
"tous" 0.151343170639425 0.108298361987275 0.131691000237044 0.0928135773004508 0.16421178343949 0.149024591869443 0.184222480189774 0.166660324949583 0.071956414971503 0.0602157293957482
"toujours" 0.17101778282255 0.165831866793015 0.195780620352405 0.190046848758066 0.142648619957537 0.121469101297357 0.11356180285671 0.0844716715497888 0.0822359028245748 0.0733061053513457
"peut" 0.205826712069618 0.221673209692703 0.0921837001659307 0.206252394001002 0.0937168259023355 0.164770586482064 0.0605662948569121 0.0913207259997717 0.109647870432766 0.0890145564980626
"rien" 0.180098373060916 0.197982943007987 0.112376320202277 0.198886237072395 0.11776804670913 0.140026880662232 0.0883258466663302 0.114911913549713 0.0890888947266227 0.0837784061158236
"sous" 0.136208853575482 0.0829159333965074 0.148371860267069 0.135537287486373 0.103669055201699 0.0978501093784269 0.17665169333266 0.152962216049618 0.189599442623325 0.109959158027019
"ces" 0.0771850170261067 0.103221876269121 0.107986620194376 0.125224667786323 0.243829617834395 0.110784319238794 0.194316862665926 0.160572276549599 0.0593925964844152 0.0314169022934339
"aussi" 0.0953461975028377 0.157371057262759 0.122033660219661 0.13259082471493 0.119426751592357 0.143963379315387 0.0984202291424822 0.125565998249686 0.132491176772926 0.146612210702691
"jamais" 0.0726447219069239 0.137065114390145 0.208071780374529 0.148796369957866 0.165870488322718 0.114158460941498 0.0731842729521022 0.0715345686998212 0.114216531700798 0.138757985129333
"dont" 0.0499432463110102 0.069378638148098 0.117643960211759 0.0692418751289077 0.277003715498938 0.113033747040597 0.133750567809014 0.120999961949698 0.0856623987755988 0.0759241805424652
"très" 0.263337116912599 0.194598619195885 0.147493920265489 0.137010518872094 0.11776804670913 0.128217384702766 0.0605662948569121 0.0646855142498383 0.0422601167292954 0.0759241805424652
"fois" 0.0786984487325009 0.15906321916881 0.170320360306577 0.125224667786323 0.0796178343949045 0.14621280711719 0.105991015999596 0.085993683649785 0.0868045640926068 0.146612210702691
"puis" 0.0711312902005297 0.0744551238662515 0.0877940001580292 0.0618757182003005 0.0547372611464968 0.102911321932483 0.186746075808812 0.246565960199384 0.102794878530719 0.251335218347471
"autre" 0.172531214528944 0.118451333423582 0.103596920186474 0.150269601343587 0.0995222929936306 0.115283174842399 0.108514611618634 0.0821886533997945 0.133633342089934 0.175411037805006
"t" 0.0575104048429815 0.145525923920401 0.042141120075854 0.104599428386222 0.0456143842887473 0.0719816896576933 0.0555191036188361 0.246565960199384 0.194168103891357 0.293224421405383
"main" 0.151343170639425 0.131988628671991 0.145738040262328 0.107545891157665 0.124402866242038 0.0916641829234688 0.0807550598092162 0.127088010349682 0.111932201066782 0.0602157293957482
"alors" 0.108967082860386 0.111682685799377 0.125545420225982 0.138483750257815 0.158406316348195 0.101786608031582 0.158986523999394 0.133176058749667 0.0376914554612635 0.0471253534401508
"étaient" 0.0726447219069239 0.0659943143359957 0.122033660219661 0.103126197000501 0.170017250530786 0.136090382009076 0.219552818856306 0.0806666412997983 0.0776672415565429 0.0654518797779872
"mes" 0.134695421869088 0.230134019222959 0.30025548054046 0.0309378591001503 0.216460987261146 0.0371155587297481 0.017665169333266 0.0441383508998897 0.0114216531700798 0.0418892030579118
"vers" 0.0529701097237987 0.0879924191146609 0.0939395801690912 0.076608032057515 0.111133227176221 0.121469101297357 0.158986523999394 0.117194931699707 0.150765821845054 0.159702586658289
"suis" 0.387438516836928 0.155678895356708 0.114132200205438 0.0854474203718436 0.052249203821656 0.093351253774821 0.010094382476152 0.0799056352498002 0.0376914554612635 0.109959158027019
"quelque" 0.11048051456678 0.116759171517531 0.172954180311318 0.116385279471994 0.0937168259023355 0.158022303076655 0.0302831474284561 0.0555534416498611 0.0411179514122874 0.0314169022934339
"fut" 0.0348089292470677 0.0643021524299445 0.189635040341343 0.0854474203718436 0.170017250530786 0.0697322618558904 0.0782314641901782 0.111106883299722 0.069672084337487 0.0654518797779872
"toute" 0.0983730609156262 0.059225666711791 0.0834043001501277 0.0942868086861722 0.098692940552017 0.105160749734286 0.111038207237672 0.126327004299684 0.11878519296883 0.112577233218138
"dire" 0.149829738933031 0.126912142953838 0.105352800189635 0.0972332714576151 0.0796178343949045 0.151274019671246 0.0555191036188361 0.0563144476998592 0.0651034230694551 0.0602157293957482
"temps" 0.0817253121452894 0.140449438202247 0.100963100181734 0.0810277262146793 0.119426751592357 0.102911321932483 0.128703376570938 0.0654465202998364 0.0925153906776467 0.107341082835899
"avoir" 0.0711312902005297 0.13029646676594 0.143982160259168 0.0942868086861722 0.133525743099788 0.116970245693752 0.0429011255236461 0.0357672843499106 0.0799515721905589 0.0680699549691067
"après" 0.0711312902005297 0.0964532286449167 0.158029200284453 0.114912048086272 0.084593949044586 0.0832288286667079 0.0580426992378741 0.0799056352498002 0.0902310600436307 0.128285684364855
"été" 0.0726447219069239 0.0998375524570191 0.123789540222821 0.0589292554288577 0.111962579617834 0.118657316545104 0.0328067430474941 0.0319622540999201 0.145054995260014 0.0968687820714211
"ainsi" 0.0786984487325009 0.059225666711791 0.107986620194376 0.110492353929108 0.151771496815287 0.0714193327072426 0.153939332761318 0.0722955747498193 0.0890888947266227 0.0497434286312703
"père" 0.0166477487703367 0.0270745904968187 0.014924980026865 0.0427237101859218 0.406382696390658 0.0410520573829032 0.0302831474284561 0.0776226170998059 0.0959418866286706 0.0130903759555974
"leurs" 0.030268634127885 0.0575335048057398 0.0684793201232628 0.0604024868145791 0.134355095541401 0.102911321932483 0.229647201332459 0.101213804649747 0.0833780681415828 0.0418892030579118
"non" 0.0953461975028377 0.128604304859889 0.0561881601011387 0.0942868086861722 0.0605427282377919 0.0641086923513831 0.0782314641901782 0.1598112704996 0.0902310600436307 0.146612210702691
"car" 0.258796821793417 0.0676864762420468 0.0500425800900766 0.0206252394001002 0.263734076433121 0.0281178475225365 0.0731842729521022 0.0852326775997869 0.0262698022911836 0.0130903759555974
"quand" 0.133181990162694 0.113374847705428 0.0140470400252847 0.0677686437431863 0.0273686305732484 0.0562356950450729 0.123656185332862 0.122521974049694 0.194168103891357 0.233008692009635
"contre" 0.0590238365493757 0.0930689048328144 0.093061640167511 0.0883938831432865 0.0680069002123142 0.106285463635188 0.0933730379044062 0.116433925649709 0.0822359028245748 0.0602157293957482
"sont" 0.187665531592887 0.126912142953838 0.0509205200916569 0.0618757182003005 0.0821058917197452 0.0956006815766239 0.0504719123807601 0.047182375099882 0.119927358285838 0.15184836108493
"avais" 0.219447597427166 0.211520238256396 0.230898220415617 0.00441969415716432 0.102839702760085 0.0596098367477773 0 0.00837106654997907 0.0137059838040958 0.0575976542046288
"tête" 0.0832387438516837 0.0812237714904562 0.0834043001501277 0.0648221809717434 0.0680069002123142 0.0989748232793283 0.18926967142785 0.0958867622997603 0.0833780681415828 0.0863964813069431
"vie" 0.140749148694665 0.118451333423582 0.133446880240204 0.117858510857715 0.0928874734607219 0.0674828340540875 0.0378539342855701 0.070012556599825 0.0468287779973273 0.0733061053513457
"ernie" 0 0 0 0 0 0 0 0.607282827898482 0 0
"mère" 0.00756715853197124 0.0270745904968187 0.488134640878642 0.0235717021715431 0.0149283439490446 0.00731064035585948 0.111038207237672 0.0433773448498916 0.0491131086313433 0.0759241805424652
"visage" 0.0136208853575482 0.104914038175173 0.0974513401754124 0.100179734229058 0.106157112526539 0.102348964982033 0.0630898904759501 0.105779840949736 0.0331227941932315 0.0759241805424652
"chose" 0.16042376087779 0.0863002572086097 0.0895498801611898 0.131117593329208 0.0497611464968153 0.137215095909978 0.0429011255236461 0.0494653932498763 0.0365492901442555 0.0392711278667923
"toutes" 0.066590995081347 0.0609178286178422 0.0763807801374854 0.0662954123574649 0.0953755307855626 0.0753558313603977 0.211982031999192 0.105779840949736 0.0753829109225269 0.0575976542046288
"avaient" 0.0348089292470677 0.0710708000541492 0.078136660140646 0.0530363298859719 0.102010350318471 0.133840954207274 0.141321354666128 0.0517484113998706 0.0799515721905589 0.0549795790135093
"monde" 0.0938327657964434 0.0964532286449167 0.099207220178573 0.123751436400601 0.0721536624203822 0.0894147551216659 0.108514611618634 0.0821886533997945 0.0354071248272475 0.0497434286312703
"moment" 0.0953461975028377 0.147218085826452 0.0913057601643504 0.0972332714576151 0.0821058917197452 0.133840954207274 0.0454247211426841 0.0220691754499448 0.0399757860952794 0.0445072782490313
"quelques" 0.0257283390087022 0.0981453905509679 0.0877940001580292 0.0854474203718436 0.110303874734607 0.116970245693752 0.118608994094786 0.0563144476998592 0.0502552739483513 0.0418892030579118
"cela" 0.0968596292092319 0.0575335048057398 0.0676013801216825 0.114912048086272 0.0547372611464968 0.131591526405471 0.0353303386665321 0.0487043871998782 0.0856623987755988 0.112577233218138
"déjà" 0.108967082860386 0.0981453905509679 0.100085160180153 0.0839741889861222 0.0928874734607219 0.0545486241937207 0.0656134860949881 0.0692515505498269 0.0879467294096147 0.107341082835899
"étais" 0.246689368142263 0.174292676323271 0.201926200363467 0.0117858510857715 0.0912287685774947 0.039364986531551 0.00757078685711402 0.00913207259997717 0.0182746450721277 0.0654518797779872
"grand" 0.0923193340900492 0.0524570190875863 0.078136660140646 0.0721883379003506 0.149283439490446 0.05398626724327 0.0504719123807601 0.0821886533997945 0.0651034230694551 0.0575976542046288
"voix" 0.0454029511918275 0.0439962095573304 0.0834043001501277 0.0589292554288577 0.0655188428874735 0.066358120153186 0.169080906475546 0.146113161599635 0.0628190924354391 0.0287988271023144
"depuis" 0.0257283390087022 0.079531609584405 0.0807704801453869 0.0957600400718937 0.0713243099787686 0.115283174842399 0.0681370817140261 0.0585974658498535 0.069672084337487 0.0471253534401508
"notre" 0.0378357926598562 0.0558413428996886 0.138714520249686 0.0279913963287074 0.204020700636943 0.072544046608144 0.015141573714228 0.0357672843499106 0.0102794878530719 0.0523615038223898
"sais" 0.104426787741203 0.204751590632192 0.0711131401280037 0.0618757182003005 0.0837645966029724 0.0635463354009324 0.020188764952304 0.0761006049998098 0.0445444473633114 0.0471253534401508
"devant" 0.0650775633749527 0.0575335048057398 0.105352800189635 0.0883938831432865 0.0597133757961783 0.0804170439144543 0.10094382476152 0.0722955747498193 0.0605347618014231 0.0733061053513457
"entre" 0.0635641316685585 0.0676864762420468 0.0579440401042993 0.0751348006717935 0.0680069002123142 0.0854782564685108 0.0908494422853682 0.0791446291998021 0.0970840519456786 0.0759241805424652
"autres" 0.0923193340900492 0.0439962095573304 0.0500425800900766 0.0618757182003005 0.0763004246284501 0.0798546869640035 0.116085398475748 0.0593584718998516 0.109647870432766 0.0523615038223898
"chez" 0.213393870601589 0.111682685799377 0.0430190600774343 0.036830784643036 0.0713243099787686 0.0759181883108484 0.010094382476152 0.031201248049922 0.0879467294096147 0.0759241805424652
"jour" 0.0650775633749527 0.0439962095573304 0.093061640167511 0.0441969415716432 0.0771297770700637 0.0562356950450729 0.108514611618634 0.0996917925497508 0.0525396045823673 0.0890145564980626
"air" 0.066590995081347 0.0744551238662515 0.0869160601564489 0.0987065028433366 0.0398089171974522 0.060172193698228 0.16403371523747 0.0981697804497546 0.0376914554612635 0.0340349774845534
"jusqu" 0.0196746121831252 0.0744551238662515 0.0711131401280037 0.0692418751289077 0.0588840233545648 0.0742311174594962 0.0883258466663302 0.0837106654997907 0.0959418866286706 0.0785422557335847
"petit" 0.0559969731365872 0.0626099905238933 0.0693572601248431 0.116385279471994 0.0472730891719745 0.0399273434820018 0.0858022510472922 0.155245234199612 0.0399757860952794 0.0366530526756728
"femme" 0.0575104048429815 0.0930689048328144 0.057066100102719 0.123751436400601 0.0464437367303609 0.0320543461756916 0.116085398475748 0.0608804839998478 0.134775507406942 0.107341082835899
"regard" 0.0378357926598562 0.0998375524570191 0.0798925401438066 0.0648221809717434 0.0721536624203822 0.0506121255405656 0.0504719123807601 0.0852326775997869 0.0879467294096147 0.0706880301602262
"bras" 0.0832387438516837 0.0778394476783539 0.0614558001106204 0.0574560240431362 0.0680069002123142 0.0292425614234379 0.0883258466663302 0.107301853049732 0.0856623987755988 0.0759241805424652
"ans" 0.0332954975406735 0.155678895356708 0.115888080208599 0.0780812634432364 0.0505904989384289 0.0438638421351569 0.022712360571342 0.0494653932498763 0.0753829109225269 0.107341082835899
"morel" 0 0 0.00263382000474088 0 0 0.346411881477649 0 0 0 0
"ont" 0.1316685584563 0.069378638148098 0.042141120075854 0.0648221809717434 0.0655188428874735 0.0860406134189615 0.0328067430474941 0.0350062782999125 0.0879467294096147 0.0654518797779872
"faut" 0.16042376087779 0.103221876269121 0.0465308200837555 0.0721883379003506 0.056395966029724 0.0714193327072426 0.010094382476152 0.0357672843499106 0.0513974392653593 0.112577233218138
"donc" 0.0892924706772607 0.0423040476512793 0.0719910801295839 0.0486166357288076 0.070494957537155 0.0612969075991295 0.0353303386665321 0.0989307864997527 0.0593925964844152 0.0340349774845534
"hommes" 0.0196746121831252 0.0524570190875863 0.0438970000790146 0.0545095612716933 0.0406382696390658 0.106847820585639 0.153939332761318 0.0479433811498801 0.106221374481742 0.0340349774845534
"fit" 0.0332954975406735 0.0236902666847164 0.0465308200837555 0.0928135773004508 0.056395966029724 0.0522991963919178 0.0757078685711402 0.120238955899699 0.0559661005333912 0.10472300764478
"trois" 0.0454029511918275 0.0406118857452281 0.0834043001501277 0.050089867114529 0.0389795647558386 0.0635463354009324 0.103467420380558 0.0722955747498193 0.0776672415565429 0.0968687820714211
"avant" 0.054483541430193 0.0863002572086097 0.0719910801295839 0.063348949586022 0.0555666135881104 0.0573604089459744 0.0529955079997981 0.070012556599825 0.0651034230694551 0.0706880301602262
