"Ajar_LangoisseDuRoiSalomon.1979" "Gary_Au-DelàDeCetteLimite.1975" "Gary_LaPromesseDlAube.1960" "Gary_LesClownsLyriques.1979" "Gary_LesEnchanteurs.1973" "Gary_LesRacinesDuCiel.1956" "SchwarzBart_LaMulatresse-Solitude.1972" "SchwarzBart_LeDernierDesJustes.1959" "Vailland_LaLoi.1957" "Vailland_LesMauvaisCoups.1948"
"question" 0.0213974686794552 0.0287667524028699 0.0254602600458285 0.0206252394001002 0.014098991507431 0.0281178475225365 0.00504719123807601 0.01598112704996 0.0205589757061437 0.0130903759555974
"voyait" 0.0299564561512373 0.010152971436307 0.00965734001738321 0.0383040160287575 0.0149283439490446 0.0286802044729872 0.0378539342855701 0.0167421330999581 0.0148481491211038 0.00523615038223898
"cause" 0.0460045576608287 0.0186137809665629 0.00614558001106204 0.0220984707858216 0.00663481953290871 0.0303672753243394 0.022712360571342 0.0144591149499639 0.0148481491211038 0.0287988271023144
"lumière" 0.0213974686794552 0.0186137809665629 0.0193146800347664 0.0191520080143787 0.0190751061571125 0.0140589237612682 0.0479483167617221 0.031201248049922 0.0114216531700798 0.0157084511467169
"veut" 0.0609827857364474 0.0321510762149722 0.00614558001106204 0.0191520080143787 0.0124402866242038 0.0179954224144233 0 0.0136981088999658 0.0251276369741756 0.0183265263378364
"autant" 0.0117686077737004 0.0118451333423582 0.0201926200363467 0.0147323138572144 0.0298566878980892 0.0264307766711843 0.010094382476152 0.0220691754499448 0.0205589757061437 0.010472300764478
"debout" 0.00962886090575485 0.0118451333423582 0.0272161400489891 0.0279913963287074 0.014098991507431 0.020807207166677 0.01261797809519 0.0167421330999581 0.0331227941932315 0.0340349774845534
"mer" 0.0106987343397276 0.010152971436307 0.0201926200363467 0.0441969415716432 0.00414676220806794 0.00562356950450729 0.0504719123807601 0.015220120999962 0.073098580288511 0.00261807519111949
"pense" 0.0470744310948015 0.0236902666847164 0.0140470400252847 0.00441969415716432 0.0215631634819533 0.0101224251081131 0 0.00684905444998288 0.0536817698993752 0.0314169022934339
"sait" 0.0288865827172645 0.0253824285907676 0.0131691000237044 0.0324110904858717 0.0107815817409766 0.014621280711719 0.010094382476152 0.0213081693999467 0.0354071248272475 0.0183265263378364
"sentait" 0.0106987343397276 0.00338432381210234 0.00614558001106204 0.050089867114529 0.0149283439490446 0.0444261990856076 0.00757078685711402 0.0167421330999581 0.0102794878530719 0.010472300764478
"venu" 0.0171179749435642 0.0355354000270746 0.014924980026865 0.0117858510857715 0.0248805732484076 0.0314919892252408 0.0252359561903801 0.0136981088999658 0.0125638184870878 0.00261807519111949
"présent" 0.00641924060383657 0.0304589143089211 0.0342396600616314 0.0206252394001002 0.0223925159235669 0.0320543461756916 0.00252359561903801 0.00913207259997717 0.0137059838040958 0
"savez" 0.0288865827172645 0.0389197238391769 0.00351176000632117 0.0338843218715932 0.00248805732484076 0.0337414170270437 0.00757078685711402 0.0289182298999277 0.00342649595102395 0.00523615038223898
"oh" 0.0235372155474007 0.0236902666847164 0.00526764000948175 0.0162055452429359 0.00912287685774947 0.0101224251081131 0.010094382476152 0.0616414900498459 0.0114216531700798 0.0209446015289559
"avons" 0.0149782280756187 0.0406118857452281 0.00702352001264234 0.0191520080143787 0.00663481953290871 0.0410520573829032 0.010094382476152 0.00913207259997717 0.0148481491211038 0.0392711278667923
"état" 0.0181878483775369 0.0321510762149722 0.0263382000474088 0.0412504788002004 0.0182457537154989 0.020807207166677 0.0252359561903801 0.00761006049998098 0.0125638184870878 0
"leva" 0.00427949373589104 0.0236902666847164 0.00965734001738321 0.0397772474144789 0.0215631634819533 0.026993133621635 0.00757078685711402 0.00989307864997527 0.0308384635592156 0.0287988271023144
"cas" 0.0406551904909649 0.0118451333423582 0.021070560037927 0.0235717021715431 0.0157576963906582 0.0354284878783959 0 0.00608804839998478 0.00571082658503992 0.00785422557335847
"ville" 0.00320962030191828 0.00846080953025585 0.0289720200521496 0.00441969415716432 0.0157576963906582 0.00562356950450729 0.00757078685711402 0.0258742056999353 0.0833780681415828 0
"demi" 0.0139083546416459 0.0186137809665629 0.0254602600458285 0.0265181649429859 0.0182457537154989 0.0157459946126204 0 0.0136981088999658 0.0331227941932315 0.0366530526756728
"général" 0.0203275952454825 0.0135372952484094 0.0526764000948175 0.0191520080143787 0.0165870488322718 0.0230566349684799 0.01261797809519 0.0106540846999734 0.00228433063401597 0
"lentement" 0.00855898747178209 0.00676864762420468 0.00790146001422263 0.00883938831432865 0.00829352441613588 0.0191201363153248 0.0328067430474941 0.0365282903999087 0.0422601167292954 0.0340349774845534
"tonio" 0 0 0 0 0 0 0 0 0.207874087695453 0
"fais" 0.026746835849319 0.0558413428996886 0.0158029200284453 0.0191520080143787 0.00829352441613588 0.0202448502162262 0.010094382476152 0.0129371028499677 0.0182746450721277 0.0235626767200754
"rouge" 0.0246070889813735 0.010152971436307 0.0158029200284453 0.0117858510857715 0.0215631634819533 0.0151836376621697 0.01261797809519 0.023591187549941 0.0228433063401597 0.0445072782490313
"vite" 0.0246070889813735 0.0219981047786652 0.0158029200284453 0.0279913963287074 0.0273686305732484 0.0118094959594653 0.00757078685711402 0.0228301814999429 0.00913732253606387 0.0340349774845534
"vois" 0.026746835849319 0.0304589143089211 0.0140470400252847 0.0176787766286573 0.00746417197452229 0.0258684197207335 0.00252359561903801 0.0175031391499562 0.0239854716571677 0.0261807519111949
"bleu" 0.0139083546416459 0.0186137809665629 0.0140470400252847 0.0265181649429859 0.0107815817409766 0.0151836376621697 0.017665169333266 0.0251131996499372 0.0331227941932315 0.0340349774845534
"heureux" 0.0342359498871284 0.0287667524028699 0.0263382000474088 0.0353575532573146 0.0207338110403397 0.0140589237612682 0 0.00913207259997717 0.00456866126803194 0.0287988271023144
"huit" 0.0256769624153463 0.0406118857452281 0.0307279000553102 0.0220984707858216 0.00497611464968153 0.012371852909916 0.010094382476152 0.0121760967999696 0.0239854716571677 0.0340349774845534
"malgré" 0.00855898747178209 0.0118451333423582 0.0324837800584708 0.0117858510857715 0.0265392781316348 0.0348661309279452 0.00252359561903801 0.00761006049998098 0.0137059838040958 0.00785422557335847
"quelle" 0.0278167092832918 0.0338432381210234 0.0219485000395073 0.013259082471493 0.0199044585987261 0.0185577793648741 0.00504719123807601 0.0213081693999467 0.00913732253606387 0.0130903759555974
"selon" 0.00641924060383657 0.0135372952484094 0.0219485000395073 0.00883938831432865 0.0364915074309979 0.0118094959594653 0.0479483167617221 0.0220691754499448 0.0217011410231517 0.00785422557335847
"solitude" 0.00855898747178209 0.00507648571815351 0.00965734001738321 0.0162055452429359 0.00497611464968153 0.0163083515630711 0.237217988189573 0.00380503024999049 0.0102794878530719 0.00523615038223898
"vue" 0.0278167092832918 0.0169216190605117 0.0263382000474088 0.0191520080143787 0.0174164012738853 0.0224942780180292 0.00757078685711402 0.01598112704996 0.0102794878530719 0.0130903759555974
"comprendre" 0.0256769624153463 0.0118451333423582 0.0175588000316058 0.013259082471493 0.0223925159235669 0.0303672753243394 0.01261797809519 0.0167421330999581 0.00799515721905589 0.00523615038223898
"cou" 0.0117686077737004 0.0186137809665629 0.0140470400252847 0.0235717021715431 0.0107815817409766 0.0118094959594653 0.0706606773330642 0.0342452722499144 0.00913732253606387 0.0183265263378364
"ah" 0.0417250639249377 0.0253824285907676 0.00175588000316058 0.00883938831432865 0.00912287685774947 0.0106847820585639 0.01261797809519 0.0372892964499068 0.00342649595102395 0.0680699549691067
"connu" 0.0288865827172645 0.0186137809665629 0.0193146800347664 0.0279913963287074 0.0315153927813163 0.0157459946126204 0.00252359561903801 0.00989307864997527 0.0114216531700798 0.0157084511467169
"dernière" 0.026746835849319 0.0253824285907676 0.0201926200363467 0.013259082471493 0.0116109341825902 0.020807207166677 0.0277595518094181 0.01598112704996 0.0137059838040958 0.0209446015289559
"demander" 0.0213974686794552 0.0304589143089211 0.0237043800426679 0.0279913963287074 0.0149283439490446 0.020807207166677 0.00504719123807601 0.0121760967999696 0.0137059838040958 0.0130903759555974
"tenir" 0.0117686077737004 0.0186137809665629 0.0263382000474088 0.0250449335572645 0.0207338110403397 0.0275554905720857 0.010094382476152 0.00837106654997907 0.0148481491211038 0.00785422557335847
"font" 0.0149782280756187 0.0219981047786652 0.00790146001422263 0.036830784643036 0.0124402866242038 0.014621280711719 0.0302831474284561 0.0129371028499677 0.0331227941932315 0.0340349774845534
"paris" 0.0139083546416459 0.0321510762149722 0.0280940800505693 0.0162055452429359 0.00663481953290871 0.0219319210675784 0.022712360571342 0.0106540846999734 0.00342649595102395 0.0654518797779872
"perdu" 0.0299564561512373 0.0253824285907676 0.021070560037927 0.0250449335572645 0.0199044585987261 0.0185577793648741 0.010094382476152 0.00837106654997907 0.0114216531700798 0.0183265263378364
"roi" 0.126245065208786 0.010152971436307 0.00614558001106204 0.00294646277144288 0.00829352441613588 0 0.00504719123807601 0.00608804839998478 0.0182746450721277 0.00785422557335847
"plutôt" 0.0320962030191828 0.0219981047786652 0.0105352800189635 0.0147323138572144 0.0232218683651805 0.0157459946126204 0.015141573714228 0.0144591149499639 0.0194168103891357 0.0209446015289559
"complètement" 0.0192577218115097 0.0186137809665629 0.0316058400568905 0.0220984707858216 0.00912287685774947 0.033179060076593 0 0.00304402419999239 0.00913732253606387 0.0183265263378364
"ensemble" 0.022467342113428 0.0152294571544605 0.00965734001738321 0.0176787766286573 0.00580546709129512 0.020807207166677 0.0252359561903801 0.0167421330999581 0.0251276369741756 0.0471253534401508
"fus" 0 0.0372275619331258 0.0807704801453869 0 0.0323447452229299 0.00731064035585948 0 0 0.00114216531700798 0.00523615038223898
"propre" 0.0160481015095914 0.0253824285907676 0.0114132200205438 0.0324110904858717 0.0199044585987261 0.0191201363153248 0.0277595518094181 0.0175031391499562 0.0102794878530719 0.00785422557335847
"ayant" 0.00213974686794552 0.00169216190605117 0.0438970000790146 0.00147323138572144 0.0588840233545648 0.00731064035585948 0.017665169333266 0.00761006049998098 0.0137059838040958 0.00261807519111949
"donna" 0.00106987343397276 0.00507648571815351 0.00877940001580292 0.0117858510857715 0.00995222929936306 0.00843535425676094 0.00252359561903801 0.00761006049998098 0.117643027651822 0.010472300764478
"or" 0.00534936716986381 0.0321510762149722 0.0175588000316058 0.0117858510857715 0.0464437367303609 0.00899771120721166 0.020188764952304 0.0136981088999658 0.0159903144381118 0.00523615038223898
"doigts" 0.00962886090575485 0.0203059428726141 0.0122911600221241 0.00883938831432865 0.0199044585987261 0.0101224251081131 0.0454247211426841 0.0365282903999087 0.00571082658503992 0.0287988271023144
"trente" 0.053493671698638 0.0456883714633816 0.0131691000237044 0.0117858510857715 0.00829352441613588 0.0129342098603668 0 0.00837106654997907 0.0159903144381118 0.0183265263378364
"trouvé" 0.0481443045287742 0.010152971436307 0.0193146800347664 0.0220984707858216 0.0132696390658174 0.0157459946126204 0.00504719123807601 0.00837106654997907 0.0182746450721277 0.010472300764478
"zaga" 0 0 0 0 0.136843152866242 0 0 0 0 0
"difficile" 0.0149782280756187 0.0287667524028699 0.021070560037927 0.013259082471493 0.0265392781316348 0.0326167031261423 0.00504719123807601 0.00228301814999429 0 0.0130903759555974
"savais" 0.0417250639249377 0.0406118857452281 0.0324837800584708 0.00294646277144288 0.0223925159235669 0.0134965668108175 0 0.00456603629998859 0.00114216531700798 0.010472300764478
"sentiment" 0.0117686077737004 0.0219981047786652 0.0307279000553102 0.0265181649429859 0.0182457537154989 0.00956006815766239 0.015141573714228 0.0243521935999391 0.0102794878530719 0.00261807519111949
"six" 0.0160481015095914 0.0203059428726141 0.0298499600537299 0.00883938831432865 0.0107815817409766 0.0140589237612682 0.010094382476152 0.0175031391499562 0.0217011410231517 0.0314169022934339
"waïtari" 0 0 0 0 0 0.0916641829234688 0 0 0 0
"compris" 0.0320962030191828 0.0135372952484094 0.0175588000316058 0.0147323138572144 0.0265392781316348 0.0196824932657755 0.00504719123807601 0.00989307864997527 0.0102794878530719 0.00785422557335847
"honneur" 0.00962886090575485 0.0236902666847164 0.0298499600537299 0.0147323138572144 0.0223925159235669 0.0157459946126204 0 0.00608804839998478 0.0354071248272475 0.00261807519111949
"simple" 0.00320962030191828 0.00676864762420468 0.0201926200363467 0.0220984707858216 0.00746417197452229 0.0354284878783959 0.01261797809519 0.0243521935999391 0.00456866126803194 0.010472300764478
"genre" 0.0374455701890466 0.0304589143089211 0.0158029200284453 0.0235717021715431 0.00663481953290871 0.0264307766711843 0.00252359561903801 0.0015220120999962 0.0125638184870878 0.0130903759555974
"ta" 0.0203275952454825 0.0423040476512793 0.014924980026865 0.0103126197000501 0.00746417197452229 0.00449885560360583 0.015141573714228 0.0182641451999543 0.0274119676081916 0.0575976542046288
"afin" 0.00748911403780933 0.0135372952484094 0.0175588000316058 0.00883938831432865 0.0348328025477707 0.00449885560360583 0.0580426992378741 0.0296792359499258 0.00228433063401597 0.0130903759555974
"art" 0.00534936716986381 0.0152294571544605 0.0193146800347664 0.050089867114529 0.0646894904458599 0.00168707085135219 0.00504719123807601 0.00532704234998668 0 0
"épaule" 0.0213974686794552 0.0253824285907676 0.0105352800189635 0.0103126197000501 0.0132696390658174 0.014621280711719 0.0277595518094181 0.0251131996499372 0.0148481491211038 0.0183265263378364
"époque" 0.0192577218115097 0.0169216190605117 0.0386293600695328 0.0147323138572144 0.0199044585987261 0.0140589237612682 0.00504719123807601 0.00304402419999239 0.0228433063401597 0.00785422557335847
"genoux" 0.0160481015095914 0.010152971436307 0.0114132200205438 0.0147323138572144 0.014098991507431 0.012371852909916 0.0302831474284561 0.031201248049922 0.0194168103891357 0.0183265263378364
"pierre" 0.00855898747178209 0.0913767429267632 0.00526764000948175 0.00883938831432865 0.0248805732484076 0.0039364986531551 0.022712360571342 0.0190251512499524 0.0102794878530719 0.0157084511467169
"larmes" 0.00748911403780933 0.0270745904968187 0.0263382000474088 0.00589292554288577 0.0174164012738853 0.00618592645495802 0.0302831474284561 0.0395723145999011 0.0068529919020479 0
"manière" 0.00641924060383657 0.010152971436307 0.0158029200284453 0.0191520080143787 0.0232218683651805 0.0118094959594653 0.022712360571342 0.0182641451999543 0.0296962982422076 0.0209446015289559
"pouvoir" 0.0106987343397276 0.0219981047786652 0.0245823200442482 0.0147323138572144 0.0149283439490446 0.0230566349684799 0.00757078685711402 0.00837106654997907 0.0159903144381118 0.0287988271023144
"aurais" 0.0524237982646653 0.0423040476512793 0.0166808600300255 0.0176787766286573 0.0124402866242038 0.00674828340540875 0 0.00456603629998859 0.00913732253606387 0.0314169022934339
"filles" 0.00748911403780933 0.0118451333423582 0.0201926200363467 0.00441969415716432 0.0124402866242038 0.00337414170270437 0.00504719123807601 0.00913207259997717 0.0742407456055189 0.0471253534401508
"habitude" 0.0203275952454825 0.0203059428726141 0.0184367400331861 0.0147323138572144 0.0174164012738853 0.0196824932657755 0.00252359561903801 0.00837106654997907 0.0205589757061437 0.0261807519111949
"humaine" 0.00213974686794552 0.00507648571815351 0.0131691000237044 0.0191520080143787 0.0149283439490446 0.0421767712838047 0.0302831474284561 0.0106540846999734 0.00571082658503992 0.00261807519111949
"appelle" 0.0620526591704201 0.0186137809665629 0.00438970000790146 0.0220984707858216 0.0174164012738853 0.012371852909916 0.00252359561903801 0.00380503024999049 0.0137059838040958 0.0183265263378364
"chercher" 0.0331660764531556 0.0304589143089211 0.0105352800189635 0.0220984707858216 0.0174164012738853 0.0101224251081131 0.00252359561903801 0.00380503024999049 0.0274119676081916 0.0314169022934339
"donné" 0.0363756967550739 0.00846080953025585 0.0201926200363467 0.0103126197000501 0.0165870488322718 0.0213695641171277 0.00504719123807601 0.00837106654997907 0.0171324797551198 0.00523615038223898
"envie" 0.0256769624153463 0.0186137809665629 0.0166808600300255 0.0191520080143787 0.0132696390658174 0.0219319210675784 0.00252359561903801 0.015220120999962 0.00913732253606387 0.0157084511467169
"ombre" 0.00106987343397276 0.00676864762420468 0.00614558001106204 0.00736615692860721 0.0124402866242038 0.00843535425676094 0.0605662948569121 0.0441383508998897 0.0285541329251996 0.00785422557335847
"pauvre" 0.00748911403780933 0.010152971436307 0.014924980026865 0.0206252394001002 0.0257099256900212 0.0134965668108175 0.0277595518094181 0.0266352117499334 0.0102794878530719 0.00785422557335847
"entendu" 0.022467342113428 0.0152294571544605 0.0193146800347664 0.0147323138572144 0.00829352441613588 0.0253060627702828 0.015141573714228 0.00989307864997527 0.0182746450721277 0.010472300764478
"loi" 0.00427949373589104 0.00507648571815351 0.00175588000316058 0.00294646277144288 0.00248805732484076 0.012371852909916 0.010094382476152 0.00837106654997907 0.114216531700798 0.0130903759555974
"partout" 0.0278167092832918 0.0169216190605117 0.021070560037927 0.0206252394001002 0.0165870488322718 0.0264307766711843 0.00252359561903801 0.00761006049998098 0.00342649595102395 0.00261807519111949
"verre" 0.00962886090575485 0.0287667524028699 0.00965734001738321 0.0176787766286573 0.0116109341825902 0.00956006815766239 0.00757078685711402 0.00989307864997527 0.0479709433143353 0.0471253534401508
"garçon" 0.00855898747178209 0.010152971436307 0.0158029200284453 0.0117858510857715 0.00331740976645435 0.0101224251081131 0.01261797809519 0.0357672843499106 0.0434022820463034 0.00785422557335847
"présence" 0.00641924060383657 0.0152294571544605 0.014924980026865 0.0176787766286573 0.0248805732484076 0.0298049183738886 0.01261797809519 0.0114150907499715 0.00571082658503992 0.00785422557335847
"arrive" 0.0192577218115097 0.0186137809665629 0.0245823200442482 0.0235717021715431 0.0199044585987261 0.00899771120721166 0.00504719123807601 0.0106540846999734 0.0148481491211038 0.0314169022934339
"doit" 0.0320962030191828 0.0304589143089211 0.00877940001580292 0.0235717021715431 0.00995222929936306 0.0140589237612682 0.00252359561903801 0.00837106654997907 0.0262698022911836 0.0209446015289559
"faisaient" 0.00748911403780933 0.0135372952484094 0.0105352800189635 0.013259082471493 0.0232218683651805 0.014621280711719 0.0429011255236461 0.0273962177999315 0.00913732253606387 0.00785422557335847
"jambes" 0.0149782280756187 0.00507648571815351 0.021070560037927 0.0206252394001002 0.00580546709129512 0.0134965668108175 0.0378539342855701 0.0296792359499258 0.0125638184870878 0.00785422557335847
"entièrement" 0.00320962030191828 0.0169216190605117 0.0316058400568905 0.0456701729573647 0.0157576963906582 0.0196824932657755 0.015141573714228 0.00837106654997907 0.00228433063401597 0
"manacore" 0 0 0 0 0 0 0 0 0.174751293502222 0
"sera" 0.0117686077737004 0.0135372952484094 0.00702352001264234 0.036830784643036 0.00746417197452229 0.0151836376621697 0.00504719123807601 0.0136981088999658 0.0434022820463034 0.0183265263378364
"vos" 0.00962886090575485 0.0338432381210234 0.00351176000632117 0.0338843218715932 0.0107815817409766 0.0326167031261423 0.01261797809519 0.00913207259997717 0.00342649595102395 0.0130903759555974
"beauté" 0.00427949373589104 0.0152294571544605 0.0166808600300255 0.0324110904858717 0.0331740976645435 0.0224942780180292 0.00757078685711402 0.00761006049998098 0.00228433063401597 0.00523615038223898
"bonheur" 0.00641924060383657 0.0473805333694328 0.00614558001106204 0.0294646277144288 0.0298566878980892 0.00562356950450729 0.00252359561903801 0.0144591149499639 0.00799515721905589 0.0445072782490313
"certains" 0.00641924060383657 0.00169216190605117 0.014924980026865 0.00294646277144288 0.0232218683651805 0.0151836376621697 0.0555191036188361 0.0251131996499372 0.0125638184870878 0.010472300764478
"trouvait" 0.00427949373589104 0.00169216190605117 0.0105352800189635 0.0117858510857715 0.0207338110403397 0.0247437058198321 0.0277595518094181 0.0220691754499448 0.0182746450721277 0.00261807519111949
"ventre" 0.00534936716986381 0.00507648571815351 0.0105352800189635 0.00147323138572144 0.00497611464968153 0.0134965668108175 0.0958966335234442 0.0266352117499334 0.0228433063401597 0.0183265263378364
"impression" 0.00855898747178209 0.0270745904968187 0.0175588000316058 0.0309378591001503 0.0132696390658174 0.0264307766711843 0.00757078685711402 0.00684905444998288 0.00913732253606387 0.00523615038223898
"rendre" 0.00855898747178209 0.00676864762420468 0.0289720200521496 0.013259082471493 0.0149283439490446 0.0236189919189306 0.00757078685711402 0.0136981088999658 0.0137059838040958 0.00785422557335847
"blancs" 0.00748911403780933 0.00846080953025585 0.014924980026865 0.0103126197000501 0.00912287685774947 0.0258684197207335 0.0984202291424822 0.00684905444998288 0.0068529919020479 0.00523615038223898
"compagnie" 0.00748911403780933 0.00846080953025585 0.0184367400331861 0.00883938831432865 0.0315153927813163 0.026993133621635 0.010094382476152 0.00761006049998098 0.00913732253606387 0.00523615038223898
"confiance" 0.00748911403780933 0.00846080953025585 0.0263382000474088 0.00589292554288577 0.0190751061571125 0.0281178475225365 0.00252359561903801 0.0015220120999962 0.0285541329251996 0.00523615038223898
"goût" 0.00213974686794552 0.0135372952484094 0.0201926200363467 0.0338843218715932 0.0348328025477707 0.0039364986531551 0.0353303386665321 0.00608804839998478 0.0148481491211038 0.0235626767200754
"poitrine" 0.00855898747178209 0.00676864762420468 0.0184367400331861 0.0162055452429359 0.00663481953290871 0.0106847820585639 0.0328067430474941 0.0342452722499144 0.0137059838040958 0.0209446015289559
"rêve" 0.0128384812076731 0.0135372952484094 0.0131691000237044 0.0235717021715431 0.0290273354564756 0.00731064035585948 0.0429011255236461 0.0182641451999543 0.00456866126803194 0.0130903759555974
"chacun" 0.00534936716986381 0.0169216190605117 0.00877940001580292 0.00883938831432865 0.0174164012738853 0.0129342098603668 0.0302831474284561 0.0289182298999277 0.0148481491211038 0.0261807519111949
"cinquante" 0.0235372155474007 0.0270745904968187 0.0219485000395073 0.0220984707858216 0.00912287685774947 0.0179954224144233 0.00252359561903801 0.00456603629998859 0.0125638184870878 0.0235626767200754
"mourir" 0.0192577218115097 0.0304589143089211 0.0166808600300255 0.00589292554288577 0.0215631634819533 0.012371852909916 0.022712360571342 0.0182641451999543 0.00571082658503992 0.00785422557335847
"furent" 0 0.00507648571815351 0.0193146800347664 0.013259082471493 0.0248805732484076 0.0129342098603668 0.0252359561903801 0.0243521935999391 0.0114216531700798 0.0209446015289559
"intérieur" 0.0160481015095914 0.0253824285907676 0.0105352800189635 0.0235717021715431 0.0199044585987261 0.00731064035585948 0.0378539342855701 0.0144591149499639 0.0148481491211038 0.0130903759555974
"noirs" 0.0106987343397276 0.0203059428726141 0.00790146001422263 0.00589292554288577 0.00995222929936306 0.0365532017792974 0.0302831474284561 0.00989307864997527 0.00571082658503992 0.0130903759555974
"public" 0.0203275952454825 0 0.0158029200284453 0.013259082471493 0.0456143842887473 0.0219319210675784 0.00252359561903801 0.000761006049998098 0.00456866126803194 0.00261807519111949
"début" 0.0117686077737004 0.0186137809665629 0.00702352001264234 0.0147323138572144 0.014098991507431 0.0241813488693813 0.00504719123807601 0.0144591149499639 0.0159903144381118 0.0287988271023144
"midi" 0.00106987343397276 0.00676864762420468 0.0175588000316058 0.0294646277144288 0.00663481953290871 0.00562356950450729 0.010094382476152 0.0197861572999505 0.0365492901442555 0.0549795790135093
"coin" 0.0149782280756187 0.0203059428726141 0.0105352800189635 0.0162055452429359 0.0215631634819533 0.0134965668108175 0.010094382476152 0.01598112704996 0.0137059838040958 0.0235626767200754
"matteo" 0 0 0 0 0 0 0 0 0.165613970966158 0
"pensa" 0 0 0 0.0662954123574649 0 0.0202448502162262 0.010094382476152 0.0197861572999505 0.0251276369741756 0.0314169022934339
"vient" 0.022467342113428 0.0253824285907676 0.00526764000948175 0.013259082471493 0.0124402866242038 0.0101224251081131 0.00252359561903801 0.015220120999962 0.0251276369741756 0.0471253534401508
"ann" 0 0 0 0.212145319543888 0 0 0 0 0 0
"espoir" 0.0160481015095914 0.00846080953025585 0.0272161400489891 0.0235717021715431 0.0232218683651805 0.0163083515630711 0.00504719123807601 0.00761006049998098 0.00571082658503992 0.00785422557335847
"famille" 0.0235372155474007 0.00846080953025585 0.0237043800426679 0.00441969415716432 0.0273686305732484 0.00562356950450729 0.00252359561903801 0.0197861572999505 0.0148481491211038 0.010472300764478
"fini" 0.0310263295852101 0.0203059428726141 0.014924980026865 0.0250449335572645 0.00497611464968153 0.0213695641171277 0.00252359561903801 0.00761006049998098 0.0102794878530719 0.0130903759555974
"forme" 0.0106987343397276 0.00338432381210234 0.0158029200284453 0.0220984707858216 0.0248805732484076 0.00674828340540875 0.0378539342855701 0.0167421330999581 0.0194168103891357 0.00785422557335847
"soi" 0.0246070889813735 0.0219981047786652 0.00790146001422263 0.013259082471493 0.00912287685774947 0.014621280711719 0.00504719123807601 0.0197861572999505 0.0205589757061437 0.0183265263378364
"aider" 0.0363756967550739 0.0135372952484094 0.0122911600221241 0.00441969415716432 0.0157576963906582 0.0314919892252408 0 0 0.00456866126803194 0.0130903759555974
"maître" 0.00427949373589104 0.0219981047786652 0.0131691000237044 0.0176787766286573 0.0348328025477707 0.00449885560360583 0.022712360571342 0.00989307864997527 0.0239854716571677 0.0157084511467169
"tandis" 0.00106987343397276 0 0.00175588000316058 0.00147323138572144 0.000829352441613588 0.00281178475225365 0.0504719123807601 0.0799056352498002 0.00913732253606387 0
"attendre" 0.0203275952454825 0.010152971436307 0.0140470400252847 0.0220984707858216 0.0116109341825902 0.0174330654639726 0.010094382476152 0.00913207259997717 0.0239854716571677 0.010472300764478
"devenu" 0.0235372155474007 0.0152294571544605 0.0166808600300255 0.0117858510857715 0.0174164012738853 0.0196824932657755 0.00757078685711402 0.0106540846999734 0.0102794878530719 0.00523615038223898
"donne" 0.0171179749435642 0.0473805333694328 0.00614558001106204 0.0147323138572144 0.0182457537154989 0.00731064035585948 0.00757078685711402 0.00684905444998288 0.0308384635592156 0.0183265263378364
"doucement" 0.0117686077737004 0.0135372952484094 0.00351176000632117 0.013259082471493 0.00746417197452229 0.00787299730631021 0.0479483167617221 0.0365282903999087 0.0114216531700798 0.0261807519111949
"francesco" 0 0 0 0 0 0 0 0 0.162187475015134 0
"laura" 0 0.240286990659266 0 0 0 0 0 0 0 0
"bord" 0.00534936716986381 0.0219981047786652 0.0316058400568905 0.00441969415716432 0.00829352441613588 0.00899771120721166 0.0277595518094181 0.0266352117499334 0.00799515721905589 0.0130903759555974
"peuple" 0.00427949373589104 0.00338432381210234 0.00175588000316058 0.00147323138572144 0.0638601380042463 0.0112471390090146 0.00757078685711402 0.0106540846999734 0.0159903144381118 0.010472300764478
"portait" 0.0117686077737004 0.0169216190605117 0.014924980026865 0.013259082471493 0.0215631634819533 0.0118094959594653 0.0252359561903801 0.0175031391499562 0.00799515721905589 0.0183265263378364
"sortir" 0.0256769624153463 0.0118451333423582 0.0131691000237044 0.0279913963287074 0.014098991507431 0.0168707085135219 0.00252359561903801 0.00913207259997717 0.00913732253606387 0.0209446015289559
"liberté" 0.00106987343397276 0.00846080953025585 0.00175588000316058 0.00736615692860721 0.0273686305732484 0.0359908448288467 0.022712360571342 0.0015220120999962 0.0148481491211038 0.0157084511467169
"signe" 0.0160481015095914 0.0219981047786652 0.0184367400331861 0.0191520080143787 0.00995222929936306 0.0191201363153248 0.015141573714228 0.0136981088999658 0.0068529919020479 0.00523615038223898
"bientôt" 0.00855898747178209 0.00507648571815351 0.0122911600221241 0.00589292554288577 0.028197983014862 0.0112471390090146 0.00757078685711402 0.0251131996499372 0.0171324797551198 0.0130903759555974
"tirer" 0.0117686077737004 0.0152294571544605 0.00877940001580292 0.0176787766286573 0.0223925159235669 0.0213695641171277 0.00504719123807601 0.00913207259997717 0.0102794878530719 0.0235626767200754
"dents" 0.0106987343397276 0.00507648571815351 0.00965734001738321 0.0103126197000501 0.0132696390658174 0.0174330654639726 0.0454247211426841 0.0205471633499486 0.0137059838040958 0.00785422557335847
"faites" 0.0342359498871284 0.0186137809665629 0.00438970000790146 0.0324110904858717 0.00746417197452229 0.0151836376621697 0.00757078685711402 0.00989307864997527 0.00913732253606387 0.0209446015289559
