"Arriaga" "Assis_1" "Assis_2" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Reis"
"Arriaga" 0 0.933930574811597 0.916037096054729 1.13910707620467 1.15352875851537 1.20872834001131 0.988659273841783 0.836168000822939 0.923371644264767 0.838078837657734 0.925556960642337 1.05738006042624 0.998967834403143 0.984295271332353 1.34468896100686 1.34304240768356 1.29533240135679 1.38824172892009 1.30866835892802 1.29509504550496
"Assis_1" 0.933930574811597 0 0.697913949610018 1.00023443626603 1.0178280802888 1.07972043693094 0.933365146296 0.871755246637369 0.951520045274117 0.843428163089816 0.923240334916987 0.939134424956742 0.951178409820723 0.96600343664453 1.16866135262448 1.23244423714575 1.11786348352008 1.18518974337183 1.12605825096697 1.1979798712935
"Assis_2" 0.916037096054729 0.697913949610018 0 0.970678963587606 1.01376525477257 1.16463723213268 0.904468576993222 0.84674584503205 0.868247798919441 0.788755229595612 0.86664419419082 0.974943373871116 0.897933903530551 0.963984032730623 1.22017786044895 1.2434022850255 1.15055480548384 1.22173835171678 1.16729474514429 1.14139754250273
"Drummond_1" 1.13910707620467 1.00023443626603 0.970678963587606 0 0.647903472984093 1.12422352990002 0.996014617914424 1.04866307046244 1.03583743946039 1.06010674692323 1.07542415611527 1.05421447701647 1.02266300744383 1.06014811628007 1.12919095774957 1.0999453723705 1.06047644612856 1.18874511064705 1.06860023551615 1.15434324852256
"Drummond_2" 1.15352875851537 1.0178280802888 1.01376525477257 0.647903472984093 0 1.14484787939077 1.05156723278503 1.06225673993062 1.06048912530447 1.09857561440674 1.10580229775583 1.10864671073277 1.08743158249449 1.11396036551934 1.12288295553984 1.12284788760967 1.0727642293645 1.18488546700541 1.08766179939136 1.16102752641063
"Espanca" 1.20872834001131 1.07972043693094 1.16463723213268 1.12422352990002 1.14484787939077 0 1.08698121414368 1.16767156080483 1.20443867363012 1.20372499049652 1.18285985065766 1.04345651570552 1.08184918550803 1.10040993281693 1.12781983896275 1.1426912039047 1.06960150151339 1.18678244884982 1.08032409813146 1.30425975158454
"Feijó" 0.988659273841783 0.933365146296 0.904468576993222 0.996014617914424 1.05156723278503 1.08698121414368 0 0.918021332937632 0.961061933724176 0.934240836850837 0.98309535240763 1.0240415830105 0.978123632612476 0.963909569188495 1.19974579585687 1.18085610223165 1.13688808988235 1.23565492522267 1.14085419485433 1.22800972186389
"Junqueiro_1" 0.836168000822939 0.871755246637369 0.84674584503205 1.04866307046244 1.06225673993062 1.16767156080483 0.918021332937632 0 0.601331082962775 0.771595553475445 0.832654500047047 0.939393224630257 0.840704980907069 0.996279391393401 1.26222291162111 1.2583070459333 1.1924475994798 1.27095184229139 1.21035458579136 1.22459110569114
"Junqueiro_2" 0.923371644264767 0.951520045274117 0.868247798919441 1.03583743946039 1.06048912530447 1.20443867363012 0.961061933724176 0.601331082962775 0 0.813334461661663 0.865494701636667 0.95017399863609 0.839723454434706 1.02442004997847 1.2815666489215 1.26082705298771 1.20986250756315 1.25621474230415 1.22399890277064 1.25719876586461
"Leal_1" 0.838078837657734 0.843428163089816 0.788755229595612 1.06010674692323 1.09857561440674 1.20372499049652 0.934240836850837 0.771595553475445 0.813334461661663 0 0.607588957787621 0.916236446720656 0.904505448111088 0.977077735542749 1.34767886898551 1.29774919116423 1.27388385229882 1.37782716992317 1.28720789249992 1.25297431294002
