"Arriaga" "Assis_1" "Assis_2" "Caeiro_1" "Caeiro_2" "Caeiro_3" "Campos_1" "Campos_2" "Campos_3" "Campos_4" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Reis_1" "Reis_2"
"Arriaga" 0 0.925471452293043 0.935556831391337 1.39725620992302 1.36937817292576 1.32450840333749 1.05189341892318 1.10827093721251 1.12389821461464 1.29190268274667 1.16339707360727 1.18078745133164 1.14969671042209 1.03360422303104 0.894851811873058 1.00453757608681 0.847374268684691 0.999716689482063 1.14585847419002 1.0487409001358 0.988625186673138 1.24552104200582 1.23601614996068 1.19017304050607 1.29204606044352 1.18533396616651 1.20715246658068 1.21147416263226
"Assis_1" 0.925471452293043 0 0.697826012078551 1.24103151207023 1.24002862548519 1.17695302582436 0.972364696308183 1.09911053387038 1.03259144841222 1.15864321747227 0.996135119806138 1.01899017007644 1.03124248462345 0.907347924561025 0.879574684466172 0.952588253198856 0.823121147861488 0.919047584684031 0.958696729281516 0.944576312430855 0.968340507157954 1.06250499419253 1.1581802717975 1.02743997723806 1.10557547867042 1.02021507340968 1.11796787291951 1.14282036947135
"Assis_2" 0.935556831391337 0.697826012078551 0 1.2166880269923 1.18356004145314 1.13869281074867 0.987389330584353 1.08093107183181 1.05779505718609 1.187617371317 0.981398234268109 1.04240635202321 1.16260850571474 0.93009479887122 0.882712530474544 0.894745545418576 0.778087487520013 0.885084058161764 1.00361493902984 0.922545978764232 0.992453467473018 1.16043200608016 1.21060223084553 1.09547776396002 1.16251972006977 1.09017234661205 1.09143894420485 1.09666279703654
"Caeiro_1" 1.39725620992302 1.24103151207023 1.2166880269923 0 0.453434302749415 0.41787653690339 0.918373581521848 1.0980210854414 1.03247220144915 0.970363497172667 1.20363918958278 1.22466060271317 1.37361139250072 1.30499665963734 1.30113026538107 1.33892301005878 1.27921197165774 1.31470432176261 1.26329329831845 1.2236768041027 1.38690095765408 1.13810085044245 1.1278910338761 1.06439104380601 1.1578498992149 1.06584396483096 1.24292199748768 1.23264706271068
"Caeiro_2" 1.36937817292576 1.24002862548519 1.18356004145314 0.453434302749415 0 0.378916697550241 0.900462641859519 1.07846151324415 1.02966530636601 0.996883875602125 1.19090200255435 1.191314145634 1.36418865127269 1.29257437847632 1.26681181423743 1.28839242250451 1.2690870976846 1.29429469792193 1.26864142682493 1.20229073929053 1.38553836304767 1.14623538759953 1.08773083930702 1.0443073010642 1.14908691454554 1.05036566564527 1.1992214814283 1.19562645573959
"Caeiro_3" 1.32450840333749 1.17695302582436 1.13869281074867 0.41787653690339 0.378916697550241 0 0.841972915675035 1.01736731290822 0.978037788029918 0.94389365198835 1.16690281178302 1.16368998639992 1.26195136384775 1.23288126041424 1.21870363505023 1.2403902248242 1.21800073247411 1.22938574318636 1.17855580567732 1.11453426308968 1.34020560967777 1.1016551985394 1.03992372086882 0.997416074135268 1.11704290285745 1.00717254541061 1.18053761366577 1.17149532138416
"Campos_1" 1.05189341892318 0.972364696308183 0.987389330584353 0.918373581521848 0.900462641859519 0.841972915675035 0 0.529062719141107 0.466930720863822 0.568197818862317 0.963034138236985 0.965926836367383 1.06397472334688 1.06817848367015 0.982349752877001 1.00361069400564 1.00012223726632 1.0357713017616 0.970387309034553 0.96489009333488 1.13245387993477 0.949019716528861 0.877190746592574 0.807050017934723 0.955519083889219 0.819433161911773 1.05066970979797 1.04259588960675
"Campos_2" 1.10827093721251 1.09911053387038 1.08093107183181 1.0980210854414 1.07846151324415 1.01736731290822 0.529062719141107 0 0.801206029694279 0.927145670379914 1.06898519468516 1.0343927130538 1.17024526913198 1.12957328078676 1.06423818811385 1.10962141331055 1.03894484479388 1.08430511276324 1.08501774773367 1.06403750394585 1.17952537860999 1.09253090470199 1.03296583536321 0.970669740767613 1.1145689256092 0.980677570807125 1.17175778105499 1.15235601707596
"Campos_3" 1.12389821461464 1.03259144841222 1.05779505718609 1.03247220144915 1.02966530636601 0.978037788029918 0.466930720863822 0.801206029694279 0 0.827783986856312 1.02685722460311 1.0388982891291 1.15715666795281 1.1278984804968 1.04168557426166 1.05761660358173 1.06037270088877 1.12761268689513 1.03392038588425 1.02644215110426 1.22201118726479 1.04829277905399 0.991963357748143 0.92695968168588 1.06127630715137 0.93946664696175 1.11504212417758 1.11706434829625
"Campos_4" 1.29190268274667 1.15864321747227 1.187617371317 0.970363497172667 0.996883875602125 0.94389365198835 0.568197818862317 0.927145670379914 0.827783986856312 0 1.15037507570675 1.12892266600312 1.27074937219064 1.23685144742006 1.17534155930786 1.18028755436923 1.21590929985939 1.23081455791482 1.15658751618586 1.16127890363188 1.31669547675577 1.03600702889076 1.0032938234796 0.918469447046817 1.03555395602302 0.922347279141926 1.2144145666137 1.19743427672085
