"Arriaga" "Assis_1" "Assis_2" "Caeiro_1" "Caeiro_2" "Caeiro_3" "Campos_1" "Campos_2" "Campos_3" "Campos_4" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Reis_1" "Reis_2"
"Arriaga" 0 0.86700203089759 0.883440697347689 1.43799519980607 1.43227170820651 1.38126905907925 1.100035426537 1.14628938553496 1.13400954987389 1.32134941107444 1.11764283786211 1.12362914745638 1.18160636472031 0.932602262775034 0.815828262001859 0.895563697061664 0.792412978485465 0.904179609928704 1.02341909010725 0.954666474381683 0.964636422271504 1.29546108819803 1.30378876565741 1.25904995929986 1.35335046966777 1.26439051150761 1.2041841652769 1.20505486832735
"Assis_1" 0.86700203089759 0 0.655693160170009 1.2981051661408 1.31278071982073 1.23562557100084 1.01665784434682 1.11573023247329 1.05535051661743 1.20217296062077 0.9563702626994 0.96722404853014 1.02881302609233 0.85588255640177 0.812885268349582 0.899310088127272 0.790885698533053 0.877078314318363 0.878099395497372 0.889726763609631 0.918717495644387 1.11725270865972 1.19905323590783 1.07597829424714 1.16441274829147 1.08147959293043 1.11916125810853 1.1326396041121
"Assis_2" 0.883440697347689 0.655693160170009 0 1.26112740156058 1.26147764112072 1.20191744916777 1.02249639491599 1.09561093767035 1.06227654837322 1.21239237610284 0.945496263136912 0.98642136132075 1.16231352448477 0.854661135580504 0.816656133112763 0.847819809087986 0.75501806847845 0.837648427217041 0.926469705941178 0.854732932521053 0.948006679011753 1.19359781433007 1.26059073191528 1.13960098136991 1.22537679882537 1.14643892528874 1.08744151172507 1.08490421628329
"Caeiro_1" 1.43799519980607 1.2981051661408 1.26112740156058 0 0.41565118932277 0.380675798162554 0.905500298635255 1.06923816212012 1.00172118678491 0.967534366771511 1.14324510777063 1.16011840170801 1.36175130559533 1.30113887473438 1.31393498529516 1.31356366759918 1.35895133586042 1.35459780867327 1.31447213770785 1.25600057979255 1.40007453669918 1.14542708443848 1.15448926552209 1.09359045670441 1.18939208691319 1.10061295867398 1.20239179517388 1.1842620343889
"Caeiro_2" 1.43227170820651 1.31278071982073 1.26147764112072 0.41565118932277 0 0.354834862477527 0.884494467470067 1.04997660008345 0.997180582409699 0.976978914608167 1.15252630241577 1.14161858351954 1.36003689433102 1.30424426939462 1.30389674468982 1.30176215639531 1.36719287869576 1.34405593398094 1.3468318663553 1.26670045590954 1.40468341225196 1.15298031536171 1.1232263456192 1.06927158574303 1.17703573953941 1.07576900636925 1.18671358601725 1.17472230404948
"Caeiro_3" 1.38126905907925 1.23562557100084 1.20191744916777 0.380675798162554 0.354834862477527 0 0.827642379945811 0.987193188573476 0.947266758065111 0.933398560544543 1.11077891231865 1.10656031891363 1.25237910674661 1.24974623607048 1.25574452409247 1.244171509148 1.30845467674247 1.28413680146167 1.24533228321065 1.16988106659228 1.35518005908053 1.10143041389052 1.07347592915339 1.01928045953299 1.13917246783742 1.03098251857258 1.1556681763867 1.14377319355909
"Campos_1" 1.100035426537 1.01665784434682 1.02249639491599 0.905500298635255 0.884494467470067 0.827642379945811 0 0.506609906686156 0.437048518459254 0.55152105088543 0.889301125330779 0.858713684177883 1.03169599172044 1.04960204192148 1.00150740011401 1.0060977001874 1.05753424195065 1.0755988138695 1.00144711817953 1.00135754971694 1.14957188415671 0.893938833596556 0.876839817166694 0.7776366644508 0.923194956159066 0.787637481750642 0.993298282393853 0.979159865814651
"Campos_2" 1.14628938553496 1.11573023247329 1.09561093767035 1.06923816212012 1.04997660008345 0.987193188573476 0.506609906686156 0 0.744193043537104 0.89604577504874 0.97974695881705 0.928107551677434 1.11181091926281 1.08507477604932 1.07429116944778 1.0849706095665 1.0906873569622 1.1083233991471 1.06719752508201 1.07033494835594 1.17821969167406 1.04563901606228 1.01838676973986 0.938969467118951 1.08456374149272 0.949816559695396 1.09375220366342 1.07335465442489
"Campos_3" 1.13400954987389 1.05535051661743 1.06227654837322 1.00172118678491 0.997180582409699 0.947266758065111 0.437048518459254 0.744193043537104 0 0.810185003672423 0.945112824824473 0.919684386350109 1.09379079660191 1.08697809807085 1.03813532052935 1.01448027078187 1.07937453776142 1.13192014081735 1.04165819457257 1.01966583780571 1.19907726454849 0.976569052865018 0.967633331997912 0.884795212418496 1.01632153359449 0.893118389090229 1.03111440578026 1.0254055774868
"Campos_4" 1.32134941107444 1.20217296062077 1.21239237610284 0.967534366771511 0.976978914608167 0.933398560544543 0.55152105088543 0.89604577504874 0.810185003672423 0 1.06516852183158 1.03521162215625 1.23654741676314 1.22772364398013 1.20227832203135 1.18347458708459 1.27168126420542 1.26164161954667 1.195735103458 1.19679020935315 1.33621645014044 0.999555604471175 1.01092905091047 0.899172811655224 1.0012748352828 0.900503238509276 1.18674498205037 1.16901374678241
"Drummond_1" 1.11764283786211 0.9563702626994 0.945496263136912 1.14324510777063 1.15252630241577 1.11077891231865 0.889301125330779 0.97974695881705 0.945112824824473 1.06516852183158 0 0.629799618171412 1.10695164576915 0.953712084432007 1.03640624721029 1.03037170486129 1.02379337593462 1.02673646183782 1.02539061495178 0.992097820568258 1.01934683278427 1.06317903271837 1.11552685130269 1.00484924335959 1.13838909081882 1.01663206022923 1.08924964041688 1.06542155357414
"Drummond_2" 1.12362914745638 0.96722404853014 0.98642136132075 1.16011840170801 1.14161858351954 1.10656031891363 0.858713684177883 0.928107551677434 0.919684386350109 1.03521162215625 0.629799618171412 0 1.13700429727725 1.00812432205329 1.04447307200713 1.05100159377593 1.05741100554577 1.05584443759692 1.07876064212828 1.03874964029821 1.08477230415177 1.12006849462803 1.10499649268156 1.03282178538305 1.19441081853578 1.04473070065974 1.08450152363594 1.06355297170035
"Espanca" 1.18160636472031 1.02881302609233 1.16231352448477 1.36175130559533 1.36003689433102 1.25237910674661 1.03169599172044 1.11181091926281 1.09379079660191 1.23654741676314 1.10695164576915 1.13700429727725 0 1.0703140290941 1.15390893995006 1.17638017224241 1.16051415084747 1.16295340896196 1.03689674335681 1.06472570221341 1.06438101419889 1.10404944082003 1.06165755972008 1.02549211306621 1.18244919246415 1.03095376969985 1.24333319874794 1.23691468854267
"Feijó" 0.932602262775034 0.85588255640177 0.854661135580504 1.30113887473438 1.30424426939462 1.24974623607048 1.04960204192148 1.08507477604932 1.08697809807085 1.22772364398013 0.953712084432007 1.00812432205329 1.0703140290941 0 0.875053413542536 0.910033709488712 0.879249006729679 0.933921477523425 0.978093936151066 0.925773213543837 0.924498792423153 1.10412098724861 1.15203549760798 1.07970673596201 1.21130337548874 1.08472932648259 1.13042835556288 1.13482812685699
