"Arriaga" "Assis_1" "Assis_2" "Caeiro_1" "Caeiro_2" "Caeiro_3" "Campos_1" "Campos_2" "Campos_3" "Campos_4" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Reis_1" "Reis_2"
"Arriaga" 0 0.967905044856465 1.00411398162963 1.55395172194312 1.49399892324058 1.46194834143923 1.18195274882575 1.26554682958083 1.20906858421109 1.43766945881076 1.29867231031568 1.3028020242817 1.22515337673776 1.12673853100603 0.939883131198597 1.06706834869622 0.967143982901786 1.02086509590541 1.19579478552135 1.02213668649949 1.10249014507065 1.4063621530169 1.33036043899544 1.34937180089012 1.40003127293891 1.34717604867556 1.32202127788441 1.33001645660503
"Assis_1" 0.967905044856465 0 0.668914887622412 1.35708130871825 1.31448583687379 1.307667839211 1.09329627959029 1.16284440904155 1.07930288084839 1.33226344900791 0.988438123509717 0.936210459839341 1.02147729448283 0.902166231811309 0.877747832304698 0.94018157798915 0.835515903533678 0.948404589109606 0.948000110580351 0.874564301575596 0.988011262539637 1.14431614104936 1.16573248756579 1.08975163934867 1.20004625632364 1.09988554961846 1.21911359263135 1.22817352475755
"Assis_2" 1.00411398162963 0.668914887622412 0 1.3052440546267 1.26732275504588 1.26003474231845 1.04925529627138 1.10036600417315 1.044913491532 1.32394853760104 0.971304998800603 0.999913648265244 1.18394841244826 0.861396941528606 0.83367554682882 0.855552376184977 0.721914255573293 0.885148697113219 1.01498381082279 0.846864587349211 0.98262441212903 1.2244761126427 1.21805312258146 1.17310054519911 1.29754440419602 1.17946341499793 1.1303075081673 1.11057595618997
"Caeiro_1" 1.55395172194312 1.35708130871825 1.3052440546267 0 0.344359516108964 0.386850788118399 0.878273530481792 1.0747212581707 0.985411376014264 0.912629971936061 1.2537127636841 1.23640704910568 1.36795519919732 1.29783380690732 1.31126333874128 1.28555883210638 1.32900488064926 1.31309591390686 1.20021988968455 1.18023061831032 1.47718175712381 1.1373420100335 1.12972532536243 1.09001707155281 1.14635300752452 1.10696096947164 1.22333987194448 1.23101391252578
"Caeiro_2" 1.49399892324058 1.31448583687379 1.26732275504588 0.344359516108964 0 0.348413629946964 0.852631520751851 1.06585117390426 0.954695272847044 0.951394009644632 1.21778097417215 1.21219948706793 1.34292776807341 1.25496328632939 1.27843307934127 1.25827327836429 1.30123402433848 1.27260896731219 1.19366749287025 1.15673165806599 1.45871465281099 1.09254277348062 1.09074876743399 1.04026877962447 1.10135205952471 1.05496733215019 1.19272982845124 1.21398373476051
"Caeiro_3" 1.46194834143923 1.307667839211 1.26003474231845 0.386850788118399 0.348413629946964 0 0.812084496111968 1.01550531309381 0.919781371280591 0.929443132255421 1.23576393485958 1.2005862908589 1.27768195352584 1.26139874498143 1.27164632583463 1.20160682403367 1.27016622352526 1.20453424812063 1.13754051484027 1.11245135301145 1.47289475221971 1.10701696207556 1.09040764015056 1.06518045651709 1.12828576173358 1.08593451715491 1.1970222429533 1.20232556440312
"Campos_1" 1.18195274882575 1.09329627959029 1.04925529627138 0.878273530481792 0.852631520751851 0.812084496111968 0 0.502686857994045 0.41749875280668 0.581394395873243 1.05371553584814 0.975453563796397 1.05529044599571 1.11779707851923 1.03560306403588 0.964354590925159 1.05534938924888 1.0850807619947 0.931925278670467 0.947826830232436 1.20764146646074 0.96545892988607 0.92175897563109 0.88736432863203 1.02733692821467 0.907854596700788 1.03605130636653 1.01880040211183
"Campos_2" 1.26554682958083 1.16284440904155 1.10036600417315 1.0747212581707 1.06585117390426 1.01550531309381 0.502686857994045 0 0.68455367358327 0.947270373837054 1.11159626084521 1.01140004469486 1.15761595758657 1.11857581225045 1.13051509243581 1.05104391432367 1.09535943386023 1.07292321491604 0.972110301868762 0.999773735988879 1.21895349630555 1.11501087904176 1.05276422409784 1.02412076340086 1.16131570831086 1.03979679296288 1.16383248266998 1.12479891871396
"Campos_3" 1.20906858421109 1.07930288084839 1.044913491532 0.985411376014264 0.954695272847044 0.919781371280591 0.41749875280668 0.68455367358327 0 0.803749896565783 1.1326931657583 1.02511262201986 1.14234693231373 1.15226555366443 1.07182454573715 1.01041235277764 1.07571107586442 1.13974100804416 1.01403333347548 0.983812706494289 1.27393464010235 1.05060964042359 1.0226336320693 1.01158631335218 1.11513107599711 1.02824266985203 1.08004169343262 1.07865971089806
"Campos_4" 1.43766945881076 1.33226344900791 1.32394853760104 0.912629971936061 0.951394009644632 0.929443132255421 0.581394395873243 0.947270373837054 0.803749896565783 0 1.21604018964518 1.19597368526135 1.31325840980233 1.31392497698285 1.27116624910372 1.16891152336525 1.28551664974832 1.33993745423385 1.18400947391456 1.17446528625636 1.42023125781005 1.03162452133138 1.02479726140887 0.940988671773226 1.04098022862318 0.943729023824636 1.16630952940637 1.14720594243589
"Drummond_1" 1.29867231031568 0.988438123509717 0.971304998800603 1.2537127636841 1.21778097417215 1.23576393485958 1.05371553584814 1.11159626084521 1.1326931657583 1.21604018964518 0 0.674800024058502 1.22542922858691 0.943546413682208 1.07713363980483 1.03229664817014 1.08420370455445 1.10274946638916 0.997964526599878 0.938894525037869 1.06145959627953 1.17342735043803 1.19006871000425 1.1142021076738 1.23770931919063 1.12296669943048 1.1819440453448 1.16743589084404
"Drummond_2" 1.3028020242817 0.936210459839341 0.999913648265244 1.23640704910568 1.21219948706793 1.2005862908589 0.975453563796397 1.01140004469486 1.02511262201986 1.19597368526135 0.674800024058502 0 1.19103785488567 1.04509309659759 1.07161008753767 0.989690806015003 1.07306135089199 1.09248849211711 0.996540923311595 1.00070210143107 1.1236714987856 1.16820039092442 1.16415408268766 1.09500757948143 1.26656643357895 1.1118716502605 1.10611099924574 1.09768554469598
"Espanca" 1.22515337673776 1.02147729448283 1.18394841244826 1.36795519919732 1.34292776807341 1.27768195352584 1.05529044599571 1.15761595758657 1.14234693231373 1.31325840980233 1.22542922858691 1.19103785488567 0 1.18851699522246 1.25291913387179 1.27983881741468 1.19705653591454 1.17857775099204 0.961880812242513 1.0536207809873 1.03815356948689 1.22934407818118 1.0604770206395 1.09566506981544 1.30197683983416 1.11331053911898 1.31639557158049 1.29865194088814
