"Caeiro_1" "Caeiro_2" "Campos_1" "Campos_2" "Campos_3" "Campos_4" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Reis_1"
"Caeiro_1" 0 0.790369883431977 1.21027444754254 0.891912174770959 1.17201641351621 1.17083398239396 1.18712314349657 1.2248827846722 1.13463849502235 1.11377982668808 1.34903591366931
"Caeiro_2" 0.790369883431977 0 1.38221660117928 1.1113389485469 1.37418494988187 1.41218720861573 1.42959100949666 1.49042328156842 1.30951255966304 1.34634236347193 1.5091934540521
"Campos_1" 1.21027444754254 1.38221660117928 0 0.864156000899878 0.783945808880022 0.930212659785945 1.41486978064123 1.38477323514104 1.36142583425987 1.14891798487199 1.3383785338992
"Campos_2" 0.891912174770959 1.1113389485469 0.864156000899878 0 0.757848755193087 0.759956811400378 1.05390108453057 1.11110108872205 1.05171382235962 0.871745175987459 1.15591691745378
"Campos_3" 1.17201641351621 1.37418494988187 0.783945808880022 0.757848755193087 0 0.806121748778554 1.34419514241695 1.36430575649505 1.28356997781723 1.06715419267612 1.31313153677538
"Campos_4" 1.17083398239396 1.41218720861573 0.930212659785945 0.759956811400378 0.806121748778554 0 1.25797174783439 1.19188554959675 1.24266824640135 1.11289103442836 1.23373242308689
"Pessoa_1" 1.18712314349657 1.42959100949666 1.41486978064123 1.05390108453057 1.34419514241695 1.25797174783439 0 0.66747381208111 0.645287792864668 0.808840204640687 1.36115164618605
"Pessoa_2" 1.2248827846722 1.49042328156842 1.38477323514104 1.11110108872205 1.36430575649505 1.19188554959675 0.66747381208111 0 0.650404914464542 0.737164928776578 1.26441331102221
"Pessoa_3" 1.13463849502235 1.30951255966304 1.36142583425987 1.05171382235962 1.28356997781723 1.24266824640135 0.645287792864668 0.650404914464542 0 0.696192237569723 1.27077776750063
"Pessoa_4" 1.11377982668808 1.34634236347193 1.14891798487199 0.871745175987459 1.06715419267612 1.11289103442836 0.808840204640687 0.737164928776578 0.696192237569723 0 1.18107925045216
"Reis_1" 1.34903591366931 1.5091934540521 1.3383785338992 1.15591691745378 1.31313153677538 1.23373242308689 1.36115164618605 1.26441331102221 1.27077776750063 1.18107925045216 0
