"Caeiro_1" "Caeiro_2" "Caeiro_3" "Campos_1" "Campos_2" "Campos_3" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Pessoa_6" "Reis_1" "Reis_2"
"mas" 0.723728650004825 0.865800865800866 0.821151416711785 0.295774647887324 0.3569017073406 0.407837382935566 0.571653853735462 0.534769719633411 0.533370072231298 0.415512465373961 0.631973931075343 0.581796666995365 0.404646912935648 0.380819149762959
"sem" 0.318440606002123 0.482093663911846 0.4421584551525 0.274647887323944 0.289379762708595 0.368995727417893 0.709639266706091 0.629710720582822 0.62980967938751 0.603482390185991 0.592475560383134 0.6902672320284 0.33285471870513 0.357503691614207
"tudo" 0.337740036668918 0.265643447461629 0.261685616314745 0.507042253521127 0.723449406771487 0.679728971559277 0.473092844470727 0.478580147642944 0.47826172528489 0.504550850811239 0.434482077614298 0.512769943792525 0.404646912935648 0.341960052848372
"quem" 0.405288044002702 0.157418339236521 0.189496480779643 0.161971830985915 0.212211825986303 0.267575849121747 0.62093435836783 0.63746100637461 0.657363852860714 0.534230312623664 0.868964155228597 0.769154915688788 0.502545359613627 0.559570995570063
"só" 0.540384058670269 0.76741440377804 0.712867713409132 0.338028169014085 0.289379762708595 0.297786025635493 0.611078257441356 0.519269148049834 0.494006967269578 0.415512465373961 0.513478818998716 0.591657627452914 0.502545359613627 0.458537343592135
"vida" 0.183344591334556 0.236127508854782 0.252661974372857 0.492957746478873 0.491945596604611 0.45962625695913 0.492805046323674 0.457266861715526 0.423153378338483 0.346260387811634 0.365359928902933 0.48318706241988 0.939825088108602 0.94816196471594
"ou" 0.250892598668339 0.452577725304998 0.397040245443061 0.211267605633803 0.270087778528022 0.351732769410038 0.62093435836783 0.544457576873147 0.535338227479384 0.524337158686189 0.543102597017873 0.473326101962331 0.580864116956011 0.606201911867568
"nem" 0.472836051336486 0.501770956316411 0.469229380978163 0.176056338028169 0.250795794347449 0.312891113892365 0.502661147250148 0.496018290674469 0.492038812021492 0.405619311436486 0.543102597017873 0.650823390198205 0.691815689857721 0.629517370016321
"mim" 0.434237190002895 0.413223140495868 0.433134813210612 0.669014084507042 0.3569017073406 0.496310042725821 0.630790459294303 0.47470500474705 0.494006967269578 0.524337158686189 0.48385504097956 0.443743220589685 0.182743767132228 0.163208207041268
"nada" 0.328090321335521 0.255804801259347 0.261685616314745 0.119718309859155 0.231503810166876 0.271891588623711 0.630790459294303 0.527019433841623 0.51762483024661 0.514444004748714 0.434482077614298 0.640962429740657 0.704868816081451 0.676148286313826
"ao" 0.28949146000193 0.334513970877607 0.333874751849847 0.492957746478873 0.559467541236616 0.50709939148073 0.335107431500099 0.416577861308636 0.421185223090397 0.336367233874159 0.493729633652612 0.473326101962331 0.437279728494975 0.512940079272558
"minha" 0.482485766669883 0.659189295552932 0.595560368164591 0.619718309859155 0.395485675701746 0.448836908204221 0.354819633353046 0.443703861579896 0.432994154578913 0.346260387811634 0.424607484941246 0.48318706241988 0.117478136013575 0.116577290743763
"há" 0.4149377593361 0.373868555686737 0.388016603501173 0.232394366197183 0.279733770618308 0.312891113892365 0.551941651882515 0.480517719090891 0.501879588261922 0.534230312623664 0.513478818998716 0.384577457844394 0.163164077796632 0.155436387658351
"mais" 0.472836051336486 0.639512003148367 0.694820429525356 0.352112676056338 0.395485675701746 0.375469336670839 0.315395229647152 0.292573288640019 0.299159597709067 0.247328848436882 0.365359928902933 0.147914406863228 0.757081320976374 0.722779202611331
"alma" 0.135096014667567 0.216450216450216 0.126330987186428 0.253521126760563 0.318317738979454 0.308575374390402 0.522373349103095 0.523144290945729 0.525497451238954 0.35615354174911 0.582600967710082 0.532491864707623 0.202323456467824 0.186523665190021
"sei" 0.357039467335714 0.413223140495868 0.514347590687601 0.204225352112676 0.250795794347449 0.209313365845238 0.482948945397201 0.482455290538839 0.505815898758094 0.405619311436486 0.404858299595142 0.680406271570851 0.169690640908498 0.170980026424186
"sou" 0.202644022001351 0.245966155057064 0.315827467966071 0.112676056338028 0.337609723160027 0.269733718872729 0.542085550956042 0.472767433299103 0.474325414788719 0.514444004748714 0.414732892268194 0.502908983334977 0.0652656311186529 0.0777181938291754
"onde" 0.144745730000965 0.147579693034238 0.162425554953979 0.211267605633803 0.279733770618308 0.241681412109965 0.502661147250148 0.412702718412741 0.40543998110571 0.366046695686585 0.473980448306507 0.285967853268908 0.23495627202715 0.209839123338774
"dos" 0.357039467335714 0.186934277843369 0.243638332430969 0.591549295774648 0.646281470049195 0.517888740235639 0.137985412970629 0.187944430450873 0.188942903816253 0.178076770874555 0.157993482768836 0.118331525490583 0.45685941783057 0.427450066060465
"porque" 0.714078934671427 0.72805981896891 0.703844071467244 0.161971830985915 0.202565833896016 0.196366147339347 0.266114725014784 0.28482300284823 0.291286976716723 0.306687772061733 0.365359928902933 0.335272655556651 0.22190314580342 0.217610942721691
"à" 0.337740036668918 0.285320739866194 0.306803826024183 0.288732394366197 0.347255715250314 0.325838332398256 0.206978119455943 0.267384859816706 0.267669113739692 0.237435694499406 0.365359928902933 0.256384971896263 0.385067223600052 0.388590969145877
"ter" 0.318440606002123 0.38370720188902 0.469229380978163 0.154929577464789 0.250795794347449 0.23520780285702 0.354819633353046 0.344887717734591 0.338522702670787 0.395726157499011 0.296237780191567 0.384577457844394 0.104425009789845 0.116577290743763
"das" 0.328090321335521 0.275482093663912 0.333874751849847 0.640845070422535 0.491945596604611 0.448836908204221 0.236546422235364 0.17631900176319 0.183038438071995 0.227542540561931 0.187617260787992 0.0493048022877428 0.306748466257669 0.287557317167949
"nos" 0.221943452668146 0.255804801259347 0.19852012272153 0.274647887323944 0.212211825986303 0.202839756592292 0.187265917602996 0.17631900176319 0.186974748568167 0.158290462999604 0.17774266811494 0.167636327778326 1.0899360396815 0.971477422864693
"te" 0.183344591334556 0.245966155057064 0.297780184082296 0.133802816901408 0.366547699430886 0.179103189331492 0.216834220382417 0.25769700257697 0.279478045228208 0.217649386624456 0.187617260787992 0.433882260132137 0.515598485837358 0.4429937048263
"quando" 0.463186336003088 0.354191263282172 0.433134813210612 0.183098591549296 0.212211825986303 0.170471710327565 0.177409816676523 0.242196430993393 0.242083095514574 0.217649386624456 0.335736150883776 0.315550734641554 0.215376582691555 0.287557317167949
"noite" 0.192994306667953 0.167256985438804 0.234614690489081 0.211267605633803 0.144689881354297 0.157524491821674 0.206978119455943 0.302261145879754 0.305064063453325 0.336367233874159 0.217241038807149 0.502908983334977 0.117478136013575 0.124349110126681
"são" 0.318440606002123 0.413223140495868 0.342898393791734 0.197183098591549 0.183273849715443 0.202839756592292 0.22669032130889 0.238321288097499 0.2243696982818 0.0989315393747527 0.276488594845463 0.20708016960852 0.248009398250881 0.217610942721691
"já" 0.154395445334363 0.147579693034238 0.135354629128316 0.0985915492957746 0.19291984180573 0.120840706054983 0.305539128720678 0.302261145879754 0.303095908205239 0.247328848436882 0.365359928902933 0.394438418301943 0.195796893355959 0.178751845807103
"dia" 0.221943452668146 0.118063754427391 0.117307345244541 0.0915492957746479 0.241149802257162 0.138103664062837 0.374531835205993 0.24413400244134 0.240114940266488 0.267115156311832 0.128369704749679 0.315550734641554 0.391593786711918 0.458537343592135
"coisa" 0.45353662066969 0.777253049980323 0.649702219815918 0.176056338028169 0.16398186553487 0.245997151611929 0.167553715750049 0.164693573075507 0.163356885591135 0.18796992481203 0.187617260787992 0.167636327778326 0.0717921942305182 0.0699463744462579
"tenho" 0.318440606002123 0.295159386068477 0.270709258256632 0.112676056338028 0.231503810166876 0.263260109619783 0.394244037058939 0.234446145201604 0.238146785018402 0.257222002374357 0.197491853461045 0.187358248693423 0.045685941783057 0.0388590969145877
"coração" 0.0192994306667953 0.00983864620228257 0.00902364194188775 0.176056338028169 0.125397897173724 0.170471710327565 0.295683027794205 0.315824146015384 0.322777460686099 0.326474079936684 0.414732892268194 0.20708016960852 0.045685941783057 0.0388590969145877
"mundo" 0.318440606002123 0.265643447461629 0.297780184082296 0.126760563380282 0.135043889264011 0.198524017090328 0.236546422235364 0.21700800217008 0.216497077289457 0.207756232686981 0.17774266811494 0.20708016960852 0.169690640908498 0.178751845807103
"quero" 0.086847438000579 0.275482093663912 0.288756542140408 0.0704225352112676 0.202565833896016 0.120840706054983 0.325251330573625 0.211195287826239 0.220433387785629 0.118717847249703 0.187617260787992 0.285967853268908 0.287168776922073 0.310872775316702
"todos" 0.221943452668146 0.127902400629673 0.135354629128316 0.647887323943662 0.443715636153178 0.485520693970912 0.0689927064853144 0.0871907151576214 0.0925032966600405 0.118717847249703 0.0296237780191567 0.0887486441179371 0.0326328155593265 0.0466309162975052
"tem" 0.270192029335135 0.354191263282172 0.27973290019852 0.0774647887323944 0.16398186553487 0.107893487549092 0.246402523161837 0.232508573753657 0.236178629770316 0.247328848436882 0.335736150883776 0.197219209150971 0.0913718835661141 0.0777181938291754
"eh" 0 0 0 1.69718309859155 0.115751905083438 0.548098916749385 0 0.00775028579178857 0.00393631049617194 0 0 0 0 0
"nunca" 0.173694876001158 0.511609602518693 0.478253022920051 0.0774647887323944 0.183273849715443 0.15320875231971 0.216834220382417 0.164693573075507 0.171229506583479 0.148397309062129 0.197491853461045 0.147914406863228 0.150110951572902 0.155436387658351
"sempre" 0.221943452668146 0.167256985438804 0.189496480779643 0.274647887323944 0.0868139288125784 0.256786500366838 0.137985412970629 0.164693573075507 0.149579798854534 0.138504155124654 0.128369704749679 0.147914406863228 0.22190314580342 0.202067303955856
"entre" 0.028949146000193 0.0983864620228257 0.0631654935932142 0.0845070422535211 0.115751905083438 0.103577748047128 0.206978119455943 0.269322431264653 0.293255131964809 0.366046695686585 0.256739409499358 0.226802090523617 0.0522125048949223 0.0388590969145877
"sol" 0.443886905336293 0.403384494293585 0.288756542140408 0.126760563380282 0.0964599209028649 0.101419878296146 0.147841513897102 0.166631144523454 0.179102127575823 0.267115156311832 0.157993482768836 0.13805344640568 0.208850019579689 0.194295484572939
"sonho" 0.0482485766669883 0.0196772924045651 0.036094567767551 0.0633802816901408 0 0.0668939622804368 0.374531835205993 0.296448431535913 0.279478045228208 0.286901464186783 0.286363187518515 0.216941130066068 0.0261062524474612 0.0388590969145877
"coisas" 0.501785197336679 0.521448248720976 0.406063887384949 0.274647887323944 0.19291984180573 0.196366147339347 0.0689927064853144 0.0736277150219914 0.0708535889310949 0.0593589236248516 0.0789967413844179 0.0986096045754856 0.182743767132228 0.147664568275433
"assim" 0.16404516066776 0.314836678473042 0.261685616314745 0.0704225352112676 0.0964599209028649 0.0949462690432006 0.177409816676523 0.17631900176319 0.185006593320081 0.148397309062129 0.207366446134097 0.197219209150971 0.143584388461036 0.170980026424186
"bem" 0.144745730000965 0.068870523415978 0.117307345244541 0.0633802816901408 0.154335873444584 0.0819990505373096 0.266114725014784 0.211195287826239 0.212560766793285 0.197863078749505 0.167868075441888 0.216941130066068 0.104425009789845 0.0932618325950105
"isto" 0.270192029335135 0.314836678473042 0.315827467966071 0.253521126760563 0.19291984180573 0.215786975098183 0.118273211117682 0.114316715428881 0.114153004388986 0.118717847249703 0.0987459267305224 0.157775367320777 0.0391593786711917 0.0388590969145877
"tão" 0.0964971533339767 0.108225108225108 0.0902364194188775 0.232394366197183 0.115751905083438 0.161840231323637 0.177409816676523 0.155005715835771 0.159420575094963 0.108824693312228 0.187617260787992 0.216941130066068 0.156637514684767 0.124349110126681
"meus" 0.221943452668146 0.245966155057064 0.216567406605306 0.232394366197183 0.183273849715443 0.192050407837383 0.0689927064853144 0.131754858460406 0.127930091125588 0.118717847249703 0.148118890095784 0.128192485948131 0.0783187573423835 0.0932618325950105
"mesmo" 0.144745730000965 0.167256985438804 0.171449196895867 0.140845070422535 0.154335873444584 0.194208277588365 0.0788488074117879 0.116254286876829 0.120057470133244 0.118717847249703 0.118495112076627 0.167636327778326 0.23495627202715 0.256470039636279
"ó" 0 0 0 0.464788732394366 0.424423651972605 0.269733718872729 0.177409816676523 0.102691286741199 0.110216693892814 0.0890383854372774 0.118495112076627 0.0493048022877428 0.0652656311186529 0.0388590969145877
"está" 0.231593168001544 0.216450216450216 0.252661974372857 0.0774647887323944 0.0868139288125784 0.112209227051055 0.137985412970629 0.168568715971401 0.161388730343049 0.178076770874555 0.17774266811494 0.157775367320777 0.0652656311186529 0.0544027356804228
"qualquer" 0.16404516066776 0.206611570247934 0.19852012272153 0.133802816901408 0.144689881354297 0.131630054809892 0.187265917602996 0.156943287283719 0.161388730343049 0.286901464186783 0.138244297422731 0.06902672320284 0.0261062524474612 0.0233154581487526
"estou" 0.135096014667567 0.186934277843369 0.162425554953979 0.0845070422535211 0.106105912993151 0.170471710327565 0.108417110191208 0.16275600162756 0.161388730343049 0.158290462999604 0.17774266811494 0.167636327778326 0.00652656311186529 0.00777181938291754
"ah" 0.028949146000193 0.0295159386068477 0.0541418516513265 0.23943661971831 0.16398186553487 0.187734668335419 0.147841513897102 0.158880858731666 0.155484264598792 0.0791452314998021 0.0987459267305224 0.226802090523617 0.0522125048949223 0.0466309162975052
"deus" 0.173694876001158 0.0295159386068477 0.036094567767551 0.105633802816901 0.202565833896016 0.194208277588365 0.0887049083382614 0.120129429772723 0.118089314885158 0.227542540561931 0.108620519403575 0.0986096045754856 0.189270330244093 0.170980026424186
"vento" 0.0964971533339767 0.127902400629673 0.126330987186428 0.028169014084507 0.00964599209028649 0.0172629580078546 0.325251330573625 0.191819573346767 0.204688145800941 0.16818361693708 0.236990224153254 0.128192485948131 0.117478136013575 0.139892748892516
"céu" 0.135096014667567 0.0590318772136954 0.0631654935932142 0.0352112676056338 0.0289379762708595 0.0280523067627638 0.305539128720678 0.234446145201604 0.236178629770316 0.16818361693708 0.138244297422731 0.167636327778326 0.0195796893355959 0.0233154581487526
"seu" 0.115796584000772 0.0885478158205431 0.072189135535102 0.112676056338028 0.0482299604514324 0.0712097017824004 0.167553715750049 0.145317858596036 0.139739022614104 0.16818361693708 0.167868075441888 0.0887486441179371 0.287168776922073 0.310872775316702
"sobre" 0.086847438000579 0.118063754427391 0.144378271070204 0.246478873239437 0.16398186553487 0.155366622070692 0.128129312044155 0.125942144116564 0.118089314885158 0.18796992481203 0.108620519403575 0.108470565033034 0.117478136013575 0.116577290743763
"sinto" 0.183344591334556 0.177095631641086 0.189496480779643 0.119718309859155 0.0578759525417189 0.0668939622804368 0.177409816676523 0.164693573075507 0.179102127575823 0.128611001187178 0.128369704749679 0.177497288235874 0.0717921942305182 0.085490013212093
"ver" 0.270192029335135 0.34435261707989 0.288756542140408 0.0633802816901408 0.0578759525417189 0.0668939622804368 0.118273211117682 0.145317858596036 0.147611643606448 0.227542540561931 0.0987459267305224 0.147914406863228 0.0717921942305182 0.0621745550633403
"quanto" 0.057898292000386 0.068870523415978 0.0451182097094387 0.0492957746478873 0.0289379762708595 0.0755254412843641 0.187265917602996 0.164693573075507 0.165325040839221 0.138504155124654 0.227115631480201 0.118331525490583 0.228429708915285 0.240926400870444
"foi" 0.0771977226671813 0.0393545848091303 0.0270709258256632 0.0774647887323944 0.0482299604514324 0.0992620085451642 0.22669032130889 0.180194144659084 0.181070282823909 0.108824693312228 0.148118890095784 0.256384971896263 0.0783187573423835 0.085490013212093
"isso" 0.318440606002123 0.186934277843369 0.180472838837755 0.161971830985915 0.154335873444584 0.181261059082474 0.137985412970629 0.10850400108504 0.106280383396642 0.0593589236248516 0.0888713340574701 0.147914406863228 0.0326328155593265 0.0233154581487526
"nós" 0.154395445334363 0.127902400629673 0.135354629128316 0.0492957746478873 0.0868139288125784 0.0733675715333822 0.039424403705894 0.102691286741199 0.10234407290047 0.237435694499406 0.0592475560383134 0.128192485948131 0.378540660488187 0.41190642729463
"era" 0.144745730000965 0.0393545848091303 0.0270709258256632 0.133802816901408 0.202565833896016 0.15320875231971 0.167553715750049 0.156943287283719 0.159420575094963 0.16818361693708 0.0493729633652612 0.197219209150971 0 0
"todas" 0.106146868667374 0.177095631641086 0.162425554953979 0.394366197183099 0.318317738979454 0.310733244141384 0.019712201852947 0.0523144290945729 0.0551083469464071 0.0395726157499011 0.0394983706922089 0.0394438418301943 0.0130531262237306 0.0155436387658351
"sentir" 0.0675480073337836 0.118063754427391 0.144378271070204 0.161971830985915 0.0675219446320054 0.112209227051055 0.157697614823576 0.156943287283719 0.15154795410262 0.0989315393747527 0.167868075441888 0.167636327778326 0.0391593786711917 0.0388590969145877
"olhos" 0.221943452668146 0.255804801259347 0.189496480779643 0.154929577464789 0.0289379762708595 0.116524966553019 0.0295683027794205 0.112379143980934 0.0964396071562125 0.108824693312228 0.187617260787992 0.0591657627452914 0.176217204020363 0.170980026424186
"hora" 0.0482485766669883 0.0196772924045651 0.0180472838837755 0.112676056338028 0.115751905083438 0.0841569202882914 0.0887049083382614 0.145317858596036 0.153516109350706 0.217649386624456 0.128369704749679 0.147914406863228 0.176217204020363 0.163208207041268
"pensar" 0.308790890668725 0.206611570247934 0.270709258256632 0.0845070422535211 0.0289379762708595 0.0927883992922187 0.128129312044155 0.133692429908353 0.129898246373674 0.178076770874555 0.0592475560383134 0.13805344640568 0.0326328155593265 0.0233154581487526
"teu" 0.028949146000193 0.0196772924045651 0.036094567767551 0.0211267605633803 0.115751905083438 0.0647360925294549 0.128129312044155 0.170506287419349 0.177133972327737 0.0890383854372774 0.138244297422731 0.256384971896263 0.130531262237306 0.147664568275433
"vejo" 0.241242883334942 0.295159386068477 0.27973290019852 0.0140845070422535 0.0385839683611459 0.0690518320314186 0.0788488074117879 0.139505144252194 0.14170717786219 0.178076770874555 0.157993482768836 0.157775367320777 0.0261062524474612 0.0233154581487526
"dentro" 0.12544629933417 0.157418339236521 0.126330987186428 0.274647887323944 0.241149802257162 0.20068188684131 0.0788488074117879 0.0833155722617271 0.0806943651715247 0.138504155124654 0.0394983706922089 0.0493048022877428 0.0587390680067876 0.0544027356804228
"mar" 0.0192994306667953 0.00983864620228257 0.0180472838837755 0.232394366197183 0.0578759525417189 0.116524966553019 0.187265917602996 0.145317858596036 0.149579798854534 0.108824693312228 0.187617260787992 0.0788876836603885 0.0848453204542488 0.0932618325950105
"outro" 0.0482485766669883 0.0590318772136954 0.0451182097094387 0.0563380281690141 0.0578759525417189 0.0884726597902551 0.187265917602996 0.147255430043983 0.159420575094963 0.207756232686981 0.0789967413844179 0.147914406863228 0.150110951572902 0.132120929509598
"fui" 0.028949146000193 0.147579693034238 0.0812127774769897 0.0633802816901408 0.106105912993151 0.0992620085451642 0.0591366055588409 0.153068144387824 0.149579798854534 0.128611001187178 0.197491853461045 0.20708016960852 0.0717921942305182 0.0777181938291754
"amor" 0.028949146000193 0.0393545848091303 0.0541418516513265 0.0211267605633803 0.0578759525417189 0.0517888740235639 0.19712201852947 0.16275600162756 0.155484264598792 0.158290462999604 0.148118890095784 0.187358248693423 0.150110951572902 0.194295484572939
"ela" 0.241242883334942 0.255804801259347 0.333874751849847 0.0985915492957746 0.0771679367222919 0.0841569202882914 0.137985412970629 0.09494100094941 0.100375917652384 0.158290462999604 0.0987459267305224 0.0493048022877428 0.130531262237306 0.0932618325950105
"faz" 0.0964971533339767 0.0983864620228257 0.0812127774769897 0.0633802816901408 0.0868139288125784 0.0755254412843641 0.22669032130889 0.160818430179613 0.15154795410262 0.178076770874555 0.128369704749679 0.118331525490583 0.0652656311186529 0.0466309162975052
"deuses" 0.028949146000193 0.0983864620228257 0.0631654935932142 0.0140845070422535 0.019291984180573 0.0453152647706184 0.019712201852947 0.0213132859274186 0.0196815524808597 0.0395726157499011 0.0296237780191567 0 0.894139146325545 0.808269215823424
"aqui" 0.0675480073337836 0.127902400629673 0.0992600613607652 0.0563380281690141 0.0868139288125784 0.0992620085451642 0.216834220382417 0.127879715564511 0.120057470133244 0.0692520775623269 0.0789967413844179 0.157775367320777 0.143584388461036 0.116577290743763
"estrada" 0.250892598668339 0.147579693034238 0.135354629128316 0.105633802816901 0.0482299604514324 0.0625782227784731 0.0887049083382614 0.133692429908353 0.139739022614104 0.16818361693708 0.157993482768836 0.167636327778326 0.0261062524474612 0.0233154581487526
"grande" 0.135096014667567 0.118063754427391 0.0992600613607652 0.169014084507042 0.212211825986303 0.181261059082474 0.118273211117682 0.0891282866055686 0.104312228148556 0.0989315393747527 0.0394983706922089 0.0788876836603885 0.0326328155593265 0.0310872775316702
"outra" 0.144745730000965 0.265643447461629 0.216567406605306 0.133802816901408 0.16398186553487 0.185576798584437 0.118273211117682 0.0794404293658329 0.0708535889310949 0.0395726157499011 0.0592475560383134 0.0788876836603885 0.045685941783057 0.0466309162975052
"toda" 0.173694876001158 0.0590318772136954 0.0992600613607652 0.211267605633803 0.16398186553487 0.168313840576583 0.0591366055588409 0.100753715293251 0.10234407290047 0.18796992481203 0.0394983706922089 0.0493048022877428 0.0261062524474612 0.0310872775316702
"fim" 0.0192994306667953 0.00983864620228257 0.00902364194188775 0.028169014084507 0.19291984180573 0.0668939622804368 0.187265917602996 0.151130572939877 0.157452419846878 0.18796992481203 0.0691221487113657 0.197219209150971 0.0848453204542488 0.0777181938291754
"hoje" 0.028949146000193 0.0983864620228257 0.0902364194188775 0.0422535211267606 0.231503810166876 0.142419403564801 0.0788488074117879 0.112379143980934 0.1121848491409 0.128611001187178 0.0987459267305224 0.20708016960852 0.0587390680067876 0.0621745550633403
"até" 0.0771977226671813 0.0393545848091303 0.0451182097094387 0.0704225352112676 0.154335873444584 0.12947218505891 0.0788488074117879 0.125942144116564 0.118089314885158 0.128611001187178 0.167868075441888 0.128192485948131 0.0783187573423835 0.0777181938291754
