"Ajar_GrosCalin.1974" "Ajar_LangoisseDuRoiSalomon.1979" "Ajar_LaVieDevantSoi.1975" "Ajar_Pseudo.1976" "Bogat_LesTêtesDeStphanie.1974" "Gary_Au-DelàDeCetteLimite.1975" "Gary_LaPromesseDlAube.1960" "Gary_LeGrandVestiaire.1949" "Gary_LesClownsLyriques.1979" "Gary_LesEnchanteurs.1973" "Gary_LesRacinesDuCiel.1956" "Grainville_LaDianeRousse.1978" "Grainville_LesFlamboyants.1976" "SchwarzBart_LaMulatresse-Solitude.1972" "SchwarzBart_LeDernierDesJustes.1959" "Sinibaldi_LHommeLaColombe.1958" "Vailland_LaLoi.1957" "Vailland_LesMauvaisCoups.1948"
"Ajar_GrosCalin.1974" 0 0.910396611842445 1.01564980473676 0.728677802671213 1.02719349653108 0.876112969430167 0.972420546385216 0.938177495138989 0.926627211095338 1.09564051837608 0.973170892492848 1.33812929695141 1.27999763014337 1.4874949535037 1.24859808054849 1.09269894151222 1.20483631759138 1.18432973087477
"Ajar_LangoisseDuRoiSalomon.1979" 0.910396611842445 0 0.750325041962615 0.866963508030415 1.14753176538791 0.866900305164599 1.1170535765346 0.978080999167143 0.975727051693764 1.22201455329895 1.06628847782325 1.47677931986629 1.40483497906474 1.55762778501301 1.28953268157333 1.22757509440208 1.29710031327605 1.16519313290697
"Ajar_LaVieDevantSoi.1975" 1.01564980473676 0.750325041962615 0 0.999273567321652 1.32720128069722 1.13528325633427 1.25425948959795 1.15866030410389 1.17207838110847 1.35843172299027 1.26444175587486 1.57636953270091 1.56042222509111 1.65100011213541 1.48956006998951 1.42998827534821 1.43903382545273 1.34373897819368
"Ajar_Pseudo.1976" 0.728677802671213 0.866963508030415 0.999273567321652 0 1.02686555298906 0.795462270322968 0.951521068436585 0.94769723184962 0.918625618513971 1.00925719132911 0.961701488737628 1.26457267568698 1.22908198147791 1.4493485152416 1.1952657602369 1.03955674594333 1.1642594696612 1.12316045166843
"Bogat_LesTêtesDeStphanie.1974" 1.02719349653108 1.14753176538791 1.32720128069722 1.02686555298906 0 0.887968838573575 0.828674056903221 0.839456973163899 0.74348960905064 0.806267899952639 0.741901625927835 1.09210561979404 0.98917980631352 1.04243714679316 0.89295238776543 0.859176623018166 0.983136634963912 1.0374024569867
"Gary_Au-DelàDeCetteLimite.1975" 0.876112969430167 0.866900305164599 1.13528325633427 0.795462270322968 0.887968838573575 0 0.821032993243219 0.825308739246695 0.794864740669161 0.93683745324917 0.884108551497556 1.30257502725416 1.25227631979964 1.40597636558511 1.12645822915478 1.0756686156346 1.1243161448258 0.995908238135043
"Gary_LaPromesseDlAube.1960" 0.972420546385216 1.1170535765346 1.25425948959795 0.951521068436585 0.828674056903221 0.821032993243219 0 0.851475494222646 0.811826007565664 0.719405677698577 0.79164934101362 1.16663356196567 1.12686854720018 1.20136431611241 1.03051823545053 0.932824582866239 1.07771561304438 1.08978790234311
"Gary_LeGrandVestiaire.1949" 0.938177495138989 0.978080999167143 1.15866030410389 0.94769723184962 0.839456973163899 0.825308739246695 0.851475494222646 0 0.772223134471545 0.964959778136701 0.863843812618579 1.22294082648552 1.17608557471181 1.29488861725501 0.97776905513831 0.956752573891836 1.07104586521792 1.00154550293444
"Gary_LesClownsLyriques.1979" 0.926627211095338 0.975727051693764 1.17207838110847 0.918625618513971 0.74348960905064 0.794864740669161 0.811826007565664 0.772223134471545 0 0.879302457446139 0.666227080302233 1.21708760697834 1.10422204571814 1.17686947341717 0.959707405281194 0.895857193571018 1.01782594006015 1.03145380828239
"Gary_LesEnchanteurs.1973" 1.09564051837608 1.22201455329895 1.35843172299027 1.00925719132911 0.806267899952639 0.93683745324917 0.719405677698577 0.964959778136701 0.879302457446139 0 0.82668994288409 1.07238522546504 1.05029116090598 1.11571983451347 0.962744415012492 0.936045885788746 1.08342443059594 1.14237767678246
"Gary_LesRacinesDuCiel.1956" 0.973170892492848 1.06628847782325 1.26444175587486 0.961701488737628 0.741901625927835 0.884108551497556 0.79164934101362 0.863843812618579 0.666227080302233 0.82668994288409 0 1.23881440338612 1.1490015940609 1.2159831860179 1.05993128596864 0.916607104916043 1.10981374622563 1.11441658945951
"Grainville_LaDianeRousse.1978" 1.33812929695141 1.47677931986629 1.57636953270091 1.26457267568698 1.09210561979404 1.30257502725416 1.16663356196567 1.22294082648552 1.21708760697834 1.07238522546504 1.23881440338612 0 0.627935355297971 0.983080076710292 1.01678416590964 1.09676227083331 1.11772139825988 1.18141969663883
"Grainville_LesFlamboyants.1976" 1.27999763014337 1.40483497906474 1.56042222509111 1.22908198147791 0.98917980631352 1.25227631979964 1.12686854720018 1.17608557471181 1.10422204571814 1.05029116090598 1.1490015940609 0.627935355297971 0 0.967765593056966 0.955696105168181 1.02371862196123 1.04063704756379 1.19174837382527
"SchwarzBart_LaMulatresse-Solitude.1972" 1.4874949535037 1.55762778501301 1.65100011213541 1.4493485152416 1.04243714679316 1.40597636558511 1.20136431611241 1.29488861725501 1.17686947341717 1.11571983451347 1.2159831860179 0.983080076710292 0.967765593056966 0 0.826863228209881 1.14553386688259 1.15221206722843 1.31277839310128
"SchwarzBart_LeDernierDesJustes.1959" 1.24859808054849 1.28953268157333 1.48956006998951 1.1952657602369 0.89295238776543 1.12645822915478 1.03051823545053 0.97776905513831 0.959707405281194 0.962744415012492 1.05993128596864 1.01678416590964 0.955696105168181 0.826863228209881 0 1.01288676128842 0.952736500199061 1.05100287953649
"Sinibaldi_LHommeLaColombe.1958" 1.09269894151222 1.22757509440208 1.42998827534821 1.03955674594333 0.859176623018166 1.0756686156346 0.932824582866239 0.956752573891836 0.895857193571018 0.936045885788746 0.916607104916043 1.09676227083331 1.02371862196123 1.14553386688259 1.01288676128842 0 1.04937498973239 1.09396077352923
"Vailland_LaLoi.1957" 1.20483631759138 1.29710031327605 1.43903382545273 1.1642594696612 0.983136634963912 1.1243161448258 1.07771561304438 1.07104586521792 1.01782594006015 1.08342443059594 1.10981374622563 1.11772139825988 1.04063704756379 1.15221206722843 0.952736500199061 1.04937498973239 0 0.797577560007901
"Vailland_LesMauvaisCoups.1948" 1.18432973087477 1.16519313290697 1.34373897819368 1.12316045166843 1.0374024569867 0.995908238135043 1.08978790234311 1.00154550293444 1.03145380828239 1.14237767678246 1.11441658945951 1.18141969663883 1.19174837382527 1.31277839310128 1.05100287953649 1.09396077352923 0.797577560007901 0
