"Caeiro_1" "Caeiro_2" "Caeiro_3" "Campos_1" "Campos_2" "Campos_3" "Campos_4" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Reis_1" "Reis_2"
"porque" 0.732600732600733 0.684973773526689 0.652199691687418 0.202005798754694 0.215259507294906 0.150075037518759 0.256916996047431 0.31705142177747 0.235063663075416 0.297787861599546 0.375382791662551 0.295734465242502 0.21505376344086 0.21842577424136
"dos" 0.254817646121994 0.314717679728479 0.343887110162457 0.510955843908931 0.629833373196205 0.525262631315658 0.326086956521739 0.148617853958189 0.186092066601371 0.175482132728304 0.167934406796404 0.182659522649781 0.470430107526882 0.436851548482721
"onde" 0.151297977384934 0.160444307312558 0.148227202656231 0.237653880887875 0.302957825081719 0.216775054193764 0.217391304347826 0.445853561874567 0.460333006856024 0.377552467385139 0.395139780697422 0.419247094843783 0.21505376344086 0.21842577424136
"à" 0.278706800445931 0.333230484418389 0.314241669631211 0.32320927800751 0.279040102048952 0.300150075037519 0.375494071146245 0.227880709402556 0.303623898139079 0.276517300056721 0.296354835523066 0.262681789715399 0.416666666666667 0.374444184413761
"ter" 0.422041726389552 0.394939833384758 0.314241669631211 0.235277342078996 0.143506338196604 0.208437552109388 0.33596837944664 0.346774992569107 0.215475024485798 0.372234826999433 0.345747308110244 0.347922900285297 0.120967741935484 0.10141196661206
"das" 0.278706800445931 0.3517432891083 0.391319815012451 0.472931222966871 0.73347683967153 0.475237618809405 0.237154150197628 0.0792628554443674 0.19588638589618 0.20384288145207 0.158055912278969 0.175701064644075 0.309139784946237 0.288634058818941
"nos" 0.20703933747412 0.246837395865474 0.24309261235622 0.20913541518133 0.302957825081719 0.233450058362515 0.118577075098814 0.208064995541464 0.19588638589618 0.184344866704481 0.138298923244098 0.179180293646928 0.94758064516129 1.12333255324128
"quando" 0.461856983596114 0.376427028694847 0.462468872287442 0.182993488283664 0.199314358606394 0.158412539603135 0.197628458498024 0.26751213712474 0.186092066601371 0.232203630175837 0.26671935197076 0.248764873703987 0.255376344086022 0.249629456275841
"te" 0.262780697563306 0.215982721382289 0.195659907506226 0.180616949474785 0.167424061229371 0.116725029181257 0.227272727272727 0.118894283166551 0.489715964740451 0.276517300056721 0.276597846488195 0.250504488205414 0.43010752688172 0.413448786956861
"são" 0.318522057652492 0.382597963591484 0.438752519862445 0.206758876372451 0.255122379016184 0.183425045856261 0.197628458498024 0.237788566333102 0.225269343780607 0.221568349404424 0.237083868418453 0.226149885185443 0.208333333333333 0.226226694749981
"coisa" 0.652970218187609 0.60475161987041 0.515830665243685 0.235277342078996 0.175396635573627 0.208437552109388 0.266798418972332 0.148617853958189 0.0783545543584721 0.175482132728304 0.17781290131384 0.180919908148354 0.0739247311827957 0.0624073640689601
"noite" 0.167224080267559 0.209811786485653 0.189730819399976 0.178240410665906 0.159451486885115 0.158412539603135 0.158102766798419 0.376498563360745 0.411361410381978 0.285380034032898 0.365504297145115 0.288776007236796 0.100806451612903 0.12481472813792
"tenho" 0.318522057652492 0.265350200555384 0.24309261235622 0.297067351109844 0.143506338196604 0.225112556278139 0.41501976284585 0.287327850985832 0.254652301665034 0.255246738513897 0.17781290131384 0.224410270684016 0.0268817204301075 0.0312036820344801
"já" 0.159261028826246 0.154273372415921 0.136369026443733 0.125956556870574 0.127561189508092 0.0750375187593797 0.187747035573123 0.376498563360745 0.284035259549461 0.313740782756665 0.296354835523066 0.302692923248208 0.147849462365591 0.20282393322412
"dia" 0.135371874502309 0.154273372415921 0.166014466974979 0.144968867341604 0.103643466475325 0.16675004168751 0.217391304347826 0.287327850985832 0.225269343780607 0.241066364152014 0.227205373901017 0.25746294621112 0.389784946236559 0.429050627974101
"mundo" 0.278706800445931 0.246837395865474 0.249021700462469 0.182993488283664 0.127561189508092 0.133400033350008 0.266798418972332 0.0891707123749133 0.156709108716944 0.212705615428247 0.26671935197076 0.233108343191149 0.161290322580645 0.16381933068102
"tem" 0.318522057652492 0.296204875038568 0.296454405312463 0.109320785208422 0.0876983177868134 0.116725029181257 0.177865612648221 0.307143564846924 0.186092066601371 0.228658536585366 0.286476341005631 0.247025259202561 0.0806451612903226 0.0936110461034402
"coração" 0.0159261028826246 0.0123418697932737 0.0118581762124985 0.154475022577119 0.111616040819581 0.283475070868768 0.128458498023715 0.227880709402556 0.264446620959843 0.322603516732842 0.296354835523066 0.335745598775311 0.0470430107526882 0.0468055230517201
"todos" 0.199076286032808 0.1172477630361 0.177872643187478 0.484813917011265 0.302957825081719 0.842087710521928 0.24703557312253 0.0693549985138215 0.0783545543584721 0.102807714123653 0.0790279561394843 0.0817618815670447 0.0336021505376344 0.0390046025431001
"quero" 0.20703933747412 0.197469916692379 0.154156290762481 0.123580018061695 0.0876983177868134 0.0750375187593797 0.148221343873518 0.21797285247201 0.156709108716944 0.219795802609189 0.276597846488195 0.22267065618259 0.241935483870968 0.288634058818941
"sol" 0.342411211976429 0.37025609379821 0.367603462587454 0.106944246399544 0.0876983177868134 0.191762547940637 0.0889328063241107 0.128802140097097 0.244857982370225 0.179027226318775 0.108663439691791 0.177440679145501 0.208333333333333 0.20282393322412
"sempre" 0.191113234591495 0.191298981795742 0.207518083718724 0.230524264461239 0.183369209917882 0.308487577121894 0.266798418972332 0.108986426236005 0.146914789422135 0.152439024390244 0.128420428726662 0.168742606638369 0.235215053763441 0.234027615258601
"nunca" 0.342411211976429 0.401110768281395 0.296454405312463 0.159228100194876 0.151478912540859 0.0750375187593797 0.197628458498024 0.128802140097097 0.156709108716944 0.170164492342598 0.187691395831275 0.170482221139795 0.147849462365591 0.14041656915516
"coisas" 0.453893932154802 0.4689910521444 0.55733428198743 0.197252721136936 0.199314358606394 0.200100050025012 0.187747035573123 0.0495392846527296 0.029382957884427 0.0815371525808281 0.0889064506569199 0.0713241945584858 0.168010752688172 0.1560184101724
"eh" 0 0 0 0.603640857455202 1.89747269393287 0.133400033350008 0 0.0198157138610918 0 0.00354509359047079 0 0.00347922900285297 0 0
"entre" 0.0477783086478739 0.0740512187596421 0.0415036167437448 0.102191168781786 0.0797257434425576 0.125062531265633 0.108695652173913 0.31705142177747 0.274240940254652 0.280062393647192 0.187691395831275 0.266161018718252 0.0470430107526882 0.0390046025431001
"assim" 0.262780697563306 0.277692070348658 0.249021700462469 0.0998146299729075 0.0797257434425576 0.133400033350008 0.128458498023715 0.178341424749827 0.156709108716944 0.191435053885423 0.158055912278969 0.172221835641222 0.141129032258065 0.14821748966378
"sonho" 0.0398152572065616 0.0185128046899105 0.0296454405312463 0.0641665478397262 0.103643466475325 0.0500250125062531 0.0691699604743083 0.297235707916378 0.342801175318315 0.26942711287578 0.237083868418453 0.304432537749635 0.0403225806451613 0.0312036820344801
"isto" 0.278706800445931 0.271521135452021 0.254950788568718 0.211511953990209 0.279040102048952 0.233450058362515 0.207509881422925 0.118894283166551 0.137120470127326 0.116988088485536 0.108663439691791 0.111335328091295 0.0403225806451613 0.0390046025431001
"mesmo" 0.151297977384934 0.160444307312558 0.148227202656231 0.192499643519179 0.0876983177868134 0.250125062531266 0.296442687747036 0.138709997027643 0.0783545543584721 0.115215541690301 0.138298923244098 0.121773015099854 0.241935483870968 0.21842577424136
"bem" 0.127408823060997 0.0925640234495526 0.136369026443733 0.09506155235515 0.0478354460655346 0.0667000166750042 0.138339920948617 0.208064995541464 0.166503428011753 0.202070334656835 0.256840857453324 0.220931041681163 0.0940860215053763 0.10921288712068
"meus" 0.246854594680682 0.197469916692379 0.213447171824973 0.197252721136936 0.215259507294906 0.150075037518759 0.158102766798419 0.0891707123749133 0.166503428011753 0.122305728871242 0.148177417761533 0.130471087606986 0.0739247311827957 0.0936110461034402
"tão" 0.111482720178372 0.0617093489663684 0.100794497806237 0.159228100194876 0.191341784262138 0.183425045856261 0.128458498023715 0.158525710888735 0.225269343780607 0.163074305161656 0.118541934209227 0.163523763134089 0.147849462365591 0.17942117169826
"estou" 0.20703933747412 0.154273372415921 0.130439938337484 0.187746565901421 0.0956708921310691 0.150075037518759 0.256916996047431 0.0693549985138215 0.186092066601371 0.152439024390244 0.276597846488195 0.15830491962981 0.0134408602150538 0.00780092050862002
"isso" 0.278706800445931 0.203640851589016 0.326099845843709 0.194876182328057 0.0956708921310691 0.16675004168751 0.345849802371542 0.178341424749827 0.0587659157688541 0.101035167328417 0.138298923244098 0.102637255584163 0.0268817204301075 0.0390046025431001
"está" 0.183150183150183 0.25300833076211 0.219376259931223 0.102191168781786 0.111616040819581 0.0917125229281307 0.0889328063241107 0.227880709402556 0.166503428011753 0.170164492342598 0.0987849451743554 0.161784148632663 0.0537634408602151 0.0624073640689601
"qualquer" 0.20703933747412 0.178957112002468 0.171943555081228 0.144968867341604 0.127561189508092 0.133400033350008 0.158102766798419 0.0693549985138215 0.0881488736532811 0.164846851956892 0.217326879383582 0.177440679145501 0.0268817204301075 0.0234027615258601
"ver" 0.222965440356745 0.302375809935205 0.332028933949958 0.0617900090308475 0.0956708921310691 0.0333500083375021 0.0889328063241107 0.0891707123749133 0.186092066601371 0.148893930799773 0.167934406796404 0.146127618119825 0.0739247311827957 0.0702082845775802
"ó" 0 0 0 0.292314273492086 0.486327034999601 0.400200100050025 0.0889328063241107 0.128802140097097 0.127326150832517 0.113442994895065 0.0395139780697422 0.104376870085589 0.0672043010752688 0.0390046025431001
"deus" 0.0716674629718108 0.129589632829374 0.154156290762481 0.178240410665906 0.103643466475325 0.175087543771886 0.16798418972332 0.128802140097097 0.107737512242899 0.124078275666478 0.108663439691791 0.121773015099854 0.188172043010753 0.17162025118964
"ah" 0.0238891543239369 0.0431965442764579 0.0355745286374956 0.1901231047103 0.231204655983417 0.200100050025012 0.158102766798419 0.188249281680373 0.117531831537708 0.155984117980715 0.0987849451743554 0.170482221139795 0.0470430107526882 0.0390046025431001
"céu" 0.0955566172957477 0.0740512187596421 0.136369026443733 0.0308950045154237 0.0398628717212788 0.0333500083375021 0.00988142292490119 0.247696423263648 0.137120470127326 0.244611457742484 0.256840857453324 0.212232969174031 0.0201612903225806 0.01560184101724
"sinto" 0.238891543239369 0.148102437519284 0.195659907506226 0.0712961642663625 0.0717531690983018 0.100050025012506 0.0296442687747036 0.148617853958189 0.137120470127326 0.166619398752127 0.207448384866146 0.168742606638369 0.0672043010752688 0.0624073640689601
"pensar" 0.230928491798057 0.290033940141932 0.337958022056208 0.09506155235515 0.0398628717212788 0.100050025012506 0.158102766798419 0.128802140097097 0.146914789422135 0.132941009642655 0.0987849451743554 0.126991858604133 0.0201612903225806 0.0234027615258601
"nós" 0.119445771619685 0.148102437519284 0.148227202656231 0.0784257806929987 0.119588615163836 0.0416875104218776 0.0691699604743083 0.0693549985138215 0.146914789422135 0.106352807714124 0.158055912278969 0.0956787975784566 0.396505376344086 0.452453389499961
"sobre" 0.111482720178372 0.1172477630361 0.112652674018736 0.159228100194876 0.326875548114486 0.0917125229281307 0.0988142292490119 0.0990785693054592 0.176297747306562 0.122305728871242 0.0987849451743554 0.12351262960128 0.120967741935484 0.12481472813792
"olhos" 0.215002388915432 0.228324591175563 0.207518083718724 0.11407386282618 0.151478912540859 0.133400033350008 0.0790513833992095 0.118894283166551 0.137120470127326 0.0992626205331821 0.0691494616220488 0.100897641082736 0.188172043010753 0.1950230127155
"era" 0.127408823060997 0.037025609379821 0.100794497806237 0.15209848376824 0.159451486885115 0.191762547940637 0.16798418972332 0.21797285247201 0.0979431929480901 0.143576290414067 0.256840857453324 0.144388003618398 0 0
"seu" 0.10351966873706 0.0925640234495526 0.0830072334874896 0.0641665478397262 0.143506338196604 0.0333500083375021 0.0296442687747036 0.118894283166551 0.0881488736532811 0.132941009642655 0.217326879383582 0.154825690626957 0.30241935483871 0.296434979327561
"vento" 0.0955566172957477 0.111076828139463 0.112652674018736 0.01901231047103 0.0239177230327673 0.016675004168751 0.00988142292490119 0.237788566333102 0.117531831537708 0.219795802609189 0.138298923244098 0.198316053162619 0.10752688172043 0.1170138076293
"quanto" 0.0716674629718108 0.0431965442764579 0.0533617929562433 0.0689196254574837 0.0478354460655346 0.0667000166750042 0.0790513833992095 0.138709997027643 0.127326150832517 0.161301758366421 0.197569890348711 0.167002992136942 0.268817204301075 0.241828535767221
"todas" 0.151297977384934 0.141931502622647 0.118581762124985 0.306573506345359 0.231204655983417 0.433550108387527 0.177865612648221 0.0198157138610918 0.019588638589618 0.0726744186046512 0.0296354835523066 0.0521884350427945 0.0134408602150538 0.00780092050862002
"ela" 0.374263417741679 0.222153656278926 0.24309261235622 0.0784257806929987 0.0956708921310691 0.108387527096882 0.0790513833992095 0.118894283166551 0.127326150832517 0.0939449801474759 0.118541934209227 0.0991580265813096 0.127688172043011 0.10921288712068
"foi" 0.0398152572065616 0.0493674791730947 0.0592908810624926 0.102191168781786 0.0558080204097903 0.108387527096882 0.0592885375494071 0.108986426236005 0.215475024485798 0.173709585933069 0.207448384866146 0.177440679145501 0.0806451612903226 0.0702082845775802
"vejo" 0.286669851887243 0.240666460968837 0.201588995612475 0.0546603926042112 0.0478354460655346 0.00833750208437552 0.138339920948617 0.188249281680373 0.127326150832517 0.140031196823596 0.108663439691791 0.142648389116972 0.0403225806451613 0.0234027615258601
"sentir" 0.143334925943622 0.0987349583461894 0.130439938337484 0.102191168781786 0.0876983177868134 0.125062531265633 0.0691699604743083 0.128802140097097 0.166503428011753 0.15775666477595 0.217326879383582 0.139169160114119 0.0336021505376344 0.0312036820344801
"outra" 0.230928491798057 0.185128046899105 0.171943555081228 0.180616949474785 0.231204655983417 0.100050025012506 0.296442687747036 0.118894283166551 0.0489715964740451 0.0744469653998866 0.0592709671046133 0.0713241945584858 0.0470430107526882 0.0546064435603401
"teu" 0.0318522057652492 0.0308546744831842 0.023716352424997 0.05703693141309 0.0797257434425576 0.0333500083375021 0.00988142292490119 0.138709997027643 0.264446620959843 0.194980147475893 0.128420428726662 0.163523763134089 0.154569892473118 0.14821748966378
"amor" 0.0637044115304985 0.0308546744831842 0.0415036167437448 0.0594134702219687 0.031890297377023 0.0250125062531266 0.138339920948617 0.138709997027643 0.166503428011753 0.173709585933069 0.128420428726662 0.153086076125531 0.228494623655914 0.16381933068102
"hora" 0.0159261028826246 0.0431965442764579 0.0296454405312463 0.0926850135462712 0.159451486885115 0.0500250125062531 0.0296442687747036 0.0792628554443674 0.146914789422135 0.159529211571185 0.0889064506569199 0.167002992136942 0.174731182795699 0.17942117169826
"dentro" 0.143334925943622 0.148102437519284 0.118581762124985 0.202005798754694 0.231204655983417 0.258462564615641 0.0988142292490119 0.0594471415832755 0.127326150832517 0.0744469653998866 0.0691494616220488 0.0887203395727507 0.0336021505376344 0.0546064435603401
"outro" 0.0557413600891862 0.0431965442764579 0.0415036167437448 0.0831788583107562 0.0637805947540461 0.0667000166750042 0.16798418972332 0.158525710888735 0.137120470127326 0.150666477595009 0.17781290131384 0.151346461624104 0.134408602150538 0.14821748966378
"mar" 0.0159261028826246 0.0185128046899105 0.0177872643187478 0.125956556870574 0.287012676393207 0.0833750208437552 0.0296442687747036 0.148617853958189 0.235063663075416 0.141803743618832 0.138298923244098 0.137429545612692 0.0873655913978495 0.0936110461034402
"fui" 0.0796305144131231 0.0678802838630053 0.0592908810624926 0.0998146299729075 0.0478354460655346 0.141737535434384 0.16798418972332 0.148617853958189 0.117531831537708 0.147121384004538 0.148177417761533 0.151346461624104 0.0806451612903226 0.0702082845775802
"aqui" 0.0796305144131231 0.104905893242826 0.0711490572749911 0.109320785208422 0.119588615163836 0.100050025012506 0.0889328063241107 0.148617853958189 0.0685602350636631 0.138258650028361 0.128420428726662 0.121773015099854 0.114247311827957 0.14821748966378
"faz" 0.10351966873706 0.0987349583461894 0.0770781453812404 0.0689196254574837 0.0478354460655346 0.0833750208437552 0.0691699604743083 0.138709997027643 0.176297747306562 0.152439024390244 0.138298923244098 0.165263377635516 0.0537634408602151 0.0546064435603401
"estrada" 0.143334925943622 0.215982721382289 0.154156290762481 0.0594134702219687 0.103643466475325 0.0416875104218776 0.0592885375494071 0.108986426236005 0.117531831537708 0.147121384004538 0.148177417761533 0.139169160114119 0.0201612903225806 0.01560184101724
"até" 0.0716674629718108 0.0493674791730947 0.0711490572749911 0.135462712106089 0.103643466475325 0.125062531265633 0.138339920948617 0.178341424749827 0.117531831537708 0.131168462847419 0.0493924725871777 0.121773015099854 0.0940860215053763 0.0858101255948202
"hoje" 0.0875935658544354 0.0740512187596421 0.0652199691687418 0.140215789723846 0.0876983177868134 0.0917125229281307 0.306324110671937 0.0792628554443674 0.156709108716944 0.113442994895065 0.148177417761533 0.114814557094148 0.0604838709677419 0.0624073640689601
"toda" 0.0955566172957477 0.0987349583461894 0.148227202656231 0.17111079423927 0.151478912540859 0.175087543771886 0.187747035573123 0.0891707123749133 0.176297747306562 0.0939449801474759 0.0889064506569199 0.0887203395727507 0.0336021505376344 0.0234027615258601
"nas" 0.159261028826246 0.123418697932737 0.171943555081228 0.123580018061695 0.159451486885115 0.150075037518759 0.0790513833992095 0.0990785693054592 0.107737512242899 0.0868547929665343 0.0987849451743554 0.0835014960684712 0.10752688172043 0.10921288712068
"grande" 0.119445771619685 0.1172477630361 0.112652674018736 0.192499643519179 0.143506338196604 0.0667000166750042 0.177865612648221 0.118894283166551 0.029382957884427 0.0992626205331821 0.108663439691791 0.0904599540741772 0.0470430107526882 0.0390046025431001
"ele" 0.286669851887243 0.222153656278926 0.302383493418712 0.111697324017301 0.119588615163836 0.0500250125062531 0.158102766798419 0.0594471415832755 0.0783545543584721 0.0514038570618264 0.0197569890348711 0.0626261220513534 0.120967741935484 0.1170138076293
