"Caeiro_1" "Caeiro_2" "Caeiro_3" "Campos_1" "Campos_2" "Campos_3" "Campos_4" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Reis_1" "Reis_2"
"irreal" 0 0 0 0.00712961642663625 0.0159451486885115 0.00833750208437552 0 0.0198157138610918 0.00979431929480901 0.0265882019285309 0.0296354835523066 0.0208753740171178 0 0
"lago" 0 0 0 0.00712961642663625 0 0 0 0.0396314277221837 0.029382957884427 0.0248156551332955 0 0.0208753740171178 0.0134408602150538 0.00780092050862002
"mo" 0.0159261028826246 0.0123418697932737 0.0118581762124985 0.009506155235515 0 0.00833750208437552 0.0197628458498024 0.0297235707916378 0.00979431929480901 0.0124078275666478 0 0.0139169160114119 0.0268817204301075 0.0234027615258601
"nasce" 0.0159261028826246 0 0.00592908810624926 0.00712961642663625 0.00797257434425576 0 0.0197628458498024 0.00990785693054592 0.0489715964740451 0.0194980147475893 0.00987849451743554 0.0208753740171178 0 0
"náusea" 0 0 0 0.0308950045154237 0.00797257434425576 0.0500250125062531 0.0395256916996047 0.0396314277221837 0 0.00886273397617697 0.00987849451743554 0.00869807250713242 0 0
"ponho" 0.0398152572065616 0.0246837395865474 0.0296454405312463 0.00237653880887875 0 0.00833750208437552 0 0.0198157138610918 0.00979431929480901 0.00709018718094158 0 0.00869807250713242 0.0470430107526882 0.0312036820344801
"valer" 0.0238891543239369 0.0246837395865474 0.0118581762124985 0.0142592328532725 0.0159451486885115 0.00833750208437552 0.0296442687747036 0.0198157138610918 0 0.0141803743618832 0.00987849451743554 0.0121773015099854 0 0
"vela" 0 0 0 0.01901231047103 0.031890297377023 0 0 0.0198157138610918 0.029382957884427 0.0177254679523539 0.0296354835523066 0.0156565305128384 0 0
"vêm" 0 0.0123418697932737 0.0118581762124985 0.0118826940443937 0.0159451486885115 0.0250125062531266 0 0.0297235707916378 0 0.0106352807714124 0.0197569890348711 0.0104376870085589 0.0268817204301075 0.0312036820344801
"vosso" 0 0 0 0.01901231047103 0.0637805947540461 0 0 0.0198157138610918 0 0.0106352807714124 0 0.00695845800570594 0.0470430107526882 0.0312036820344801
"absurdo" 0 0 0 0.01901231047103 0.0239177230327673 0.00833750208437552 0.0197628458498024 0.0297235707916378 0 0.0159529211571185 0.00987849451743554 0.0191357595156913 0 0
"agrado" 0 0.0185128046899105 0.0177872643187478 0.00712961642663625 0.0159451486885115 0 0 0.0297235707916378 0 0.0177254679523539 0.0197569890348711 0.0208753740171178 0 0
"anónimo" 0 0 0 0.00237653880887875 0 0.00833750208437552 0 0.00990785693054592 0.019588638589618 0.0212705615428247 0.00987849451743554 0.0243546030199708 0.0201612903225806 0.0234027615258601
"atenção" 0 0 0 0.0047530776177575 0.00797257434425576 0 0.00988142292490119 0.0297235707916378 0.019588638589618 0.0159529211571185 0.00987849451743554 0.0156565305128384 0.0336021505376344 0.0390046025431001
"corpos" 0 0 0 0.0237653880887875 0.0398628717212788 0.016675004168751 0.00988142292490119 0.0297235707916378 0 0.00709018718094158 0.00987849451743554 0.00695845800570594 0.0268817204301075 0.0312036820344801
"deserto" 0 0 0 0.0237653880887875 0.0637805947540461 0.00833750208437552 0.00988142292490119 0.00990785693054592 0.00979431929480901 0.0106352807714124 0.00987849451743554 0.0156565305128384 0 0
"diverso" 0 0 0 0.0118826940443937 0.0239177230327673 0 0 0.0495392846527296 0.029382957884427 0.0177254679523539 0.00987849451743554 0.0191357595156913 0 0
"lar" 0 0 0 0.00237653880887875 0 0.00833750208437552 0 0.00990785693054592 0.019588638589618 0.0230431083380601 0.0296354835523066 0.0295734465242502 0 0
"ler" 0 0.0123418697932737 0.0118581762124985 0.0166357716621512 0 0.00833750208437552 0.0197628458498024 0.0198157138610918 0.00979431929480901 0.0194980147475893 0.0197569890348711 0.0139169160114119 0 0
"muitas" 0.00796305144131231 0.0123418697932737 0.0177872643187478 0.009506155235515 0.00797257434425576 0 0.0296442687747036 0.0396314277221837 0.00979431929480901 0.0159529211571185 0 0.0173961450142648 0 0
"oculta" 0.0796305144131231 0.0617093489663684 0.0415036167437448 0.00237653880887875 0.00797257434425576 0 0 0.00990785693054592 0 0.00354509359047079 0.00987849451743554 0.00347922900285297 0.0134408602150538 0.00780092050862002
"parar" 0 0.00617093489663684 0.00592908810624926 0.0118826940443937 0.00797257434425576 0.016675004168751 0.00988142292490119 0.00990785693054592 0.019588638589618 0.0177254679523539 0.0296354835523066 0.0191357595156913 0 0
"tonto" 0 0 0 0.0356480821331812 0 0 0.138339920948617 0 0.029382957884427 0.00531764038570618 0 0.00521884350427945 0 0
"vácuo" 0 0 0 0.009506155235515 0.0159451486885115 0.00833750208437552 0.00988142292490119 0.0594471415832755 0.019588638589618 0.0177254679523539 0.0197569890348711 0.0173961450142648 0 0
"amarelo" 0.0159261028826246 0 0.00592908810624926 0.00712961642663625 0.0159451486885115 0.00833750208437552 0 0.00990785693054592 0.0587659157688541 0.0124078275666478 0 0.0121773015099854 0.0201612903225806 0.0312036820344801
"atrás" 0.00796305144131231 0 0.00592908810624926 0.009506155235515 0.0159451486885115 0.016675004168751 0 0.0495392846527296 0.00979431929480901 0.0141803743618832 0 0.0121773015099854 0.0201612903225806 0.0234027615258601
"buscar" 0 0 0 0.009506155235515 0.00797257434425576 0.00833750208437552 0.00988142292490119 0.00990785693054592 0.039177277179236 0.0194980147475893 0.0296354835523066 0.0191357595156913 0 0
"d" 0 0 0 0.00237653880887875 0 0 0 0 0.039177277179236 0.0265882019285309 0.0493924725871777 0.0208753740171178 0 0
"esperar" 0 0 0 0.009506155235515 0.0159451486885115 0.00833750208437552 0.00988142292490119 0.0198157138610918 0.019588638589618 0.0212705615428247 0.0197569890348711 0.0191357595156913 0 0
"estes" 0.0318522057652492 0.0308546744831842 0.023716352424997 0.0213888492799087 0.0159451486885115 0.016675004168751 0.0395256916996047 0 0 0.00354509359047079 0 0.00173961450142648 0.0134408602150538 0.01560184101724
"existência" 0.0238891543239369 0.0308546744831842 0.0415036167437448 0.0142592328532725 0.0239177230327673 0.00833750208437552 0 0 0.019588638589618 0.00354509359047079 0 0.00347922900285297 0.0134408602150538 0.0312036820344801
"filosofia" 0.0716674629718108 0.0802221536562789 0.0592908810624926 0.0047530776177575 0 0 0.0197628458498024 0 0 0.00177254679523539 0 0 0 0
"fronte" 0 0 0 0.009506155235515 0.0159451486885115 0.00833750208437552 0.00988142292490119 0.0198157138610918 0 0.00886273397617697 0.0197569890348711 0.0104376870085589 0.0537634408602151 0.0468055230517201
"guerra" 0.0477783086478739 0.0740512187596421 0.0355745286374956 0.0047530776177575 0.00797257434425576 0.00833750208437552 0 0 0 0 0 0 0.0403225806451613 0.0234027615258601
"máquinas" 0 0 0 0.047530776177575 0.0478354460655346 0.0667000166750042 0.0296442687747036 0 0 0 0 0 0 0
"margem" 0 0.00617093489663684 0.00592908810624926 0.00237653880887875 0 0.00833750208437552 0 0.0198157138610918 0.019588638589618 0.0230431083380601 0.00987849451743554 0.0208753740171178 0.0134408602150538 0.00780092050862002
"mau" 0 0 0 0.0047530776177575 0.00797257434425576 0 0.00988142292490119 0.0594471415832755 0.00979431929480901 0.0212705615428247 0.00987849451743554 0.0226149885185443 0 0
"partida" 0 0 0 0.01901231047103 0.00797257434425576 0.0333500083375021 0.0296442687747036 0 0 0.0106352807714124 0.00987849451743554 0.0191357595156913 0.0134408602150538 0.00780092050862002
"raiva" 0 0 0 0.0356480821331812 0.0239177230327673 0.0750375187593797 0.00988142292490119 0 0.00979431929480901 0.00531764038570618 0.0197569890348711 0.00521884350427945 0 0
"reais" 0.0318522057652492 0.037025609379821 0.0355745286374956 0.009506155235515 0.00797257434425576 0.00833750208437552 0.0197628458498024 0.00990785693054592 0.00979431929480901 0.00531764038570618 0 0.00695845800570594 0.0134408602150538 0.01560184101724
"rosa" 0.0238891543239369 0.0185128046899105 0.0177872643187478 0.0047530776177575 0 0.016675004168751 0 0.0198157138610918 0 0.0124078275666478 0.0296354835523066 0.0156565305128384 0.00672043010752688 0.01560184101724
"sigo" 0 0 0 0.0166357716621512 0.0398628717212788 0.00833750208437552 0.00988142292490119 0.0198157138610918 0.00979431929480901 0.0106352807714124 0.00987849451743554 0.0139169160114119 0.0201612903225806 0.01560184101724
"sobe" 0 0 0 0.0118826940443937 0.0239177230327673 0.016675004168751 0 0.00990785693054592 0.019588638589618 0.0177254679523539 0 0.0191357595156913 0.0134408602150538 0.00780092050862002
"aí" 0 0.00617093489663684 0.00592908810624926 0.0118826940443937 0.00797257434425576 0.00833750208437552 0 0 0.029382957884427 0.0177254679523539 0.0493924725871777 0.0156565305128384 0 0
"apolo" 0 0 0 0.00237653880887875 0 0 0 0 0 0.00354509359047079 0 0.00173961450142648 0.10752688172043 0.12481472813792
"astros" 0 0 0 0.01901231047103 0 0.0250125062531266 0.00988142292490119 0.00990785693054592 0.029382957884427 0.0106352807714124 0 0.0104376870085589 0.0268817204301075 0.0312036820344801
"ausência" 0.0238891543239369 0.0185128046899105 0.0177872643187478 0.00712961642663625 0 0.016675004168751 0.00988142292490119 0.00990785693054592 0.019588638589618 0.0159529211571185 0.0197569890348711 0.0121773015099854 0 0
"cansa" 0.00796305144131231 0 0.00592908810624926 0.0047530776177575 0 0 0.0197628458498024 0.00990785693054592 0.019588638589618 0.0177254679523539 0.0296354835523066 0.0139169160114119 0.0268817204301075 0.01560184101724
"chegar" 0.00796305144131231 0.0123418697932737 0.00592908810624926 0.0237653880887875 0.031890297377023 0.016675004168751 0.00988142292490119 0.00990785693054592 0.00979431929480901 0.0106352807714124 0.0197569890348711 0.00869807250713242 0 0
"deixar" 0.0318522057652492 0.0185128046899105 0.023716352424997 0.0118826940443937 0.0159451486885115 0.016675004168751 0.00988142292490119 0 0.029382957884427 0.00531764038570618 0 0.00521884350427945 0.0268817204301075 0.01560184101724
"desejos" 0.00796305144131231 0.0123418697932737 0.0118581762124985 0.0047530776177575 0.00797257434425576 0.00833750208437552 0 0.0297235707916378 0.019588638589618 0.0159529211571185 0.0395139780697422 0.0156565305128384 0 0
"essas" 0.00796305144131231 0 0.00592908810624926 0.0142592328532725 0.0159451486885115 0.00833750208437552 0.0197628458498024 0.0297235707916378 0.00979431929480901 0.0124078275666478 0 0.0173961450142648 0.00672043010752688 0.00780092050862002
"et" 0 0 0 0.0047530776177575 0 0.00833750208437552 0 0 0.107737512242899 0.0194980147475893 0 0.0191357595156913 0 0
"existem" 0.0716674629718108 0.0678802838630053 0.0592908810624926 0.0047530776177575 0 0 0.00988142292490119 0 0 0.00354509359047079 0 0.00173961450142648 0 0
"fazem" 0 0.0185128046899105 0.0177872643187478 0.0142592328532725 0.00797257434425576 0.00833750208437552 0.00988142292490119 0 0.019588638589618 0.0177254679523539 0.0197569890348711 0.0121773015099854 0 0
"fernando" 0 0 0 0.0308950045154237 0.0478354460655346 0.00833750208437552 0 0 0 0 0 0 0.0403225806451613 0.0780092050862002
"fumo" 0.00796305144131231 0 0.00592908810624926 0.0166357716621512 0.0239177230327673 0.016675004168751 0.0197628458498024 0 0.00979431929480901 0.0124078275666478 0 0.0156565305128384 0.0134408602150538 0.00780092050862002
"ilhas" 0 0 0 0.0213888492799087 0.0558080204097903 0.016675004168751 0 0.00990785693054592 0.029382957884427 0.0106352807714124 0 0.0139169160114119 0 0
"informe" 0 0 0 0 0 0 0 0 0 0.0212705615428247 0.0493924725871777 0.0330526755271032 0 0
"inutilmente" 0 0 0 0.00237653880887875 0 0 0.00988142292490119 0.0396314277221837 0.019588638589618 0.0177254679523539 0.0296354835523066 0.0191357595156913 0.0134408602150538 0.01560184101724
"janelas" 0 0 0 0.0261419268976662 0.0478354460655346 0.0250125062531266 0.00988142292490119 0 0.029382957884427 0.00886273397617697 0.0197569890348711 0.00869807250713242 0 0
"lírios" 0 0 0 0.0213888492799087 0 0.0750375187593797 0 0.0198157138610918 0.00979431929480901 0.00886273397617697 0.0197569890348711 0.00869807250713242 0.0134408602150538 0.00780092050862002
"maman" 0 0 0 0 0 0 0 0 0.117531831537708 0.0212705615428247 0 0.0208753740171178 0 0
"nervos" 0 0 0 0.0451542373686962 0.0398628717212788 0.0667000166750042 0.0395256916996047 0 0 0 0 0 0 0
"nossas" 0.00796305144131231 0.0185128046899105 0.0118581762124985 0.0118826940443937 0.0159451486885115 0.00833750208437552 0.00988142292490119 0 0 0.00354509359047079 0 0.00173961450142648 0.0672043010752688 0.0624073640689601
"pensada" 0.0796305144131231 0.0678802838630053 0.0415036167437448 0 0 0 0 0.00990785693054592 0 0.00354509359047079 0 0.00521884350427945 0.00672043010752688 0.00780092050862002
"perdeu" 0.0159261028826246 0.0123418697932737 0.0118581762124985 0.0118826940443937 0.031890297377023 0 0 0.00990785693054592 0.019588638589618 0.0141803743618832 0.0197569890348711 0.0139169160114119 0 0
"pertencer" 0 0 0 0.00712961642663625 0.00797257434425576 0.00833750208437552 0.00988142292490119 0.0297235707916378 0.029382957884427 0.0230431083380601 0.00987849451743554 0.0173961450142648 0 0
"quantos" 0 0 0 0.0213888492799087 0 0.0416875104218776 0.00988142292490119 0 0.029382957884427 0.00886273397617697 0.00987849451743554 0.0104376870085589 0.0201612903225806 0.0234027615258601
"serena" 0 0 0 0.01901231047103 0.00797257434425576 0 0 0.00990785693054592 0.029382957884427 0.0177254679523539 0.0395139780697422 0.0156565305128384 0 0
"sul" 0 0 0 0.0142592328532725 0.031890297377023 0.00833750208437552 0.00988142292490119 0 0.029382957884427 0.0159529211571185 0 0.0156565305128384 0.00672043010752688 0.01560184101724
"suponho" 0 0 0 0.0047530776177575 0.00797257434425576 0 0.00988142292490119 0.00990785693054592 0.039177277179236 0.0230431083380601 0 0.0243546030199708 0 0
"trouxe" 0.0238891543239369 0.0185128046899105 0.0177872643187478 0.00237653880887875 0 0.00833750208437552 0 0.0198157138610918 0 0.0159529211571185 0 0.0173961450142648 0.0134408602150538 0.01560184101724
"vasto" 0 0 0 0.0118826940443937 0.031890297377023 0 0 0.0396314277221837 0.00979431929480901 0.0212705615428247 0 0.0173961450142648 0 0
"volta" 0.00796305144131231 0 0.00592908810624926 0.01901231047103 0.0239177230327673 0.00833750208437552 0.0395256916996047 0.00990785693054592 0 0.0106352807714124 0.0296354835523066 0.0139169160114119 0 0
"algum" 0 0.00617093489663684 0.00592908810624926 0.00712961642663625 0.00797257434425576 0 0 0.00990785693054592 0.00979431929480901 0.0141803743618832 0.0197569890348711 0.0208753740171178 0.0134408602150538 0.0234027615258601
"carro" 0.0159261028826246 0 0.0118581762124985 0.0142592328532725 0 0.0333500083375021 0.00988142292490119 0 0 0.00354509359047079 0.0197569890348711 0.00347922900285297 0.0470430107526882 0.0546064435603401
"cartas" 0 0 0 0.0404011597509387 0.031890297377023 0.0250125062531266 0.0790513833992095 0 0 0.00354509359047079 0 0.00173961450142648 0 0
"cérebro" 0.0318522057652492 0.0123418697932737 0.0118581762124985 0.0261419268976662 0.0159451486885115 0.0416875104218776 0.0296442687747036 0.00990785693054592 0.00979431929480901 0.00354509359047079 0 0.00347922900285297 0 0
"comboio" 0.00796305144131231 0 0.00592908810624926 0.0332715433243025 0.00797257434425576 0.0667000166750042 0.0395256916996047 0 0.00979431929480901 0.00354509359047079 0 0.00521884350427945 0 0
"consciente" 0.00796305144131231 0.00617093489663684 0.00592908810624926 0.009506155235515 0.0159451486885115 0.016675004168751 0 0.0495392846527296 0.029382957884427 0.0141803743618832 0 0.0139169160114119 0 0
"cruz" 0.0238891543239369 0 0.0177872643187478 0.0118826940443937 0.00797257434425576 0.0250125062531266 0 0.0198157138610918 0 0.0124078275666478 0.0296354835523066 0.0104376870085589 0.00672043010752688 0.00780092050862002
"curso" 0 0 0 0.00237653880887875 0.00797257434425576 0 0 0.00990785693054592 0 0.0124078275666478 0.0296354835523066 0.0173961450142648 0.0403225806451613 0.0468055230517201
"devagar" 0.00796305144131231 0.0123418697932737 0.0177872643187478 0.0332715433243025 0.0239177230327673 0.00833750208437552 0.0889328063241107 0 0 0 0 0 0.00672043010752688 0.00780092050862002
"filho" 0.0159261028826246 0.0123418697932737 0.00592908810624926 0.0118826940443937 0.0159451486885115 0.016675004168751 0 0.0198157138610918 0.019588638589618 0.00709018718094158 0 0.00695845800570594 0.0336021505376344 0.0312036820344801
"ignora" 0 0 0 0 0 0 0 0.0297235707916378 0.019588638589618 0.0230431083380601 0.0296354835523066 0.0243546030199708 0 0
"longínqua" 0 0 0 0.009506155235515 0.00797257434425576 0.00833750208437552 0.0197628458498024 0.0198157138610918 0.00979431929480901 0.0124078275666478 0.00987849451743554 0.0173961450142648 0.0201612903225806 0.0234027615258601
"madrugada" 0.0159261028826246 0.0246837395865474 0.0118581762124985 0.0213888492799087 0.0159451486885115 0.0416875104218776 0.0197628458498024 0 0 0.00531764038570618 0.00987849451743554 0.00869807250713242 0 0
"melodia" 0 0 0 0.00237653880887875 0.00797257434425576 0 0 0.00990785693054592 0.019588638589618 0.0212705615428247 0.0493924725871777 0.0226149885185443 0 0
"morre" 0 0.00617093489663684 0.00592908810624926 0.0047530776177575 0 0.016675004168751 0 0.0198157138610918 0.039177277179236 0.0124078275666478 0 0.0139169160114119 0.0268817204301075 0.0312036820344801
"negra" 0 0 0 0.009506155235515 0.00797257434425576 0.00833750208437552 0 0.0198157138610918 0.00979431929480901 0.0159529211571185 0.0296354835523066 0.0156565305128384 0.0201612903225806 0.01560184101724
"parado" 0 0 0 0.0166357716621512 0.0159451486885115 0.0416875104218776 0 0.00990785693054592 0.019588638589618 0.0159529211571185 0.0197569890348711 0.0121773015099854 0 0
"pó" 0.00796305144131231 0.0123418697932737 0.0177872643187478 0.0047530776177575 0 0.00833750208437552 0.00988142292490119 0 0.029382957884427 0.0159529211571185 0.0296354835523066 0.0173961450142648 0 0
"s" 0.0557413600891862 0.0493674791730947 0.0296454405312463 0.0142592328532725 0.031890297377023 0.016675004168751 0 0 0 0.00177254679523539 0.00987849451743554 0.00173961450142648 0 0
"sabia" 0.0238891543239369 0.0185128046899105 0.0118581762124985 0.0142592328532725 0.00797257434425576 0.00833750208437552 0.0395256916996047 0 0 0.0124078275666478 0.0296354835523066 0.00869807250713242 0 0
"saudades" 0.0318522057652492 0.0185128046899105 0.0177872643187478 0.00712961642663625 0 0 0.0296442687747036 0 0.00979431929480901 0.0159529211571185 0.00987849451743554 0.0104376870085589 0.00672043010752688 0.00780092050862002
"tejo" 0.00796305144131231 0.0678802838630053 0.0592908810624926 0.0118826940443937 0.0398628717212788 0 0 0.00990785693054592 0 0.00177254679523539 0 0.00173961450142648 0 0
"verdadeiro" 0.0238891543239369 0.0246837395865474 0.023716352424997 0.009506155235515 0 0.0250125062531266 0.00988142292490119 0.00990785693054592 0 0.00709018718094158 0.0296354835523066 0.00695845800570594 0.0134408602150538 0.01560184101724
"absolutamente" 0.0398152572065616 0.0308546744831842 0.0296454405312463 0.01901231047103 0.00797257434425576 0.0416875104218776 0.0197628458498024 0.00990785693054592 0 0.00177254679523539 0 0.00173961450142648 0 0
"ano" 0 0 0 0.009506155235515 0.00797257434425576 0 0.0197628458498024 0 0.019588638589618 0.0106352807714124 0 0.00869807250713242 0.0470430107526882 0.0546064435603401
"bordo" 0 0 0 0.0404011597509387 0.0637805947540461 0.0250125062531266 0.0592885375494071 0 0 0 0 0 0 0
"brilha" 0.00796305144131231 0.0123418697932737 0.00592908810624926 0.0142592328532725 0.031890297377023 0.016675004168751 0 0.00990785693054592 0.00979431929480901 0.0106352807714124 0 0.0121773015099854 0.0134408602150538 0.00780092050862002
"cabelo" 0.0398152572065616 0 0.0177872643187478 0.00712961642663625 0.00797257434425576 0 0.00988142292490119 0.00990785693054592 0.00979431929480901 0.0106352807714124 0.0296354835523066 0.0121773015099854 0.00672043010752688 0.01560184101724
"chego" 0.0318522057652492 0.0308546744831842 0.0177872643187478 0.0118826940443937 0.00797257434425576 0.016675004168751 0.0197628458498024 0 0.019588638589618 0.00709018718094158 0 0.00521884350427945 0.0134408602150538 0.00780092050862002
"clara" 0 0.0123418697932737 0.0118581762124985 0.00237653880887875 0 0 0.00988142292490119 0 0.019588638589618 0.00886273397617697 0.00987849451743554 0.00695845800570594 0.0672043010752688 0.0468055230517201
"consigo" 0 0.00617093489663684 0.00592908810624926 0.0118826940443937 0.0159451486885115 0.00833750208437552 0 0.0198157138610918 0 0.0159529211571185 0.0197569890348711 0.0139169160114119 0.0134408602150538 0.00780092050862002
"cousa" 0.0477783086478739 0.0308546744831842 0.0296454405312463 0.0142592328532725 0.0159451486885115 0.0333500083375021 0 0 0.00979431929480901 0.00354509359047079 0.00987849451743554 0.00347922900285297 0 0
"daquela" 0 0 0 0.0118826940443937 0.00797257434425576 0.0250125062531266 0.00988142292490119 0.00990785693054592 0.00979431929480901 0.0141803743618832 0.0197569890348711 0.0208753740171178 0 0
"desse" 0 0 0.0118581762124985 0.009506155235515 0 0.0250125062531266 0.00988142292490119 0.0198157138610918 0.00979431929480901 0.0141803743618832 0.0296354835523066 0.0121773015099854 0.0134408602150538 0.00780092050862002
"erra" 0.0238891543239369 0.0431965442764579 0.0355745286374956 0 0 0 0 0.0198157138610918 0.029382957884427 0.00886273397617697 0 0.00869807250713242 0.0134408602150538 0.00780092050862002
"hup" 0 0 0 0.0404011597509387 0 0.141737535434384 0 0 0 0 0 0 0 0
"ignoro" 0 0 0 0.0047530776177575 0 0 0 0.0396314277221837 0.019588638589618 0.0177254679523539 0 0.0139169160114119 0.0268817204301075 0.0312036820344801
"inúteis" 0 0.00617093489663684 0.00592908810624926 0.01901231047103 0.00797257434425576 0.0416875104218776 0.0197628458498024 0 0 0.0106352807714124 0 0.0104376870085589 0.0134408602150538 0.01560184101724
"luzes" 0 0 0 0.0142592328532725 0.0159451486885115 0.0250125062531266 0 0 0.0489715964740451 0.0124078275666478 0 0.0104376870085589 0.0201612903225806 0.01560184101724
"mendigo" 0 0 0 0.0166357716621512 0.00797257434425576 0.0333500083375021 0.0197628458498024 0.0297235707916378 0.00979431929480901 0.0124078275666478 0 0.0156565305128384 0 0
"menino" 0.0398152572065616 0 0.0296454405312463 0.0047530776177575 0.00797257434425576 0 0.00988142292490119 0.0396314277221837 0 0.0124078275666478 0.0197569890348711 0.0121773015099854 0 0
"outrem" 0 0 0 0 0 0 0 0.00990785693054592 0.00979431929480901 0.0177254679523539 0.0395139780697422 0.0139169160114119 0.0336021505376344 0.0390046025431001
"portas" 0 0 0 0.0332715433243025 0.0159451486885115 0.0500250125062531 0.00988142292490119 0 0.00979431929480901 0.00886273397617697 0.00987849451743554 0.00695845800570594 0 0
"rapariga" 0.0238891543239369 0.0185128046899105 0.0177872643187478 0.0261419268976662 0.0159451486885115 0.016675004168751 0.0691699604743083 0 0.00979431929480901 0.00177254679523539 0 0.00173961450142648 0 0
"saiba" 0.00796305144131231 0 0.00592908810624926 0.00237653880887875 0 0.00833750208437552 0 0.00990785693054592 0.019588638589618 0.0194980147475893 0.0296354835523066 0.0173961450142648 0.0134408602150538 0.00780092050862002
"solene" 0.00796305144131231 0.0123418697932737 0.00592908810624926 0.00712961642663625 0.00797257434425576 0.016675004168751 0 0 0.00979431929480901 0.00709018718094158 0.00987849451743554 0.00869807250713242 0.0537634408602151 0.0390046025431001
"sopra" 0.0159261028826246 0.00617093489663684 0.00592908810624926 0 0 0 0 0 0 0.0265882019285309 0 0.0260942175213973 0 0
"velas" 0 0 0 0.0118826940443937 0.0398628717212788 0 0 0.0198157138610918 0.029382957884427 0.0177254679523539 0.00987849451743554 0.0139169160114119 0 0
"alguma" 0.0159261028826246 0.0185128046899105 0.0118581762124985 0.0237653880887875 0.00797257434425576 0.0333500083375021 0.0197628458498024 0.00990785693054592 0.00979431929480901 0.00531764038570618 0.00987849451743554 0.00521884350427945 0 0
"amigo" 0.0159261028826246 0.0185128046899105 0.0177872643187478 0.009506155235515 0.0159451486885115 0 0.00988142292490119 0 0.00979431929480901 0.0106352807714124 0.0197569890348711 0.0104376870085589 0.0134408602150538 0.00780092050862002
"brincar" 0.0159261028826246 0.0123418697932737 0.0177872643187478 0.00237653880887875 0 0.00833750208437552 0 0.0198157138610918 0.00979431929480901 0.0124078275666478 0.0296354835523066 0.0139169160114119 0.0134408602150538 0.00780092050862002
"cair" 0.00796305144131231 0.00617093489663684 0.0118581762124985 0.0142592328532725 0.031890297377023 0.00833750208437552 0 0 0.019588638589618 0.0106352807714124 0.0197569890348711 0.00869807250713242 0.0134408602150538 0.00780092050862002
"cidades" 0 0.00617093489663684 0.0118581762124985 0.0237653880887875 0.0159451486885115 0.0500250125062531 0.00988142292490119 0 0 0 0 0 0.0403225806451613 0.0390046025431001
"contrário" 0.0557413600891862 0.00617093489663684 0.0355745286374956 0.01901231047103 0.0239177230327673 0.00833750208437552 0.00988142292490119 0 0 0.00354509359047079 0.00987849451743554 0.00521884350427945 0 0
"crepúsculo" 0 0 0 0.009506155235515 0.0159451486885115 0.00833750208437552 0.00988142292490119 0.00990785693054592 0.029382957884427 0.0124078275666478 0.0197569890348711 0.0139169160114119 0.0134408602150538 0.01560184101724
"disto" 0 0 0 0.0261419268976662 0.0239177230327673 0.0500250125062531 0.00988142292490119 0.0297235707916378 0 0.00709018718094158 0.00987849451743554 0.00695845800570594 0 0
"dizes" 0.0716674629718108 0.0617093489663684 0.0711490572749911 0.0047530776177575 0 0 0 0 0 0 0 0 0 0
"domingo" 0 0 0 0.0404011597509387 0 0 0.158102766798419 0 0 0 0 0 0 0
"est" 0 0 0 0 0 0 0 0 0.029382957884427 0.0194980147475893 0.0790279561394843 0.0191357595156913 0 0
"estranho" 0 0 0.00592908810624926 0 0 0 0 0.0396314277221837 0.019588638589618 0.0194980147475893 0.0197569890348711 0.0191357595156913 0.00672043010752688 0.00780092050862002
"flauta" 0.00796305144131231 0.00617093489663684 0.00592908810624926 0 0 0 0 0 0 0.00531764038570618 0 0.00869807250713242 0.0739247311827957 0.0858101255948202
"i" 0 0 0 0.0118826940443937 0.0159451486885115 0.016675004168751 0.00988142292490119 0.00990785693054592 0.029382957884427 0.0141803743618832 0.00987849451743554 0.0173961450142648 0 0
"instante" 0 0 0 0.00237653880887875 0.00797257434425576 0 0 0.00990785693054592 0 0.0141803743618832 0 0.0139169160114119 0.0537634408602151 0.0468055230517201
"morreu" 0 0 0 0.0142592328532725 0.031890297377023 0.016675004168751 0 0.0297235707916378 0 0.00709018718094158 0 0.00869807250713242 0.0268817204301075 0.0390046025431001
"ouve" 0.00796305144131231 0.0123418697932737 0.00592908810624926 0 0 0 0 0.00990785693054592 0.00979431929480901 0.0141803743618832 0.0197569890348711 0.0191357595156913 0.0201612903225806 0.0234027615258601
"p" 0 0 0 0 0 0 0 0.0297235707916378 0.0489715964740451 0.0230431083380601 0 0.0208753740171178 0 0
"papel" 0 0 0.00592908810624926 0.0118826940443937 0 0 0.0296442687747036 0 0.039177277179236 0.0177254679523539 0.00987849451743554 0.0156565305128384 0 0
"par" 0 0 0 0.0142592328532725 0.031890297377023 0 0 0 0.0489715964740451 0.0124078275666478 0.0197569890348711 0.0121773015099854 0.00672043010752688 0.00780092050862002
"pequeno" 0.0318522057652492 0 0.0177872643187478 0.0142592328532725 0.0159451486885115 0.0250125062531266 0 0.00990785693054592 0.00979431929480901 0.00709018718094158 0.00987849451743554 0.00869807250713242 0.00672043010752688 0.01560184101724
"sinta" 0 0.00617093489663684 0.00592908810624926 0.0118826940443937 0.0159451486885115 0 0.00988142292490119 0.00990785693054592 0.019588638589618 0.0124078275666478 0.0197569890348711 0.0156565305128384 0.00672043010752688 0.00780092050862002
"sofro" 0 0 0 0.0047530776177575 0.00797257434425576 0 0 0 0.0489715964740451 0.0141803743618832 0.00987849451743554 0.0173961450142648 0.0201612903225806 0.0234027615258601
