"Arriaga" "Assis_1" "Assis_2" "Caeiro_1" "Caeiro_2" "Campos_1" "Campos_2" "Campos_3" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Reis_1"
"a" 4.44970064306305 4.48333603413817 4.25558008339465 3.57318633723792 3.86299655927432 3.46932219723739 3.14622810153736 3.20267216818941 2.86683828691786 2.75824770146025 4.21707811735086 5.23835417799529 4.47390932420873 4.02455661664393 3.51493848857645 3.4761696545693 3.3256291730868 3.8497446317755 4.38180019782394 3.85791810557474 3.6685580121307 3.54791154791155 3.87550797898702
"e" 3.74011382955133 3.27337546588883 4.07162129016434 4.38035239688946 4.53550203315608 2.89110183103116 3.28923846978906 3.45810000982415 3.17107418675404 3.08274743104381 3.44779355199664 3.04513322457858 3.5158254918734 4.6677061001754 4.03851786760398 4.67861827721906 2.92116076014381 2.96556647811522 3.17507418397626 3.48297977306364 3.36529054979456 3.27272727272727 3.11230052532461
"que" 3.5035848917141 2.54955976881111 3.102771645818 4.83315286937691 4.30090710040663 3.48538387407645 3.17006316291264 3.79212103350034 2.09454715656447 1.81179015684154 3.86740331491713 3.32608301613196 2.40376390076989 1.8514909374391 3.44171060339777 2.40489724529952 3.53107344632768 3.03695974518095 5.05440158259149 4.91366551554021 5.06750146742321 5.08108108108108 4.68827435821191
"o" 3.59228324340306 3.39221087884189 3.63829613277737 3.28772516980018 3.34688770722552 2.97141021522647 2.60993922059349 2.85882699675803 2.65621343318512 2.74923382008293 2.7414504510805 3.36233460213884 3.86655260906758 3.8296628337556 3.56619800820152 2.67818102317446 2.27272727272727 3.06991048382668 3.63006923837784 4.2920572274297 3.47290158481706 3.64619164619165 3.60788978094955
"de" 1.98832138369429 2.50634689137363 2.6081268906876 2.56915050693966 1.84548013762903 3.6781239961452 3.55142414491717 3.68405540819334 3.36999765972385 3.87596899224806 3.36387159941255 2.45604495196665 2.68605645851155 2.47515104268174 1.51947861745753 1.89112374289462 2.56805341551104 2.92712394969521 2.23541048466865 2.48643315244203 2.59244766190569 2.77149877149877 2.03191594806225
"não" 0.406534111907754 1.08572354561659 0.895266127054206 2.44118515601929 2.69002189552706 1.63026019916479 1.22154689548326 1.8272914824639 1.79031125672829 1.46926266450334 0.951115462619764 0.516585100598151 0.521813515825492 0.467745078931982 0.5199179847686 0.677743769129864 1.27760657421674 0.928112471854577 2.20573689416419 2.12136161815491 2.01526120133046 2.31941031941032 2.07156308851224
"um" 1.07177174957499 1.2585750553665 0.923881939334478 0.85638350231322 1.21989365029715 0.811114680372631 1.03086640448099 0.952942332252677 1.21694359934472 1.09969352803317 0.979089446814463 1.17817654522385 2.31822070145423 2.04638472032742 1.56341534856473 1.65063401836467 0.841037493579866 0.955571420726015 0.919881305637982 1.19388258510113 1.11524163568773 1.31695331695332 0.634354247199921
"do" 1.62613644763101 1.49624588127262 1.34085520398986 0.964661876168914 0.828902095714733 1.08416318663668 1.0904540579192 1.09048040082523 0.982915984086122 0.83829096809086 0.755297573256871 1.00598151169114 1.47134302822926 1.05242642759696 1.57439953134153 1.0166156536948 0.738315356959425 0.933604261628865 1.13748763600396 1.03601381351751 1.43807474075523 0.914004914004914 1.03082565169987
"os" 1.04959716165275 0.864257548749527 1.35720709672145 0.964661876168914 0.89146074444792 1.38933504657886 1.0606602312001 0.903821593476766 0.795693891879242 1.1988462231837 0.986082942863137 0.679717237629146 1.14627887082977 1.10114987331904 1.40963678968951 1.59051158723218 0.918079096045198 1.13130869350321 0.356083086053412 0.48347311297484 0.616317746037957 0.609336609336609 1.24888492417484
"é" 0.532190110133787 0.65359477124183 0.502820701496198 2.34275027069593 2.39286831404442 1.0359781561195 0.78059826004052 1.20837017388742 1.12333255324128 0.874346493600144 1.1888943282747 0.670654341127424 1.17194183062447 0.808809198986552 0.662712360867018 0.579361609094884 0.969440164355419 0.87868636388599 1.75074183976261 1.90429205722743 2.06417530815887 1.86732186732187 1.34800277529983
