"Arriaga" "Assis_1" "Assis_2" "Caeiro_1" "Caeiro_2" "Campos_1" "Campos_2" "Campos_3" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Reis_1"
"Arriaga" 0 0.891026239369687 0.982581800911802 1.54656744782269 1.56100237410013 1.45430968781915 1.28009103931825 1.45937717481391 1.36622892796116 1.39580000175516 1.28439872267075 1.09686669358882 0.915554143642416 1.08361108276734 0.950783219924149 1.00186229817152 1.20789784200655 1.05513810411781 1.52877673508254 1.56811854131406 1.44069939591994 1.5640709369556 1.33149172162403
"Assis_1" 0.891026239369687 0 0.632027684850946 1.38630663635498 1.35840347115535 1.21152392142321 1.13979560387747 1.25743868139297 1.04553237463671 1.02367761996579 1.01907725954057 0.894017335788369 0.787973357416571 0.887642320296887 0.822332498531943 0.870972759271304 0.959750104092675 0.902167253746213 1.24227820320624 1.30709961008817 1.16370423965407 1.22994511495253 1.20638944117299
"Assis_2" 0.982581800911802 0.632027684850946 0 1.35812524953882 1.35010915432396 1.21274984203596 1.12461614211463 1.26973402414298 1.06557422395809 1.0707535644568 1.26751618873215 0.846914067967465 0.72510026178684 0.797203474330719 0.729236758178483 0.852289843271333 1.08521612845658 0.874574117101 1.32573787344464 1.41521819974505 1.24659086804559 1.36750611364925 1.10209823801917
"Caeiro_1" 1.54656744782269 1.38630663635498 1.35812524953882 0 0.594570025055745 0.950725891749051 0.902773108792584 0.836732862117802 1.18698693759156 1.14495717254896 1.15654129816019 1.26009479515317 1.38448784104219 1.2856261051283 1.36573665774722 1.3441765777074 1.2280408059341 1.23844631653445 1.06272624813193 1.1021649939287 0.908062094342968 0.947705859019634 1.07780016135683
"Caeiro_2" 1.56100237410013 1.35840347115535 1.35010915432396 0.594570025055745 0 0.974179327120301 0.936985955700396 0.8880439532439 1.19164076706225 1.19284577266415 1.2255748719871 1.24674495728661 1.38198424606881 1.25516357109461 1.35056131430372 1.28981721755407 1.24032493410993 1.21850675740095 1.10480155296114 1.14306339043963 0.982028090262974 1.00031521030205 1.07486008625379
"Campos_1" 1.45430968781915 1.21152392142321 1.21274984203596 0.950725891749051 0.974179327120301 0 0.610457752139411 0.540012591251127 1.11211076191713 1.05045627366674 1.10348066888194 1.18078239126825 1.2664944958888 1.15959730135322 1.31546673288909 1.36547770400027 1.15016069320122 1.15697557148878 0.984160744483253 1.1137801121036 0.945949391782432 1.00243471543903 1.06283324434343
"Campos_2" 1.28009103931825 1.13979560387747 1.12461614211463 0.902773108792584 0.936985955700396 0.610457752139411 0 0.537028226375838 1.00303817052326 0.97876505467168 1.00187408846943 1.10812104969859 1.11503780445166 1.01025805622988 1.08871727349021 1.09577818803291 1.08267349294705 1.08718168853007 1.07733412991705 1.13332513976661 0.936349082271597 1.01803779503098 1.04270402157582
"Campos_3" 1.45937717481391 1.25743868139297 1.26973402414298 0.836732862117802 0.8880439532439 0.540012591251127 0.537028226375838 0 1.06209074518776 1.06809840703317 1.03614598348737 1.25433050653357 1.23771007619062 1.08463965574801 1.34330522058059 1.32137841654974 1.08973584970477 1.08844043272607 0.897248789378264 0.994979156822287 0.818471244217161 0.864451066906602 1.02245519328686
"Drummond_1" 1.36622892796116 1.04553237463671 1.06557422395809 1.18698693759156 1.19164076706225 1.11211076191713 1.00303817052326 1.06209074518776 0 0.523169803043394 1.16863616199723 0.96821328329331 1.1497691998904 1.04943557893376 1.12265951824903 1.10695578628567 1.08872251802559 1.0821401854702 1.11454966922407 1.18741505100424 1.04830402318505 1.103185272428 1.08006683969327
"Drummond_2" 1.39580000175516 1.02367761996579 1.0707535644568 1.14495717254896 1.19284577266415 1.05045627366674 0.97876505467168 1.06809840703317 0.523169803043394 0 1.19654032061769 0.921434898206968 1.16622052675113 1.00498834239208 1.17778236595807 1.15623885528193 1.1013053641062 1.11499671658669 1.16740587905745 1.26989996034875 1.17186558321291 1.12774298112119 1.03942043838805
