"Caeiro_1" "Caeiro_2" "Campos_1" "Campos_2" "Campos_3" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Reis_1"
"noite" 0.177182793582045 0.218955270566156 0.248955991005461 0.101299010844953 0.17683465959328 0.346191889218595 0.29600394671929 0.31305028370182 0.304668304668305 0.128853206462484
"dia" 0.108278373855694 0.250234594932749 0.152585929971089 0.0893814801573114 0.206307102858827 0.207715133531157 0.414405525407005 0.234787712776365 0.196560196560197 0.327088908712459
"mundo" 0.324835121567083 0.156396621832968 0.200770960488275 0.160886664283161 0.167010511838098 0.217606330365974 0.236803157375432 0.225004891410683 0.206388206388206 0.178412132024978
"já" 0.137808839452702 0.140756959649672 0.128493414712496 0.107257776188774 0.157186364082916 0.346191889218595 0.315737543167242 0.31305028370182 0.275184275184275 0.178412132024978
"sempre" 0.147652327985038 0.328432905849234 0.32123353678124 0.208556787033727 0.17683465959328 0.237388724035608 0.10853478046374 0.127176677753864 0.147420147420147 0.198235702249975
"coisas" 0.610296289004823 0.344072568032531 0.232894314166399 0.214515552377547 0.117889773062187 0.0791295746785361 0.0789343857918106 0.068479749559773 0.0884520884520884 0.15858856179998
"sol" 0.344522098631755 0.484829527682202 0.136524253132027 0.0834227148134906 0.108065625307005 0.187932739861523 0.118401578687716 0.283701819604774 0.186732186732187 0.218059272474973
"nunca" 0.364209075696427 0.29715358148264 0.056215868936717 0.202598021689906 0.186658807348463 0.138476755687438 0.118401578687716 0.225004891410683 0.206388206388206 0.148676776687481
"quero" 0.147652327985038 0.203315608382859 0.08030838419531 0.148969133595519 0.147362216327734 0.247279920870425 0.256536753823384 0.068479749559773 0.373464373464373 0.247794627812469
"tem" 0.314991633034748 0.234594932749453 0.064246707356248 0.0834227148134906 0.196482955103645 0.276953511374876 0.226936359151455 0.215222070045001 0.186732186732187 0.0991178511249876
"coração" 0.0196869770646717 0 0.289110183103116 0.0715051841258491 0.147362216327734 0.375865479723047 0.315737543167242 0.244570534142047 0.245700245700246 0.039647140449995
"isto" 0.295304655970076 0.187675946199562 0.176678445229682 0.23239184840901 0.275076137145103 0.148367952522255 0.0394671928959053 0.117393856388182 0.186732186732187 0.039647140449995
"mesmo" 0.157495816517374 0.140756959649672 0.200770960488275 0.15492789893934 0.255427841634738 0.178041543026706 0.10853478046374 0.0391312854627274 0.147420147420147 0.23788284269997
"isso" 0.324835121567083 0.250234594932749 0.16061676839062 0.166845429626981 0.275076137145103 0.108803165182987 0.148001973359645 0.0978282136568186 0.0884520884520884 0.0297353553374963
"meus" 0.196869770646717 0.250234594932749 0.208801798907806 0.214515552377547 0.167010511838098 0.128585558852621 0.0986679822397632 0.0978282136568186 0.157248157248157 0.0892060660124888
"todas" 0.127965350920366 0.125117297466375 0.409572759396081 0.274103205815755 0.294724432655467 0.019782393669634 0.0394671928959053 0.0293484640970456 0.147420147420147 0.00991178511249876
"assim" 0.206713259179053 0.281513919299343 0.120462576292965 0.0774639494696699 0.0884173297966401 0.0989119683481701 0.18746916625555 0.15652514185091 0.245700245700246 0.168500346912479
"deus" 0.147652327985038 0.172036284016265 0.248955991005461 0.148969133595519 0.157186364082916 0.0791295746785361 0.118401578687716 0.0880453922911368 0.157248157248157 0.188323917137476
"entre" 0.0393739541293434 0.0625586487331874 0.128493414712496 0.0774639494696699 0.108065625307005 0.29673590504451 0.286137148495313 0.26413617687341 0.226044226044226 0.039647140449995
"ó" 0 0 0.144555091551558 0.369443451316887 0.392965910207289 0.0989119683481701 0.0690675875678342 0.117393856388182 0.058968058968059 0.0495589255624938
"estou" 0.157495816517374 0.125117297466375 0.144555091551558 0.178762960314623 0.196482955103645 0.207715133531157 0.128268376911692 0.117393856388182 0.186732186732187 0.00991178511249876
"tão" 0.0984348853233586 0.0781983109164842 0.16061676839062 0.190680491002264 0.117889773062187 0.039564787339268 0.207202762703503 0.26413617687341 0.117936117936118 0.138764991574983
"qualquer" 0.147652327985038 0.187675946199562 0.136524253132027 0.15492789893934 0.127713920817369 0.187932739861523 0.177602368031574 0.1076110350225 0.167076167076167 0.0297353553374963
"bem" 0.157495816517374 0.093837973099781 0.040154192097655 0.113216541532594 0.117889773062187 0.207715133531157 0.197335964479526 0.136959499119546 0.255528255528256 0.0991178511249876
"sonho" 0.0295304655970076 0.0312793243665937 0.096370061034372 0.0536288880943868 0.0589448865310934 0.336300692383778 0.256536753823384 0.31305028370182 0.206388206388206 0.039647140449995
"era" 0.0590609311940152 0.172036284016265 0.112431737873434 0.172804194970802 0.196482955103645 0.158259149357072 0.138135175135668 0.146742320485228 0.216216216216216 0
"ah" 0.0196869770646717 0.0625586487331874 0.120462576292965 0.214515552377547 0.206307102858827 0.138476755687438 0.128268376911692 0.146742320485228 0.206388206388206 0.0495589255624938
"pensar" 0.364209075696427 0.234594932749453 0.176678445229682 0.0655464187820284 0.0491207387759112 0.0791295746785361 0.197335964479526 0.176090784582274 0.0687960687960688 0.0297353553374963
"está" 0.28546116743774 0.140756959649672 0.120462576292965 0.101299010844953 0.0884173297966401 0.128585558852621 0.148001973359645 0.0978282136568186 0.216216216216216 0.0594707106749926
"sobre" 0.137808839452702 0.0625586487331874 0.096370061034372 0.268144440471934 0.0785931820414579 0.118694362017804 0.128268376911692 0.146742320485228 0.0884520884520884 0.118941421349985
"ver" 0.255930701840732 0.344072568032531 0.032123353678124 0.0774639494696699 0.0884173297966401 0.118694362017804 0.167735569807597 0.0978282136568186 0.226044226044226 0.0693824957874913
"nós" 0.0885913967910227 0.218955270566156 0.040154192097655 0.0953402455011322 0.108065625307005 0.138476755687438 0.118401578687716 0.1076110350225 0.0884520884520884 0.39647140449995
"olhos" 0.246087213308397 0.172036284016265 0.168647606810151 0.101299010844953 0.0687690342862757 0.0692383778437191 0.0986679822397632 0.136959499119546 0.0884520884520884 0.178412132024978
"outra" 0.157495816517374 0.203315608382859 0.176678445229682 0.172804194970802 0.235779546124374 0.0593471810089021 0.0789343857918106 0.068479749559773 0.0786240786240786 0.0594707106749926
"dentro" 0.127965350920366 0.140756959649672 0.192740122068744 0.202598021689906 0.245603693879556 0.0692383778437191 0.0394671928959053 0.136959499119546 0.0294840294840295 0.0495589255624938
"sinto" 0.216556747711389 0.172036284016265 0.104400899453903 0.0774639494696699 0.039296591020729 0.257171117705242 0.0986679822397632 0.176090784582274 0.127764127764128 0.0792942808999901
"toda" 0.16733930504971 0.109477635283078 0.184709283649213 0.15492789893934 0.196482955103645 0.0593471810089021 0.138135175135668 0.0978282136568186 0.0982800982800983 0.0297353553374963
"grande" 0.137808839452702 0.109477635283078 0.184709283649213 0.208556787033727 0.137538068572551 0.158259149357072 0.0493339911198816 0.0586969281940912 0.108108108108108 0.0297353553374963
"seu" 0.0787479082586869 0.093837973099781 0.024092515258593 0.119175306876415 0.0294724432655467 0.247279920870425 0.148001973359645 0.0978282136568186 0.117936117936118 0.307265338487462
"ele" 0.236243724776061 0.406631216765718 0.08030838419531 0.166845429626981 0.0785931820414579 0.0593471810089021 0.0394671928959053 0.0586969281940912 0.058968058968059 0.128853206462484
"lá" 0.137808839452702 0.0625586487331874 0.184709283649213 0.143010368251698 0.343845171431378 0.039564787339268 0.0493339911198816 0.068479749559773 0.0884520884520884 0.0495589255624938
"céu" 0.0984348853233586 0.172036284016265 0.032123353678124 0.0178762960314623 0.0491207387759112 0.187932739861523 0.266403552047361 0.185873605947955 0.285012285012285 0.0198235702249975
"foi" 0.068904419726351 0.0469189865498905 0.136524253132027 0.0715051841258491 0.0589448865310934 0.138476755687438 0.246669955599408 0.225004891410683 0.157248157248157 0.0594707106749926
"sentir" 0.147652327985038 0.109477635283078 0.184709283649213 0.0834227148134906 0.0589448865310934 0.257171117705242 0.0888011840157869 0.1076110350225 0.147420147420147 0.0297353553374963
"hora" 0.0295304655970076 0.0312793243665937 0.056215868936717 0.160886664283161 0.0196482955103645 0.178041543026706 0.118401578687716 0.185873605947955 0.186732186732187 0.188323917137476
"quanto" 0.068904419726351 0.0469189865498905 0.112431737873434 0.0655464187820284 0.039296591020729 0.138476755687438 0.167735569807597 0.176090784582274 0.147420147420147 0.227971057587471
"ela" 0.206713259179053 0.29715358148264 0.072277545775779 0.0834227148134906 0.0982414775518224 0.128585558852621 0.0592007893438579 0.068479749559773 0.127764127764128 0.109029636237486
"outro" 0.0295304655970076 0.0781983109164842 0.056215868936717 0.0715051841258491 0.157186364082916 0.19782393669634 0.10853478046374 0.185873605947955 0.157248157248157 0.138764991574983
"fui" 0.0885913967910227 0.0312793243665937 0.16061676839062 0.0536288880943868 0.117889773062187 0.148367952522255 0.0690675875678342 0.176090784582274 0.216216216216216 0.0693824957874913
"deuses" 0.0295304655970076 0.0625586487331874 0.016061676839062 0.0476701227505661 0.0687690342862757 0.039564787339268 0 0.0391312854627274 0.0196560196560197 0.852413519674893
"vento" 0.16733930504971 0.0312793243665937 0.024092515258593 0.023835061375283 0 0.0989119683481701 0.315737543167242 0.254353355507728 0.127764127764128 0.128853206462484
"flores" 0.393739541293434 0.390991554582421 0.024092515258593 0 0.039296591020729 0.019782393669634 0.0888011840157869 0.068479749559773 0.0884520884520884 0.198235702249975
"gente" 0.068904419726351 0.172036284016265 0.064246707356248 0.23239184840901 0.225955398369191 0.0593471810089021 0.0592007893438579 0.0978282136568186 0.0884520884520884 0
"hoje" 0.0787479082586869 0.0469189865498905 0.192740122068744 0.107257776188774 0.147362216327734 0.128585558852621 0.0888011840157869 0.127176677753864 0.0982800982800983 0.0594707106749926
"até" 0.068904419726351 0.0625586487331874 0.128493414712496 0.107257776188774 0.186658807348463 0.0791295746785361 0.157868771583621 0.1076110350225 0.108108108108108 0.0792942808999901
"nas" 0.137808839452702 0.203315608382859 0.112431737873434 0.15492789893934 0.0982414775518224 0.0890207715133531 0.0493339911198816 0.068479749559773 0.0884520884520884 0.109029636237486
"vejo" 0.255930701840732 0.140756959649672 0.032123353678124 0.0774639494696699 0.0589448865310934 0.108803165182987 0.167735569807597 0.146742320485228 0.137592137592138 0.0297353553374963
"amor" 0.0492174426616793 0.0312793243665937 0.032123353678124 0.0297938267191038 0.117889773062187 0.128585558852621 0.18746916625555 0.117393856388182 0.255528255528256 0.188323917137476
"aqui" 0.0787479082586869 0.0781983109164842 0.064246707356248 0.0774639494696699 0.206307102858827 0.138476755687438 0.177602368031574 0.0880453922911368 0.0687960687960688 0.128853206462484
"teu" 0.0295304655970076 0.0156396621832968 0.056215868936717 0.0834227148134906 0.0196482955103645 0.128585558852621 0.217069560927479 0.185873605947955 0.216216216216216 0.128853206462484
"todo" 0.0984348853233586 0.140756959649672 0.136524253132027 0.160886664283161 0.117889773062187 0.118694362017804 0.138135175135668 0.0880453922911368 0.0294840294840295 0.0297353553374963
"faz" 0.068904419726351 0.125117297466375 0.08030838419531 0.0595876534382076 0.0589448865310934 0.217606330365974 0.207202762703503 0.1076110350225 0.137592137592138 0.0594707106749926
"estar" 0.157495816517374 0.203315608382859 0.144555091551558 0.101299010844953 0.127713920817369 0.0791295746785361 0.0592007893438579 0.0782625709254549 0.137592137592138 0.00991178511249876
"fora" 0.0984348853233586 0.187675946199562 0.08030838419531 0.119175306876415 0.127713920817369 0.118694362017804 0.0789343857918106 0.127176677753864 0.0687960687960688 0.0792942808999901
"mar" 0.0196869770646717 0.0156396621832968 0.064246707356248 0.208556787033727 0.0785931820414579 0.0890207715133531 0.226936359151455 0.0782625709254549 0.0786240786240786 0.109029636237486
"tu" 0.127965350920366 0.093837973099781 0.144555091551558 0.148969133595519 0.0491207387759112 0.0890207715133531 0.0592007893438579 0.0586969281940912 0.108108108108108 0.138764991574983
"pouco" 0.0492174426616793 0.0781983109164842 0.192740122068744 0.0774639494696699 0.0589448865310934 0.108803165182987 0.0690675875678342 0.068479749559773 0.058968058968059 0.277529983149965
"estrada" 0.196869770646717 0.093837973099781 0.136524253132027 0.0357525920629246 0.0196482955103645 0.207715133531157 0.0986679822397632 0.15652514185091 0.0982800982800983 0.0198235702249975
"tempo" 0.0590609311940152 0.0781983109164842 0.24092515258593 0.0953402455011322 0.127713920817369 0.0593471810089021 0.0888011840157869 0.068479749559773 0.058968058968059 0.118941421349985
"esta" 0.0590609311940152 0.109477635283078 0.088339222614841 0.125134072220236 0.127713920817369 0.0692383778437191 0.10853478046374 0.166307963216592 0.0687960687960688 0.0892060660124888
"aos" 0.0196869770646717 0.0625586487331874 0.144555091551558 0.113216541532594 0.117889773062187 0.0494559841740851 0.0888011840157869 0.0880453922911368 0.0491400491400491 0.23788284269997
"corpo" 0.11812186238803 0.203315608382859 0.136524253132027 0.113216541532594 0.0294724432655467 0.108803165182987 0.0789343857918106 0.117393856388182 0.0687960687960688 0.0495589255624938
"passa" 0.137808839452702 0.093837973099781 0.056215868936717 0.0595876534382076 0.0589448865310934 0.0791295746785361 0.167735569807597 0.0782625709254549 0.0786240786240786 0.208147487362474
"fim" 0.00984348853233586 0.0312793243665937 0.088339222614841 0.0536288880943868 0.0687690342862757 0.187932739861523 0.177602368031574 0.15652514185091 0.127764127764128 0.0792942808999901
"pela" 0.16733930504971 0.125117297466375 0.120462576292965 0.107257776188774 0.0785931820414579 0.0791295746785361 0.0789343857918106 0.0391312854627274 0.117936117936118 0.0594707106749926
"seja" 0.0885913967910227 0.0781983109164842 0.088339222614841 0.0774639494696699 0.127713920817369 0.158259149357072 0.0690675875678342 0.0586969281940912 0.127764127764128 0.0892060660124888
"depois" 0.157495816517374 0.093837973099781 0.192740122068744 0.101299010844953 0.0687690342862757 0.138476755687438 0.0690675875678342 0.00978282136568186 0.0294840294840295 0.0594707106749926
"momento" 0.0885913967910227 0.0781983109164842 0.08030838419531 0.0417113574067453 0.117889773062187 0.118694362017804 0.138135175135668 0.0586969281940912 0.0982800982800983 0.15858856179998
"talvez" 0.127965350920366 0.093837973099781 0.056215868936717 0.0834227148134906 0.137538068572551 0.118694362017804 0.18746916625555 0.0391312854627274 0.0491400491400491 0.0693824957874913
"cada" 0.137808839452702 0.109477635283078 0.088339222614841 0.0834227148134906 0.0491207387759112 0.039564787339268 0.029600394671929 0.0978282136568186 0.058968058968059 0.257706412924968
"olhar" 0.0590609311940152 0.125117297466375 0.072277545775779 0.0417113574067453 0.0491207387759112 0.0890207715133531 0.197335964479526 0.1076110350225 0.216216216216216 0.0297353553374963
"outros" 0.137808839452702 0.0156396621832968 0.08030838419531 0.0715051841258491 0.17683465959328 0.108803165182987 0.0394671928959053 0.0586969281940912 0.0982800982800983 0.138764991574983
"às" 0.157495816517374 0.172036284016265 0.040154192097655 0.125134072220236 0.186658807348463 0.039564787339268 0.0197335964479526 0.0195656427313637 0.0687960687960688 0.118941421349985
"saber" 0.16733930504971 0.0781983109164842 0.08030838419531 0.0476701227505661 0.0589448865310934 0.168150346191889 0.128268376911692 0.0978282136568186 0.108108108108108 0.0198235702249975
"longe" 0.127965350920366 0.140756959649672 0.032123353678124 0.148969133595519 0 0.0791295746785361 0.029600394671929 0.1076110350225 0.0982800982800983 0.148676776687481
"mal" 0.0787479082586869 0.109477635283078 0.056215868936717 0.0595876534382076 0.0589448865310934 0.158259149357072 0.207202762703503 0.068479749559773 0.0982800982800983 0.0594707106749926
"num" 0.068904419726351 0.156396621832968 0.120462576292965 0.0953402455011322 0.0785931820414579 0.039564787339268 0.0888011840157869 0.0978282136568186 0.157248157248157 0.0297353553374963
"sim" 0.108278373855694 0.0469189865498905 0.152585929971089 0.0715051841258491 0.255427841634738 0.029673590504451 0.0493339911198816 0.0489141068284093 0.0786240786240786 0.0594707106749926
"também" 0.0590609311940152 0.0781983109164842 0.096370061034372 0.0715051841258491 0.245603693879556 0.0692383778437191 0.148001973359645 0.0489141068284093 0.0687960687960688 0.0297353553374963
"menos" 0.137808839452702 0.109477635283078 0.096370061034372 0.0715051841258491 0.147362216327734 0.108803165182987 0.0493339911198816 0.0195656427313637 0.0687960687960688 0.109029636237486
"ainda" 0.0393739541293434 0.109477635283078 0.040154192097655 0.107257776188774 0.0491207387759112 0.19782393669634 0.0789343857918106 0.117393856388182 0.108108108108108 0.0495589255624938
"terra" 0.206713259179053 0.125117297466375 0.056215868936717 0.0417113574067453 0.0785931820414579 0.0890207715133531 0.148001973359645 0.0391312854627274 0.0196560196560197 0.118941421349985
"sono" 0.0196869770646717 0.0469189865498905 0.048185030517186 0.0119175306876415 0.255427841634738 0.118694362017804 0.148001973359645 0.146742320485228 0.058968058968059 0.0495589255624938
"mãos" 0.0196869770646717 0.093837973099781 0.08030838419531 0.0953402455011322 0.0294724432655467 0.0989119683481701 0.0986679822397632 0.0978282136568186 0.058968058968059 0.178412132024978
"triste" 0.0393739541293434 0.0469189865498905 0.048185030517186 0.0536288880943868 0.0589448865310934 0.158259149357072 0.0493339911198816 0.166307963216592 0.157248157248157 0.0892060660124888
"vem" 0.0590609311940152 0.0312793243665937 0.064246707356248 0.172804194970802 0.0785931820414579 0.158259149357072 0.0789343857918106 0.0489141068284093 0.0393120393120393 0.0495589255624938
"sabe" 0.0885913967910227 0.172036284016265 0.016061676839062 0.101299010844953 0.0294724432655467 0.118694362017804 0.0888011840157869 0.0880453922911368 0.0884520884520884 0.0792942808999901
"luz" 0.147652327985038 0.0469189865498905 0.088339222614841 0.0476701227505661 0.0687690342862757 0.148367952522255 0.0690675875678342 0.1076110350225 0.0884520884520884 0.0198235702249975
"vai" 0.0984348853233586 0 0.032123353678124 0.0715051841258491 0.0785931820414579 0.0593471810089021 0.10853478046374 0.117393856388182 0.196560196560197 0.039647140449995
"mesma" 0.108278373855694 0.109477635283078 0.120462576292965 0.119175306876415 0.0491207387759112 0.029673590504451 0.029600394671929 0.0586969281940912 0.058968058968059 0.0991178511249876
"ninguém" 0.0590609311940152 0.0469189865498905 0.024092515258593 0.0417113574067453 0.0589448865310934 0.128585558852621 0.128268376911692 0.146742320485228 0.127764127764128 0.0693824957874913
