"Caeiro_1" "Caeiro_2" "Campos_1" "Campos_2" "Campos_3" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Reis_1"
"Caeiro_1" 0 0.762686359291702 1.23887124460434 1.21114274607073 1.12906857261205 1.37993285497418 1.36879978101406 1.15594055970757 1.1915769631747 1.50237131971247
"Caeiro_2" 0.762686359291702 0 1.24939321792615 1.25080907452379 1.18548722120121 1.38829203514498 1.34062239868133 1.19958346604606 1.20129391380444 1.3849125978889
"Campos_1" 1.23887124460434 1.24939321792615 0 0.769131529418257 0.732874094215365 1.22290002326904 1.32608399472468 1.11687739830708 1.24105550875166 1.35827657248922
"Campos_2" 1.21114274607073 1.25080907452379 0.769131529418257 0 0.649666349589857 1.34563897438727 1.39261930200911 1.15684831020276 1.23593873937618 1.32993729958629
"Campos_3" 1.12906857261205 1.18548722120121 0.732874094215365 0.649666349589857 0 1.14654612858624 1.23092739758434 1.06061568401275 1.06979042012251 1.33246774439378
"Pessoa_1" 1.37993285497418 1.38829203514498 1.22290002326904 1.34563897438727 1.14654612858624 0 0.65629738560014 0.713221762642923 0.638877975030951 1.33465447914504
"Pessoa_2" 1.36879978101406 1.34062239868133 1.32608399472468 1.39261930200911 1.23092739758434 0.65629738560014 0 0.677819498039975 0.634685729085337 1.32162771340685
"Pessoa_3" 1.15594055970757 1.19958346604606 1.11687739830708 1.15684831020276 1.06061568401275 0.713221762642923 0.677819498039975 0 0.735929817438299 1.21784667258212
"Pessoa_4" 1.1915769631747 1.20129391380444 1.24105550875166 1.23593873937618 1.06979042012251 0.638877975030951 0.634685729085337 0.735929817438299 0 1.39682622028189
"Reis_1" 1.50237131971247 1.3849125978889 1.35827657248922 1.32993729958629 1.33246774439378 1.33465447914504 1.32162771340685 1.21784667258212 1.39682622028189 0
