"Caeiro_1" "Caeiro_2" "Campos_1" "Campos_2" "Campos_3" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Reis_1"
"só" 0.630604000394127 0.452841973766396 0.274214082851826 0.274348422496571 0.327784561989845 0.463602288419807 0.544770206022187 0.642355964028066 0.442260442260442 0.485677470512439
"ao" 0.39412750024633 0.28107432854466 0.450494564685143 0.548696844993141 0.488463268847612 0.434010652988755 0.455625990491284 0.375531178970254 0.373464373464373 0.485677470512439
"minha" 0.522218937826387 0.655840099937539 0.323180883361081 0.379246348745259 0.578443344687962 0.45373840994279 0.495245641838352 0.38541357841684 0.461916461916462 0.118941421349985
"nem" 0.472953000295596 0.499687695190506 0.303594163157379 0.363108206245461 0.192814448229321 0.512921680804893 0.53486529318542 0.454590374542939 0.501228501228501 0.664089602537417
"nada" 0.305448812690906 0.218613366645846 0.293800803055528 0.419591704994755 0.154251558583457 0.631288222529098 0.36648177496038 0.672003162367823 0.501228501228501 0.654177817424918
"mais" 0.463099812789437 0.687070580886946 0.401527764175889 0.363108206245461 0.334211710264156 0.295916354310515 0.316957210776545 0.365648779523668 0.235872235872236 0.792942808999901
"há" 0.354714750221697 0.374765771392879 0.31338752325923 0.411522633744856 0.231377337875185 0.690471493391201 0.495245641838352 0.395295977863425 0.383292383292383 0.15858856179998
"dos" 0.374421125234013 0.296689569019363 0.41132112427774 0.419591704994755 0.74554919982004 0.167685934109292 0.198098256735341 0.118588793359028 0.157248157248157 0.455942115174943
"alma" 0.16750418760469 0.14053716427233 0.254627362648125 0.266279351246672 0.379201748184331 0.473466166896824 0.485340729001585 0.573179167901967 0.599508599508599 0.168500346912479
"das" 0.374421125234013 0.374765771392879 0.430907844481442 0.427660776244654 0.610579086059515 0.13809429867824 0.287242472266244 0.118588793359028 0.176904176904177 0.327088908712459
"sou" 0.216770125135481 0.32792004996877 0.31338752325923 0.258210279996772 0.257085930972428 0.404419017557704 0.386291600633914 0.780709556280265 0.452088452088452 0.0792942808999901
"porque" 0.591191250369494 0.796377264209869 0.264420722749976 0.18558863874768 0.199241596503631 0.217005326494378 0.36648177496038 0.415060776756597 0.314496314496314 0.23788284269997
"sei" 0.344861562715538 0.484072454715803 0.186073841935168 0.234003066247075 0.192814448229321 0.364963503649635 0.53486529318542 0.494119972329282 0.481572481572482 0.138764991574983
"à" 0.354714750221697 0.265459088069956 0.372147683870336 0.355039134995562 0.250658782698117 0.295916354310515 0.297147385103011 0.197647988931713 0.216216216216216 0.416294974724948
"onde" 0.157651000098532 0.14053716427233 0.264420722749976 0.242072137496974 0.212095893052253 0.414282896034721 0.396196513470681 0.375531178970254 0.530712530712531 0.227971057587471
"nos" 0.157651000098532 0.390381011867583 0.176280481833317 0.18558863874768 0.28279452406967 0.108502663247189 0.16838351822504 0.148235991698784 0.245700245700246 1.09029636237486
"ter" 0.256182875160114 0.437226733291693 0.254627362648125 0.217864923747277 0.173533003406389 0.266324718879463 0.425911251980983 0.375531178970254 0.304668304668305 0.109029636237486
"quando" 0.403980687752488 0.499687695190506 0.195867202037019 0.18558863874768 0.18638729995501 0.187413691063326 0.198098256735341 0.336001581183911 0.275184275184275 0.247794627812469
"são" 0.364567937727855 0.468457214241099 0.176280481833317 0.250141208746873 0.18638729995501 0.217005326494378 0.188193343898574 0.256942385611226 0.275184275184275 0.227971057587471
"todos" 0.16750418760469 0.156152404747033 0.332974243462932 0.774630839990317 0.404910341281573 0.059183270862103 0.0495245641838352 0.0691767961260994 0.147420147420147 0.039647140449995
"eh" 0 0 0.127313681324062 0.0242072137496974 1.52966128928594 0.0197277569540343 0 0 0 0
"coisa" 0.492659375307912 0.546533416614616 0.225247282342572 0.330831921245865 0.173533003406389 0.157822055632275 0.16838351822504 0.177883190038541 0.186732186732187 0.0594707106749926
"tenho" 0.275889250172431 0.249843847595253 0.372147683870336 0.306624707496167 0.109261520663282 0.364963503649635 0.148573692551506 0.237177586718055 0.314496314496314 0.039647140449995
"te" 0.197063750123165 0.156152404747033 0.215453922240721 0.137174211248285 0.231377337875185 0.286052475833498 0.227812995245642 0.187765589485127 0.157248157248157 0.465853900287442
"dia" 0.137944625086215 0.202998126171143 0.117520321222211 0.209795852497378 0.083552927566039 0.295916354310515 0.208003169572108 0.237177586718055 0.353808353808354 0.327088908712459
"noite" 0.157651000098532 0.249843847595253 0.156693761629615 0.177519567497781 0.147824410309146 0.335371868218584 0.227812995245642 0.207530388378298 0.343980343980344 0.128853206462484
"mundo" 0.157651000098532 0.421611492816989 0.31338752325923 0.153312353748084 0.115688668937592 0.226869204971395 0.208003169572108 0.22729518727147 0.196560196560197 0.178412132024978
"sempre" 0.236476500147798 0.18738288569644 0.195867202037019 0.338900992495764 0.205668744777942 0.217005326494378 0.0495245641838352 0.168000790591956 0.226044226044226 0.198235702249975
"já" 0.187210562617007 0.0624609618988132 0.0979336010185095 0.161381424997983 0.083552927566039 0.315644111264549 0.287242472266244 0.345883980630497 0.294840294840295 0.178412132024978
"coisas" 0.571484875357178 0.405996252342286 0.195867202037019 0.209795852497378 0.205668744777942 0.0789110278161373 0.0693343898573693 0.0790591955726851 0.058968058968059 0.15858856179998
"coração" 0.0197063750123165 0 0.186073841935168 0.225933994997176 0.0964072241146603 0.355099625172618 0.287242472266244 0.395295977863425 0.324324324324324 0.039647140449995
"nunca" 0.403980687752488 0.23422860712055 0.215453922240721 0.104897926248689 0.154251558583457 0.217005326494378 0.158478605388273 0.197647988931713 0.137592137592138 0.148676776687481
"sol" 0.492659375307912 0.249843847595253 0.0783468808148076 0.193657709997579 0.0578443344687962 0.167685934109292 0.237717908082409 0.15811839114537 0.137592137592138 0.218059272474973
"tem" 0.315302000197064 0.23422860712055 0.20566056213887 0.0403453562494957 0.0964072241146603 0.266324718879463 0.198098256735341 0.247059986164641 0.235872235872236 0.0991178511249876
"isto" 0.197063750123165 0.343535290443473 0.225247282342572 0.201726781247478 0.237804486149495 0.118366541724206 0.108954041204437 0.148235991698784 0.117936117936118 0.039647140449995
"meus" 0.206916937629323 0.23422860712055 0.137107041425913 0.234003066247075 0.218523041326563 0.128230420201223 0.0891442155309033 0.128471192805613 0.206388206388206 0.0892060660124888
"mesmo" 0.157651000098532 0.14053716427233 0.186073841935168 0.225933994997176 0.18638729995501 0.147958177155257 0.108954041204437 0.108706393912442 0.137592137592138 0.23788284269997
"quero" 0.187210562617007 0.14053716427233 0.117520321222211 0.0806907124989914 0.147824410309146 0.187413691063326 0.118858954041204 0.22729518727147 0.235872235872236 0.247794627812469
"ó" 0 0 0.421114484379591 0.145243282498184 0.392056044732952 0.0887749062931545 0.0693343898573693 0.0988239944658563 0.216216216216216 0.0495589255624938
"assim" 0.197063750123165 0.296689569019363 0.0979336010185095 0.137174211248285 0.083552927566039 0.20714144801736 0.178288431061807 0.217412787824884 0.108108108108108 0.168500346912479
"deus" 0.236476500147798 0.0312304809494066 0.146900401527764 0.18558863874768 0.199241596503631 0.0789110278161373 0.188193343898574 0.15811839114537 0.0786240786240786 0.188323917137476
"isso" 0.275889250172431 0.32792004996877 0.225247282342572 0.193657709997579 0.134970113760524 0.0986387847701716 0.0594294770206022 0.138353592252199 0.117936117936118 0.0297353553374963
"qualquer" 0.128091437580057 0.218613366645846 0.137107041425913 0.18558863874768 0.128542965486214 0.246596961925429 0.148573692551506 0.207530388378298 0.117936117936118 0.0297353553374963
"entre" 0.0492659375307912 0.0468457214241099 0.166487121731466 0.121036068748487 0.0449900379201748 0.20714144801736 0.346671949286846 0.22729518727147 0.275184275184275 0.039647140449995
"sonho" 0.0295595625184747 0.0312304809494066 0.0881402409166585 0.0726216412490922 0.0578443344687962 0.246596961925429 0.287242472266244 0.345883980630497 0.314496314496314 0.039647140449995
"todas" 0.147797812592374 0.0936914428482199 0.195867202037019 0.355039134995562 0.359920303361399 0.0394555139080687 0.0198098256735341 0.0296471983397569 0.0294840294840295 0.00991178511249876
"estou" 0.137944625086215 0.156152404747033 0.264420722749976 0.250141208746873 0.0514171861944855 0.167685934109292 0.108954041204437 0.138353592252199 0.176904176904177 0.00991178511249876
"tão" 0.0985318750615824 0.0780762023735165 0.0979336010185095 0.169450496247882 0.179960151680699 0.0986387847701716 0.118858954041204 0.177883190038541 0.196560196560197 0.138764991574983
"bem" 0.137944625086215 0.124921923797626 0.146900401527764 0.056483498749294 0.0706986310174176 0.266324718879463 0.237717908082409 0.187765589485127 0.108108108108108 0.0991178511249876
"era" 0.137944625086215 0.0468457214241099 0.127313681324062 0.18558863874768 0.160678706857767 0.128230420201223 0.158478605388273 0.207530388378298 0.176904176904177 0
"pensar" 0.305448812690906 0.32792004996877 0.10772696112036 0.145243282498184 0.0578443344687962 0.118366541724206 0.188193343898574 0.108706393912442 0.108108108108108 0.0297353553374963
"está" 0.22662331264164 0.23422860712055 0.117520321222211 0.0806907124989914 0.115688668937592 0.147958177155257 0.198098256735341 0.128471192805613 0.127764127764128 0.0594707106749926
"dentro" 0.128091437580057 0.14053716427233 0.195867202037019 0.177519567497781 0.244231634423806 0.0690471493391201 0.118858954041204 0.0592943966795138 0.117936117936118 0.0495589255624938
"outra" 0.157651000098532 0.202998126171143 0.146900401527764 0.169450496247882 0.257085930972428 0.108502663247189 0.0792393026941363 0.0494119972329282 0.0687960687960688 0.0594707106749926
"ah" 0.00985318750615824 0.0780762023735165 0.20566056213887 0.112966997498588 0.237804486149495 0.157822055632275 0.118858954041204 0.177883190038541 0.117936117936118 0.0495589255624938
"olhos" 0.16750418760469 0.296689569019363 0.10772696112036 0.137174211248285 0.109261520663282 0.128230420201223 0.0792393026941363 0.108706393912442 0.0982800982800983 0.178412132024978
"sinto" 0.177357375110848 0.23422860712055 0.0587601606111057 0.0968288549987896 0.0771257792917283 0.157822055632275 0.138668779714739 0.15811839114537 0.235872235872236 0.0792942808999901
"sobre" 0.108385062567741 0.109306683322923 0.0391734404074038 0.0726216412490922 0.289221672343981 0.128230420201223 0.128763866877971 0.148235991698784 0.117936117936118 0.118941421349985
"grande" 0.118238250073899 0.14053716427233 0.127313681324062 0.169450496247882 0.257085930972428 0.0887749062931545 0.0891442155309033 0.0790591955726851 0.127764127764128 0.0297353553374963
"ver" 0.285742437678589 0.296689569019363 0.0979336010185095 0.0242072137496974 0.0706986310174176 0.0986387847701716 0.158478605388273 0.217412787824884 0.0982800982800983 0.0693824957874913
"toda" 0.187210562617007 0.0780762023735165 0.20566056213887 0.153312353748084 0.173533003406389 0.157822055632275 0.0990491283676704 0.0790591955726851 0.0786240786240786 0.0297353553374963
"sentir" 0.157651000098532 0.0936914428482199 0.0881402409166585 0.145243282498184 0.0964072241146603 0.147958177155257 0.188193343898574 0.148235991698784 0.176904176904177 0.0297353553374963
"céu" 0.128091437580057 0.124921923797626 0.0195867202037019 0.0242072137496974 0.0321357413715534 0.157822055632275 0.188193343898574 0.375531178970254 0.265356265356265 0.0198235702249975
"quanto" 0.0591191250369495 0.0624609618988132 0.0587601606111057 0.0484144274993948 0.109261520663282 0.236733083448412 0.0891442155309033 0.197647988931713 0.176904176904177 0.227971057587471
"nós" 0.147797812592374 0.124921923797626 0.0685535207129566 0.0322762849995965 0.115688668937592 0.0789110278161373 0.178288431061807 0.0988239944658563 0.0393120393120393 0.39647140449995
"ele" 0.403980687752488 0.14053716427233 0.137107041425913 0.112966997498588 0.109261520663282 0.0493193923850858 0.0594294770206022 0.0494119972329282 0.0687960687960688 0.128853206462484
"seu" 0.0886786875554242 0.0780762023735165 0.0587601606111057 0.0161381424997983 0.122115817211903 0.108502663247189 0.148573692551506 0.108706393912442 0.186732186732187 0.307265338487462
"ela" 0.236476500147798 0.249843847595253 0.137107041425913 0.0726216412490922 0.0642714827431069 0.0986387847701716 0.16838351822504 0.0691767961260994 0.0687960687960688 0.109029636237486
