"Caeiro_1" "Caeiro_2" "Caeiro_3" "Campos_1" "Campos_2" "Campos_3" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Reis_1" "Reis_2"
"foram" 0.00395945517896737 0 0.00982994200334218 0.045526974732529 0.0223618141529955 0.0359867568734706 0.00978952520802741 0.00986290561199329 0.0197005516154452 0.0156506768917756 0.0146121390345029 0.0131760985572172 0.0145211645974007
"lei" 0 0 0 0 0 0 0.0391581008321096 0.0394516224479732 0.00985027580772262 0.0293450191720792 0.0347038302069444 0.0131760985572172 0.0217817468961011
"livro" 0.0158378207158695 0.00984251968503937 0.0294898260100265 0.0151756582441763 0.0162631375658149 0.0215920541240823 0.0195790504160548 0 0.0197005516154452 0.0136943422803036 0.01278562165519 0.032940246393043 0.0290423291948014
"louco" 0 0 0 0 0.0121973531743612 0.0143947027493882 0.0391581008321096 0.00986290561199329 0.0394011032308905 0.0254323499491353 0.0292242780690058 0.0065880492786086 0.00726058229870036
"mentira" 0.0475134621476085 0.0492125984251969 0.0589796520200531 0.0151756582441763 0.00406578439145372 0 0.0195790504160548 0.00986290561199329 0.00985027580772262 0.0156506768917756 0.0164386564138158 0 0
"nela" 0.031675641431739 0.0393700787401575 0.00982994200334218 0.0151756582441763 0.00406578439145372 0 0.00978952520802741 0.00986290561199329 0.0197005516154452 0.0156506768917756 0.0182651737931286 0.032940246393043 0.0290423291948014
"perdida" 0 0 0 0.0227634873662645 0.0121973531743612 0 0.0195790504160548 0.00986290561199329 0.0197005516154452 0.0313013537835511 0.0328773128276316 0 0
"põe" 0.00395945517896737 0 0 0.00758782912208817 0.0162631375658149 0.0215920541240823 0.00978952520802741 0 0.00985027580772262 0.0234760153376634 0.0219182085517544 0.0263521971144344 0.0363029114935018
"queria" 0.0435540069686411 0.0492125984251969 0 0.0151756582441763 0.0264275985444492 0.0431841082481647 0.00978952520802741 0.00986290561199329 0.00985027580772262 0.00782533844588778 0.00730606951725146 0 0
"sê" 0 0 0 0.0303513164883527 0.0162631375658149 0.00719735137469411 0.00978952520802741 0.00986290561199329 0.0197005516154452 0.0136943422803036 0.0146121390345029 0.0527043942288688 0.0580846583896028
"único" 0.0593918276845106 0.0590551181102362 0.0688095940233953 0 0.0101644609786343 0.0215920541240823 0 0 0 0.00782533844588778 0.00730606951725146 0.0131760985572172 0.0145211645974007
"verão" 0.0237567310738042 0.00984251968503937 0.0393197680133687 0.0227634873662645 0.0121973531743612 0.0215920541240823 0.00978952520802741 0.00986290561199329 0 0.00782533844588778 0.00913258689656432 0.0527043942288688 0.0435634937922021
"vinho" 0 0 0 0 0.00203289219572686 0 0.00978952520802741 0.00986290561199329 0 0.0117380076688317 0.0182651737931286 0.0988207391791291 0.101648152181805
"ante" 0 0 0 0.00758782912208817 0.0121973531743612 0.0143947027493882 0 0 0.00985027580772262 0.0293450191720792 0.0310507954483187 0.0197641478358258 0.0145211645974007
"baixo" 0.0118783655369021 0.0196850393700787 0.00982994200334218 0.0607026329767054 0.0365920595230835 0.00719735137469411 0 0.00986290561199329 0.0197005516154452 0.00782533844588778 0.00913258689656432 0.0065880492786086 0.00726058229870036
"bela" 0.0277161862527716 0.0295275590551181 0.0393197680133687 0 0.0223618141529955 0.0575788109975529 0 0.0197258112239866 0.00985027580772262 0.0117380076688317 0.00913258689656432 0 0
"cá" 0.0158378207158695 0.0295275590551181 0.00982994200334218 0.045526974732529 0.0304933829359029 0.0215920541240823 0 0.00986290561199329 0.0394011032308905 0.00978167305735973 0.00913258689656432 0 0
"céus" 0 0 0 0.00758782912208817 0.00406578439145372 0.00719735137469411 0.0195790504160548 0.00986290561199329 0.0394011032308905 0.0293450191720792 0.0310507954483187 0.0131760985572172 0.0145211645974007
"deles" 0.0118783655369021 0.00984251968503937 0.0196598840066844 0.0303513164883527 0.0304933829359029 0.0503814596228588 0 0 0 0.00195633461147195 0.00365303475862573 0.0461163449502602 0.0363029114935018
"enorme" 0.0237567310738042 0.00984251968503937 0.0294898260100265 0 0.014230245370088 0.0215920541240823 0.00978952520802741 0.0295887168359799 0.0295508274231678 0.0176070115032475 0.0200916911724415 0 0
"faço" 0.0277161862527716 0.0295275590551181 0.00982994200334218 0.0151756582441763 0.014230245370088 0.00719735137469411 0.00978952520802741 0.0295887168359799 0.00985027580772262 0.0176070115032475 0.0164386564138158 0.0131760985572172 0.00726058229870036
"farei" 0 0 0 0 0 0 0.0293685756240822 0.0887661505079396 0.00985027580772262 0.0313013537835511 0.0328773128276316 0 0
"fito" 0 0 0 0.00758782912208817 0.00203289219572686 0 0 0.0197258112239866 0.0492513790386131 0.035214023006495 0.0365303475862573 0 0
"impossível" 0 0 0 0.0303513164883527 0.0304933829359029 0.0359867568734706 0 0.0197258112239866 0.0197005516154452 0.0195633461147195 0.0164386564138158 0 0
"nome" 0.0237567310738042 0.0196850393700787 0.0491497100167109 0.00758782912208817 0.0101644609786343 0.0143947027493882 0.0293685756240822 0.00986290561199329 0 0.0136943422803036 0.01278562165519 0.0263521971144344 0.0290423291948014
"rainha" 0 0 0 0.00758782912208817 0.00813156878290744 0 0.0587371512481645 0.00986290561199329 0.0591016548463357 0.0254323499491353 0.0237447259310672 0.0065880492786086 0.0145211645974007
"tamanho" 0.063351282863478 0.0590551181102362 0.0589796520200531 0.00758782912208817 0.00813156878290744 0.00719735137469411 0 0 0.0197005516154452 0.00978167305735973 0.0109591042758772 0 0
"vã" 0 0 0 0 0.00609867658718058 0.00719735137469411 0.0195790504160548 0.0493145280599665 0.0394011032308905 0.0254323499491353 0.0255712433103801 0.0131760985572172 0.0217817468961011
"vir" 0.0356350966107064 0.0492125984251969 0.0196598840066844 0.0227634873662645 0.014230245370088 0.00719735137469411 0 0.0295887168359799 0.00985027580772262 0.0156506768917756 0.0146121390345029 0 0
"bater" 0 0 0 0.0151756582441763 0.0121973531743612 0.0143947027493882 0 0.0197258112239866 0.0295508274231678 0.0234760153376634 0.0347038302069444 0 0
"brando" 0 0 0 0 0 0 0.0881057268722467 0 0.0197005516154452 0.0313013537835511 0.0292242780690058 0.0131760985572172 0.00726058229870036
"canção" 0 0 0 0 0.0101644609786343 0.0359867568734706 0.0195790504160548 0.0394516224479732 0.0197005516154452 0.0254323499491353 0.027397760689693 0 0
"dada" 0 0 0 0 0 0 0.0195790504160548 0.0197258112239866 0.0197005516154452 0.0195633461147195 0.0237447259310672 0.065880492786086 0.0508240760909025
"deixo" 0 0 0 0 0.00609867658718058 0.0143947027493882 0.0195790504160548 0.069040339283953 0.00985027580772262 0.0195633461147195 0.0182651737931286 0.0461163449502602 0.0290423291948014
"deve" 0.0395945517896737 0.0295275590551181 0.0589796520200531 0.00758782912208817 0.0121973531743612 0.0287894054987765 0 0.0197258112239866 0.00985027580772262 0.00978167305735973 0.00730606951725146 0.0131760985572172 0.0145211645974007
"diferentes" 0.0593918276845106 0.078740157480315 0.0491497100167109 0.00758782912208817 0.0101644609786343 0.0143947027493882 0 0 0 0.00195633461147195 0.00182651737931286 0.0263521971144344 0.0290423291948014
"distante" 0.00791891035793475 0.00984251968503937 0.00982994200334218 0.00758782912208817 0.00609867658718058 0.0143947027493882 0.0293685756240822 0.0394516224479732 0.00985027580772262 0.0273886845606072 0.0255712433103801 0 0
"estamos" 0.0554323725055432 0.0590551181102362 0.0393197680133687 0.00758782912208817 0.00813156878290744 0 0 0 0.0197005516154452 0.00782533844588778 0.0109591042758772 0.0197641478358258 0.0145211645974007
"glória" 0.00395945517896737 0 0 0 0.00406578439145372 0.0143947027493882 0 0.0197258112239866 0.00985027580772262 0.0136943422803036 0.01278562165519 0.0856446406219118 0.0798664052857039
"gosto" 0.0514729173265759 0.0590551181102362 0.0393197680133687 0.0303513164883527 0.0101644609786343 0.00719735137469411 0.00978952520802741 0.00986290561199329 0.00985027580772262 0.00782533844588778 0.00730606951725146 0.0065880492786086 0.00726058229870036
"ho" 0 0 0 0.113817436831323 0.0467565205017178 0.0575788109975529 0 0 0 0 0 0 0
"inverno" 0.031675641431739 0.0393700787401575 0 0.00758782912208817 0.00203289219572686 0 0.00978952520802741 0.0295887168359799 0 0.00978167305735973 0.0109591042758772 0.065880492786086 0.0508240760909025
"maior" 0.0197972758948369 0.0295275590551181 0.0196598840066844 0 0.00813156878290744 0.0215920541240823 0.0195790504160548 0.0197258112239866 0.00985027580772262 0.0117380076688317 0.0109591042758772 0.0527043942288688 0.0290423291948014
"nesse" 0.00395945517896737 0 0.00982994200334218 0 0.00609867658718058 0.00719735137469411 0.0195790504160548 0.00986290561199329 0.0591016548463357 0.0293450191720792 0.0255712433103801 0.0065880492786086 0.00726058229870036
"oiço" 0.0158378207158695 0.0196850393700787 0.00982994200334218 0.00758782912208817 0.00406578439145372 0 0.00978952520802741 0.0394516224479732 0.0492513790386131 0.0234760153376634 0.0255712433103801 0 0
"ouvido" 0.0118783655369021 0.0196850393700787 0 0.00758782912208817 0.0121973531743612 0.0215920541240823 0.0391581008321096 0.0197258112239866 0.0295508274231678 0.0215196807261914 0.0200916911724415 0 0
"sendo" 0.0237567310738042 0.0196850393700787 0.0294898260100265 0 0.00609867658718058 0.0143947027493882 0.0195790504160548 0.0295887168359799 0.00985027580772262 0.0176070115032475 0.0200916911724415 0.0131760985572172 0.0145211645974007
"sonha" 0 0 0 0.0227634873662645 0.00609867658718058 0 0.0195790504160548 0.0493145280599665 0.00985027580772262 0.0293450191720792 0.0310507954483187 0 0
"universal" 0.0158378207158695 0.0196850393700787 0.0196598840066844 0.0151756582441763 0.00813156878290744 0.00719735137469411 0.00978952520802741 0.0493145280599665 0.00985027580772262 0.0136943422803036 0.01278562165519 0.0395282956716516 0.0290423291948014
"vagamente" 0.0197972758948369 0.00984251968503937 0.0196598840066844 0.00758782912208817 0.0223618141529955 0.0143947027493882 0.0293685756240822 0.00986290561199329 0.0394011032308905 0.0156506768917756 0.0146121390345029 0 0
"visível" 0.0197972758948369 0.0196850393700787 0.0294898260100265 0.0151756582441763 0.0182960297615417 0.0143947027493882 0.00978952520802741 0 0.0295508274231678 0.0117380076688317 0.0146121390345029 0.0197641478358258 0.0145211645974007
"andar" 0.031675641431739 0.0393700787401575 0.0491497100167109 0.0303513164883527 0.0264275985444492 0.0143947027493882 0.0195790504160548 0 0.00985027580772262 0.00586900383441584 0.00547955213793859 0 0
"chama" 0 0 0 0 0.014230245370088 0.0215920541240823 0.0195790504160548 0.0295887168359799 0.00985027580772262 0.0176070115032475 0.0200916911724415 0.032940246393043 0.0290423291948014
"corre" 0.0356350966107064 0.00984251968503937 0.0786395360267374 0 0.00609867658718058 0.00719735137469411 0.0195790504160548 0.0394516224479732 0.00985027580772262 0.0156506768917756 0.0146121390345029 0 0
"felizes" 0 0 0 0.0379391456104409 0.0182960297615417 0.0143947027493882 0.00978952520802741 0.0295887168359799 0 0.00978167305735973 0.00913258689656432 0.0527043942288688 0.0508240760909025
"nossos" 0.00791891035793475 0 0.00982994200334218 0.0151756582441763 0.0243947063487223 0.0503814596228588 0 0.00986290561199329 0 0.00978167305735973 0.00730606951725146 0.0395282956716516 0.0363029114935018
"pequena" 0.0277161862527716 0.0196850393700787 0.0196598840066844 0.0227634873662645 0.0101644609786343 0 0.0195790504160548 0.00986290561199329 0.0394011032308905 0.0156506768917756 0.0164386564138158 0.0065880492786086 0.00726058229870036
"planta" 0.106905289832119 0.127952755905512 0.0491497100167109 0 0 0 0 0 0 0 0 0 0
"quarto" 0.00395945517896737 0 0.00982994200334218 0.0303513164883527 0.0203289219572686 0.0287894054987765 0.0195790504160548 0.0197258112239866 0.0197005516154452 0.0156506768917756 0.0164386564138158 0.0065880492786086 0.00726058229870036
"querem" 0.063351282863478 0.0590551181102362 0.0196598840066844 0.00758782912208817 0.00203289219572686 0 0 0.0197258112239866 0.00985027580772262 0.00978167305735973 0.00730606951725146 0.0197641478358258 0.0290423291948014
"senti" 0.0118783655369021 0.00984251968503937 0.0196598840066844 0.0303513164883527 0.0223618141529955 0.0215920541240823 0 0.00986290561199329 0.0295508274231678 0.0156506768917756 0.0164386564138158 0 0
"abaixo" 0.0277161862527716 0.0295275590551181 0.0393197680133687 0.00758782912208817 0.0203289219572686 0.0287894054987765 0.0195790504160548 0.0197258112239866 0.00985027580772262 0.00978167305735973 0.00913258689656432 0 0
"ave" 0.0158378207158695 0 0.0393197680133687 0.045526974732529 0.0203289219572686 0 0.00978952520802741 0.00986290561199329 0 0.0176070115032475 0.0164386564138158 0 0
"aw" 0 0 0 0 0.0447236283059909 0.15834173024327 0 0 0 0 0 0 0
"cessa" 0 0 0 0.00758782912208817 0.00609867658718058 0 0.00978952520802741 0.0493145280599665 0.00985027580772262 0.0234760153376634 0.0219182085517544 0.0263521971144344 0.0363029114935018
"eis" 0.0277161862527716 0.0393700787401575 0.0294898260100265 0.00758782912208817 0.00609867658718058 0.0143947027493882 0.0293685756240822 0.00986290561199329 0.00985027580772262 0.0176070115032475 0.0182651737931286 0 0
"eterno" 0.00791891035793475 0.00984251968503937 0.0196598840066844 0 0.014230245370088 0.0287894054987765 0 0.0295887168359799 0.00985027580772262 0.00978167305735973 0.00913258689656432 0.0527043942288688 0.0435634937922021
"fúria" 0 0 0 0 0.0447236283059909 0.100762919245718 0 0 0.0197005516154452 0.00586900383441584 0.00547955213793859 0 0
"nele" 0.0395945517896737 0.00984251968503937 0.0589796520200531 0 0.0121973531743612 0 0.0195790504160548 0 0.00985027580772262 0.00586900383441584 0.00547955213793859 0.0395282956716516 0.0435634937922021
"perde" 0 0 0 0.0151756582441763 0.0162631375658149 0.0143947027493882 0.0195790504160548 0.00986290561199329 0.0295508274231678 0.0215196807261914 0.027397760689693 0 0
"perder" 0.00395945517896737 0.00984251968503937 0 0 0.00203289219572686 0.00719735137469411 0.0293685756240822 0.0394516224479732 0.0492513790386131 0.0273886845606072 0.0255712433103801 0 0
"perfume" 0.0554323725055432 0.0590551181102362 0.0884694780300796 0 0.00609867658718058 0.00719735137469411 0.00978952520802741 0 0 0.00782533844588778 0.00547955213793859 0.0131760985572172 0.00726058229870036
"ponto" 0.0158378207158695 0.0196850393700787 0 0.0227634873662645 0.0243947063487223 0.0359867568734706 0 0.0197258112239866 0.0197005516154452 0.0117380076688317 0.0146121390345029 0 0
"quintal" 0.0197972758948369 0.0196850393700787 0.0294898260100265 0.00758782912208817 0.00406578439145372 0.00719735137469411 0 0.0887661505079396 0.00985027580772262 0.0195633461147195 0.0182651737931286 0 0
"rios" 0.0673107380424454 0.0295275590551181 0.0884694780300796 0 0.00406578439145372 0 0 0 0.0197005516154452 0.00586900383441584 0.00365303475862573 0.0263521971144344 0.0145211645974007
"sentidos" 0.0475134621476085 0.0196850393700787 0.0589796520200531 0.0151756582441763 0.0223618141529955 0.0215920541240823 0 0 0 0.00586900383441584 0.00913258689656432 0 0
"trago" 0.0277161862527716 0.0196850393700787 0.0393197680133687 0.00758782912208817 0.0121973531743612 0.00719735137469411 0.00978952520802741 0.0394516224479732 0.0197005516154452 0.0156506768917756 0.0146121390345029 0 0
"treva" 0 0 0 0.00758782912208817 0.00203289219572686 0 0.0489476260401371 0.0197258112239866 0.0295508274231678 0.0254323499491353 0.0237447259310672 0.0263521971144344 0.0145211645974007
"vivemos" 0.0197972758948369 0.0196850393700787 0 0.0151756582441763 0.0121973531743612 0 0.0195790504160548 0 0.00985027580772262 0.00978167305735973 0.01278562165519 0.0527043942288688 0.0435634937922021
"cala" 0 0 0 0 0 0 0.0391581008321096 0 0 0.0156506768917756 0.0146121390345029 0.0790565913433032 0.0798664052857039
"embora" 0.0158378207158695 0.0196850393700787 0 0.00758782912208817 0.0304933829359029 0.00719735137469411 0.00978952520802741 0.00986290561199329 0.0197005516154452 0.0136943422803036 0.01278562165519 0.0065880492786086 0.00726058229870036
"iguais" 0.0237567310738042 0.0196850393700787 0.0196598840066844 0.00758782912208817 0.00406578439145372 0 0 0.00986290561199329 0.00985027580772262 0.0136943422803036 0.0164386564138158 0.0395282956716516 0.0435634937922021
"logo" 0 0 0 0.00758782912208817 0.00609867658718058 0.0143947027493882 0.0391581008321096 0 0.0295508274231678 0.0215196807261914 0.027397760689693 0.0131760985572172 0.0145211645974007
"momentos" 0.00791891035793475 0.00984251968503937 0 0.0531148038546172 0.0325262751316298 0.0431841082481647 0 0 0 0.00782533844588778 0.00730606951725146 0.0065880492786086 0.0145211645974007
"mulher" 0.00395945517896737 0 0 0.0151756582441763 0.028460490740176 0.0431841082481647 0.00978952520802741 0.00986290561199329 0.0295508274231678 0.0156506768917756 0.01278562165519 0 0
"sabes" 0.0277161862527716 0.0393700787401575 0.00982994200334218 0.00758782912208817 0.0203289219572686 0 0 0 0.0394011032308905 0.0136943422803036 0.01278562165519 0.0065880492786086 0.00726058229870036
"serve" 0.0118783655369021 0 0.0196598840066844 0.0227634873662645 0.0223618141529955 0 0 0.00986290561199329 0.00985027580772262 0.00782533844588778 0.00913258689656432 0.0461163449502602 0.0435634937922021
"teve" 0 0 0 0.0379391456104409 0.0182960297615417 0 0.0293685756240822 0.0197258112239866 0 0.0215196807261914 0.0200916911724415 0.0065880492786086 0.00726058229870036
"ventos" 0 0 0 0.00758782912208817 0.0365920595230835 0.0791708651216352 0 0 0.00985027580772262 0.00782533844588778 0.0109591042758772 0.0065880492786086 0.00726058229870036
"vossa" 0 0 0 0 0.0264275985444492 0.0935655678710235 0.0195790504160548 0 0 0.00586900383441584 0.00730606951725146 0.0263521971144344 0.0290423291948014
"acima" 0 0 0 0.0151756582441763 0.0182960297615417 0.00719735137469411 0.00978952520802741 0 0 0.00195633461147195 0.00182651737931286 0.0856446406219118 0.101648152181805
"bruma" 0 0 0 0.00758782912208817 0.00406578439145372 0.00719735137469411 0.0881057268722467 0.00986290561199329 0.0197005516154452 0.0254323499491353 0.0237447259310672 0 0
"cansado" 0.00395945517896737 0 0 0.0379391456104409 0.0203289219572686 0 0.0195790504160548 0.0197258112239866 0.0295508274231678 0.0156506768917756 0.0164386564138158 0.0065880492786086 0.00726058229870036
"cara" 0.0395945517896737 0.0492125984251969 0.0589796520200531 0.0227634873662645 0.0203289219572686 0.0215920541240823 0 0 0 0.00391266922294389 0.00547955213793859 0 0
"cuja" 0 0 0 0.00758782912208817 0.0223618141529955 0.0287894054987765 0.0293685756240822 0.0197258112239866 0.0295508274231678 0.0156506768917756 0.0146121390345029 0.0065880492786086 0.00726058229870036
"incerta" 0 0 0 0.00758782912208817 0.0101644609786343 0.00719735137469411 0 0.0197258112239866 0.0394011032308905 0.0215196807261914 0.0237447259310672 0.0197641478358258 0.0145211645974007
"jaz" 0 0 0 0.0151756582441763 0.00813156878290744 0 0.0195790504160548 0.00986290561199329 0.00985027580772262 0.0195633461147195 0.0219182085517544 0.032940246393043 0.0363029114935018
"mala" 0.00395945517896737 0 0 0.0151756582441763 0.0548880892846252 0 0 0 0 0.00782533844588778 0.0146121390345029 0 0
"peito" 0.00791891035793475 0.00984251968503937 0 0.0151756582441763 0.0162631375658149 0.0143947027493882 0.0293685756240822 0 0.00985027580772262 0.0215196807261914 0.0164386564138158 0.0131760985572172 0.00726058229870036
"queres" 0.0237567310738042 0.0295275590551181 0.0294898260100265 0.0303513164883527 0.014230245370088 0 0.0195790504160548 0.0295887168359799 0 0.0136943422803036 0.01278562165519 0 0
"roda" 0.0197972758948369 0.00984251968503937 0 0.00758782912208817 0.0182960297615417 0.0143947027493882 0.00978952520802741 0.0295887168359799 0.00985027580772262 0.0156506768917756 0.01278562165519 0.0131760985572172 0.0145211645974007
"tantas" 0 0 0 0.0682904620987935 0.0325262751316298 0.0215920541240823 0.0195790504160548 0.00986290561199329 0 0.00978167305735973 0.0109591042758772 0 0
"última" 0.0158378207158695 0.0196850393700787 0.0196598840066844 0.00758782912208817 0.0121973531743612 0.00719735137469411 0.0195790504160548 0.0394516224479732 0 0.0195633461147195 0.0182651737931286 0 0
"uns" 0.0197972758948369 0.0196850393700787 0 0 0.00609867658718058 0.00719735137469411 0 0 0.0295508274231678 0.0156506768917756 0.0146121390345029 0.0461163449502602 0.0363029114935018
"vêm" 0.00791891035793475 0 0.0196598840066844 0.00758782912208817 0.014230245370088 0.00719735137469411 0.00978952520802741 0 0 0.0117380076688317 0.0182651737931286 0.0527043942288688 0.0290423291948014
"corpos" 0 0 0 0.0151756582441763 0.0264275985444492 0.0359867568734706 0.00978952520802741 0 0.0197005516154452 0.00782533844588778 0.00913258689656432 0.0263521971144344 0.0363029114935018
"escrever" 0.031675641431739 0.0196850393700787 0.0393197680133687 0.0531148038546172 0.0182960297615417 0.00719735137469411 0.00978952520802741 0.00986290561199329 0 0.00782533844588778 0.00730606951725146 0 0
"estes" 0.0435540069686411 0.0393700787401575 0.00982994200334218 0.0151756582441763 0.0203289219572686 0.0359867568734706 0 0.00986290561199329 0 0.00195633461147195 0.00182651737931286 0.0131760985572172 0.0217817468961011
"face" 0 0 0 0 0.0101644609786343 0.0143947027493882 0.00978952520802741 0.00986290561199329 0.0197005516154452 0.0215196807261914 0.0237447259310672 0.0197641478358258 0.0217817468961011
"paisagens" 0 0 0 0.0379391456104409 0.0121973531743612 0.00719735137469411 0.0489476260401371 0 0.0197005516154452 0.0234760153376634 0.0182651737931286 0 0
"quinta" 0 0 0 0.0227634873662645 0.014230245370088 0.0143947027493882 0 0.0295887168359799 0.0591016548463357 0.0195633461147195 0.0182651737931286 0 0
"vosso" 0 0 0 0 0.0162631375658149 0.0575788109975529 0.00978952520802741 0.0197258112239866 0.00985027580772262 0.00782533844588778 0.00730606951725146 0.0461163449502602 0.0435634937922021
"aonde" 0.0593918276845106 0.078740157480315 0.0786395360267374 0 0.00203289219572686 0 0 0 0.00985027580772262 0.00391266922294389 0.00365303475862573 0.0131760985572172 0.00726058229870036
"calmo" 0.0197972758948369 0.0196850393700787 0.0294898260100265 0 0 0 0 0.00986290561199329 0 0.00782533844588778 0.0109591042758772 0.065880492786086 0.0653452406883032
"cores" 0 0 0 0.0531148038546172 0.0243947063487223 0.0215920541240823 0.00978952520802741 0 0.0197005516154452 0.0117380076688317 0.0109591042758772 0.0131760985572172 0.00726058229870036
"devia" 0.0593918276845106 0.0885826771653543 0.0589796520200531 0.0151756582441763 0.00406578439145372 0 0.00978952520802741 0.00986290561199329 0 0.00391266922294389 0.00365303475862573 0 0
"eras" 0.00791891035793475 0.0196850393700787 0 0.00758782912208817 0.00813156878290744 0.00719735137469411 0 0 0.0295508274231678 0.0234760153376634 0.0219182085517544 0.0065880492786086 0.0145211645974007
"fecho" 0.0277161862527716 0.0295275590551181 0.0196598840066844 0.00758782912208817 0.0101644609786343 0.0143947027493882 0.0293685756240822 0.00986290561199329 0.00985027580772262 0.0136943422803036 0.0146121390345029 0 0
"lisboa" 0 0 0 0.091053949465058 0.0487894126974447 0.0143947027493882 0 0 0 0 0 0.0065880492786086 0.00726058229870036
"máquinas" 0 0 0 0.0379391456104409 0.0487894126974447 0.0791708651216352 0 0 0 0 0 0 0
"mesmos" 0.0197972758948369 0.0196850393700787 0.0196598840066844 0.00758782912208817 0.0101644609786343 0.0215920541240823 0 0.00986290561199329 0.00985027580772262 0.00391266922294389 0.00365303475862573 0.0527043942288688 0.0580846583896028
"negro" 0.00791891035793475 0.00984251968503937 0 0.00758782912208817 0.00609867658718058 0.0143947027493882 0.00978952520802741 0.00986290561199329 0.0394011032308905 0.0215196807261914 0.0182651737931286 0.0131760985572172 0.0145211645974007
"seres" 0.0158378207158695 0 0 0.0227634873662645 0.0101644609786343 0.00719735137469411 0 0.0295887168359799 0 0.00978167305735973 0.00913258689656432 0.0527043942288688 0.0435634937922021
"vivida" 0 0 0 0 0.00203289219572686 0.00719735137469411 0 0.0493145280599665 0.0394011032308905 0.0254323499491353 0.0255712433103801 0.0065880492786086 0.00726058229870036
"aberto" 0 0 0 0 0.0101644609786343 0 0.0293685756240822 0.00986290561199329 0.0197005516154452 0.0293450191720792 0.0237447259310672 0 0
"astros" 0 0 0 0.0151756582441763 0.0243947063487223 0.00719735137469411 0.0391581008321096 0 0 0.0117380076688317 0.0109591042758772 0.0197641478358258 0.0363029114935018
"barcos" 0 0 0 0.00758782912208817 0.0182960297615417 0.0575788109975529 0.0195790504160548 0.0197258112239866 0.00985027580772262 0.0136943422803036 0.0164386564138158 0 0
"ficou" 0.00395945517896737 0.00984251968503937 0 0.0151756582441763 0.0121973531743612 0.00719735137469411 0 0.00986290561199329 0.0492513790386131 0.0215196807261914 0.0164386564138158 0.0065880492786086 0.00726058229870036
"irreal" 0 0 0 0.00758782912208817 0.00609867658718058 0.0143947027493882 0.0293685756240822 0.0197258112239866 0.0197005516154452 0.0234760153376634 0.0255712433103801 0 0
"jardins" 0.00395945517896737 0 0.00982994200334218 0.0227634873662645 0.0121973531743612 0.00719735137469411 0 0.0295887168359799 0 0.0195633461147195 0.0164386564138158 0.0197641478358258 0.0145211645974007
"minto" 0 0 0 0 0 0 0.0195790504160548 0.0295887168359799 0.0394011032308905 0.0273886845606072 0.0292242780690058 0 0
"outono" 0 0 0 0.0151756582441763 0.00406578439145372 0 0 0 0.0295508274231678 0.0176070115032475 0.0164386564138158 0.0461163449502602 0.0508240760909025
"portas" 0 0 0 0.045526974732529 0.0406578439145372 0.00719735137469411 0 0.00986290561199329 0 0.00978167305735973 0.0109591042758772 0 0
"raiva" 0 0 0 0.0531148038546172 0.0345591673273566 0.0431841082481647 0.00978952520802741 0 0.0197005516154452 0.00586900383441584 0.00547955213793859 0 0
"tonto" 0 0 0 0.00758782912208817 0.0325262751316298 0.0935655678710235 0 0 0 0.00586900383441584 0.0109591042758772 0 0
"vela" 0 0 0 0 0.0121973531743612 0.0431841082481647 0.0293685756240822 0.00986290561199329 0.0394011032308905 0.0195633461147195 0.0164386564138158 0 0
"verdades" 0.063351282863478 0.078740157480315 0.0196598840066844 0.00758782912208817 0.00203289219572686 0 0.00978952520802741 0 0.00985027580772262 0.00782533844588778 0.00913258689656432 0 0
"apolo" 0 0 0 0 0.00406578439145372 0 0 0 0 0.00391266922294389 0.00182651737931286 0.118584887014955 0.108908734480505
"boa" 0.00395945517896737 0 0.00982994200334218 0.0151756582441763 0.0223618141529955 0.0359867568734706 0.00978952520802741 0.00986290561199329 0 0.0176070115032475 0.01278562165519 0 0
"existência" 0.0395945517896737 0.0295275590551181 0.0294898260100265 0.00758782912208817 0.0162631375658149 0.00719735137469411 0.00978952520802741 0.00986290561199329 0 0.00391266922294389 0.00365303475862573 0.0263521971144344 0.0145211645974007
"haverá" 0.00791891035793475 0.00984251968503937 0 0.00758782912208817 0.014230245370088 0.0215920541240823 0.0195790504160548 0.0295887168359799 0 0.0176070115032475 0.01278562165519 0.0131760985572172 0.00726058229870036
"mo" 0.0158378207158695 0.0196850393700787 0 0.00758782912208817 0.0121973531743612 0.00719735137469411 0.0293685756240822 0.00986290561199329 0 0.0136943422803036 0.01278562165519 0.0197641478358258 0.0217817468961011
"nossas" 0.0118783655369021 0.0196850393700787 0.00982994200334218 0.00758782912208817 0.0101644609786343 0.0215920541240823 0.00978952520802741 0 0 0.00195633461147195 0.00182651737931286 0.0724685420646946 0.0653452406883032
"oculta" 0.0554323725055432 0.0688976377952756 0.0688095940233953 0 0.00406578439145372 0 0 0 0.00985027580772262 0.00391266922294389 0.00365303475862573 0.0065880492786086 0.0145211645974007
"perco" 0.0158378207158695 0.0196850393700787 0.0294898260100265 0 0.0101644609786343 0.0143947027493882 0.0195790504160548 0 0.0295508274231678 0.0136943422803036 0.0146121390345029 0.0065880492786086 0.00726058229870036
"pertence" 0.0356350966107064 0.0492125984251969 0.0393197680133687 0 0 0 0 0.00986290561199329 0.0197005516154452 0.0117380076688317 0.01278562165519 0.0131760985572172 0.0145211645974007
