"Ajar_GrosCalin.1974" "Ajar_LangoisseDuRoiSalomon.1979" "Ajar_LaVieDevantSoi.1975" "Ajar_Pseudo.1976" "Bogat_LesTêtesDeStphanie.1974" "Gary_Au-DelàDeCetteLimite.1975" "Gary_LaPromesseDlAube.1960" "Gary_LeGrandVestiaire.1949" "Gary_LesClownsLyriques.1979" "Gary_LesEnchanteurs.1973" "Gary_LesRacinesDuCiel.1956" "Sinibaldi_LHommeLaColombe.1958"
"Ajar_GrosCalin.1974" 0 1.09019662289339 1.25221805994831 0.679616305860146 1.46917903932115 0.942387407736592 1.22609089561953 1.09058407961627 1.18326263414572 1.45194166027156 1.25972076193251 1.399386668386
"Ajar_LangoisseDuRoiSalomon.1979" 1.09019662289339 0 0.755806986537223 0.92457969209983 1.6371825171273 0.971853411196907 1.50527016185418 1.2537019059163 1.16895076695987 1.55834990633635 1.28943472733966 1.71367334214876
"Ajar_LaVieDevantSoi.1975" 1.25221805994831 0.755806986537223 0 1.11818832456738 1.81213358229215 1.34625226599158 1.74886803713393 1.5516624635862 1.50418780369845 1.7317046393129 1.488122908258 1.9321929597391
"Ajar_Pseudo.1976" 0.679616305860146 0.92457969209983 1.11818832456738 0 1.39012051453566 0.706951403090034 1.14089098793046 1.07076553901283 1.08855679193151 1.20819242120438 1.10459407460553 1.46584712461951
"Bogat_LesTêtesDeStphanie.1974" 1.46917903932115 1.6371825171273 1.81213358229215 1.39012051453566 0 1.2017396892106 1.06517296955884 0.978030732342322 0.748933452441696 0.839606280425834 0.755460663377906 0.692012490427909
"Gary_Au-DelàDeCetteLimite.1975" 0.942387407736592 0.971853411196907 1.34625226599158 0.706951403090034 1.2017396892106 0 0.820465257767695 0.849427794625982 0.908766355827677 1.0594284995257 1.0033839770046 1.3424018886202
"Gary_LaPromesseDlAube.1960" 1.22609089561953 1.50527016185418 1.74886803713393 1.14089098793046 1.06517296955884 0.820465257767695 0 0.947110996579586 1.11120970631588 0.860091340546733 1.04617667355687 1.20442773503203
"Gary_LeGrandVestiaire.1949" 1.09058407961627 1.2537019059163 1.5516624635862 1.07076553901283 0.978030732342322 0.849427794625982 0.947110996579586 0 0.841494447979357 1.13720147039959 0.938513603317789 1.01757145885756
"Gary_LesClownsLyriques.1979" 1.18326263414572 1.16895076695987 1.50418780369845 1.08855679193151 0.748933452441696 0.908766355827677 1.11120970631588 0.841494447979357 0 1.00321137656644 0.546187582593722 0.899475314655793
"Gary_LesEnchanteurs.1973" 1.45194166027156 1.55834990633635 1.7317046393129 1.20819242120438 0.839606280425834 1.0594284995257 0.860091340546733 1.13720147039959 1.00321137656644 0 0.895715633407033 0.94516998929089
"Gary_LesRacinesDuCiel.1956" 1.25972076193251 1.28943472733966 1.488122908258 1.10459407460553 0.755460663377906 1.0033839770046 1.04617667355687 0.938513603317789 0.546187582593722 0.895715633407033 0 0.900505742195736
"Sinibaldi_LHommeLaColombe.1958" 1.399386668386 1.71367334214876 1.9321929597391 1.46584712461951 0.692012490427909 1.3424018886202 1.20442773503203 1.01757145885756 0.899475314655793 0.94516998929089 0.900505742195736 0
