"Arriaga" "Assis_1" "Assis_2" "Caeiro" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5"
"Arriaga" 0 0.919214098731729 0.92046563539372 1.48576822468018 1.14069028766327 1.16120707886761 1.20974302677789 0.982340096818618 0.845593391873485 0.938300112581319 0.843567344237868 0.942476294183939 1.06507612019251 1.00155029109557 0.999729402745886 1.34999532559887 1.34244062243881 1.39539198273622 1.25929209602058 1.27733933586793
"Assis_1" 0.919214098731729 0 0.696573295940959 1.37109295948782 0.978133461810941 1.01001934399876 1.05573227606343 0.915535531574241 0.853838060012714 0.934728022861335 0.846765383006775 0.90713616368267 0.914672288806163 0.927122565103827 0.959436458860286 1.16908595507666 1.17063648051821 1.21748448685442 1.08351468835544 1.08883277107887
"Assis_2" 0.92046563539372 0.696573295940959 0 1.30647178567793 0.955062286568933 1.00953652641758 1.15277851271302 0.888081719985074 0.836149633361267 0.859604905027508 0.788964199427041 0.851265592484287 0.948758919857115 0.882180511345079 0.964236109871641 1.26327220703531 1.23708889736666 1.28428585507769 1.14962581382409 1.15653133690887
"Caeiro" 1.48576822468018 1.37109295948782 1.30647178567793 0 1.16803126968223 1.20085282840976 1.39079924232074 1.35700885761303 1.35798043292061 1.36118417076087 1.43101112972624 1.40111448137413 1.38579478462859 1.29716905802312 1.46412272872866 1.2084436772859 1.16961360061655 1.20718069972291 1.08702217878569 1.0951361998765
"Drummond_1" 1.14069028766327 0.978133461810941 0.955062286568933 1.16803126968223 0 0.661911867918967 1.1089246422445 0.99572547030908 1.04960649345425 1.03857130871683 1.07040749921391 1.05797846821155 1.04873759471875 1.00694247364175 1.04740505763123 1.15426779385813 1.12484162951461 1.1546077247398 1.01437264237483 1.03047092082003
"Drummond_2" 1.16120707886761 1.01001934399876 1.00953652641758 1.20085282840976 0.661911867918967 0 1.14017343354862 1.04823733734442 1.06338761164925 1.06336577498127 1.1083414846357 1.09541147883915 1.10603152798047 1.07175344461154 1.12009586165403 1.20817374364525 1.16786201684759 1.15092630760139 1.0442345798344 1.06088810231488
"Espanca" 1.20974302677789 1.05573227606343 1.15277851271302 1.39079924232074 1.1089246422445 1.14017343354862 0 1.06973189422275 1.16259938002574 1.20085110255049 1.1974048557494 1.17527035587871 1.03517234485256 1.06247224131378 1.07153611841917 1.21866987068955 1.09754357404143 1.16149381389567 1.03592165060567 1.04267277881526
"Feijó" 0.982340096818618 0.915535531574241 0.888081719985074 1.35700885761303 0.99572547030908 1.04823733734442 1.06973189422275 0 0.911025923158848 0.955576566067077 0.934362223938607 0.981389703724052 1.00169891313443 0.954134780473552 0.957600899529022 1.18938318648933 1.14724519800286 1.23917179803299 1.09689077853379 1.10865409072847
"Junqueiro_1" 0.845593391873485 0.853838060012714 0.836149633361267 1.35798043292061 1.04960649345425 1.06338761164925 1.16259938002574 0.911025923158848 0 0.602870371383626 0.773372180873171 0.831147567810318 0.934007509849415 0.835441126732719 1.01005885191351 1.27433784134414 1.24599940482538 1.30962386380201 1.17686099104099 1.1917273016633
"Junqueiro_2" 0.938300112581319 0.934728022861335 0.859604905027508 1.36118417076087 1.03857130871683 1.06336577498127 1.20085110255049 0.955576566067077 0.602870371383626 0 0.814907952658312 0.876835316503381 0.940252386575009 0.837480324942162 1.03785797200322 1.23121176431873 1.27435118334984 1.30520926548092 1.18061248844809 1.19138565971817
"Leal_1" 0.843567344237868 0.846765383006775 0.788964199427041 1.43101112972624 1.07040749921391 1.1083414846357 1.1974048557494 0.934362223938607 0.773372180873171 0.814907952658312 0 0.609775980313914 0.916095208399274 0.897412855238385 0.990973571217109 1.36956206560513 1.33140438798908 1.40968184383861 1.27031284282284 1.27835261595945
"Leal_2" 0.942476294183939 0.90713616368267 0.851265592484287 1.40111448137413 1.05797846821155 1.09541147883915 1.17527035587871 0.981389703724052 0.831147567810318 0.876835316503381 0.609775980313914 0 0.878977184660476 0.848654211901378 1.02386935327104 1.34848731596675 1.32270951888443 1.37074503584084 1.24074008921506 1.2489204314526
"Nobre_1" 1.06507612019251 0.914672288806163 0.948758919857115 1.38579478462859 1.04873759471875 1.10603152798047 1.03517234485256 1.00169891313443 0.934007509849415 0.940252386575009 0.916095208399274 0.878977184660476 0 0.630000910071211 1.06134188256125 1.24722379685447 1.18659544080246 1.23438873198749 1.11099302381098 1.12383227045987
"Nobre_2" 1.00155029109557 0.927122565103827 0.882180511345079 1.29716905802312 1.00694247364175 1.07175344461154 1.06247224131378 0.954134780473552 0.835441126732719 0.837480324942162 0.897412855238385 0.848654211901378 0.630000910071211 0 1.04136928789893 1.23241006207406 1.21474215005119 1.23427548602922 1.12980923624122 1.14688914177564
"Pascoaes" 0.999729402745886 0.959436458860286 0.964236109871641 1.46412272872866 1.04740505763123 1.12009586165403 1.07153611841917 0.957600899529022 1.01005885191351 1.03785797200322 0.990973571217109 1.02386935327104 1.06134188256125 1.04136928789893 0 1.3331031006754 1.2515729058678 1.35664722909176 1.21325688715905 1.23142392236062
