"Arriaga" "Assis_1" "Assis_2" "Caeiro" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4"
"a" 4.44970064306305 4.48333603413817 4.25558008339465 3.68498383779019 2.78349398895267 2.82502162006342 4.21707811735086 5.23835417799529 4.47390932420873 4.02455661664393 3.51493848857645 3.4761696545693 3.3256291730868 3.8497446317755 4.54204766901514 3.78772933517459 3.90253565768621 4.10119577033304 3.77395577395577
"e" 3.74011382955133 3.27337546588883 4.07162129016434 4.35498089920658 3.16256904581393 3.08446238108965 3.44779355199664 3.04513322457858 3.5158254918734 4.6677061001754 4.03851786760398 4.67861827721906 2.92116076014381 2.96556647811522 4.8493479238495 3.43262971000197 3.24881141045959 3.14260302401423 3.29238329238329
"que" 3.5035848917141 2.54955976881111 3.102771645818 4.56068175139583 2.03617459114047 1.84491207840876 3.86740331491713 3.32608301613196 2.40376390076989 1.8514909374391 3.44171060339777 2.40489724529952 3.53107344632768 3.03695974518095 3.09548793284365 5.10948905109489 4.70483359746434 4.87202292716672 4.94348894348894
"o" 3.59228324340306 3.39221087884189 3.63829613277737 3.37937114310902 2.61020253438752 2.78658595176324 2.7414504510805 3.36233460213884 3.86655260906758 3.8296628337556 3.56619800820152 2.67818102317446 2.27272727272727 3.06991048382668 2.79568280617599 3.43262971000197 3.91244057052298 3.49836940409131 3.60687960687961
"de" 1.98832138369429 2.50634689137363 2.6081268906876 2.39200705260065 3.37918336402036 3.90122033246853 3.36387159941255 2.45604495196665 2.68605645851155 2.47515104268174 1.51947861745753 1.89112374289462 2.56805341551104 2.92712394969521 3.15544895817718 2.17991714342079 2.68423137876387 2.51012945943275 2.4963144963145
"um" 1.07177174957499 1.2585750553665 0.923881939334478 0.981486923302968 1.07224087512185 1.2203324685308 0.979089446814463 1.17817654522385 2.31822070145423 2.04638472032742 1.56341534856473 1.65063401836467 0.841037493579866 0.955571420726015 0.86193973916954 1.09489051094891 1.19849445324881 1.06729914023125 1.26781326781327
"do" 1.62613644763101 1.49624588127262 1.34085520398986 0.893329415221863 0.823134409184447 0.97050062457961 0.755297573256871 1.00598151169114 1.47134302822926 1.05242642759696 1.57439953134153 1.0166156536948 0.738315356959425 0.933604261628865 1.05681307150352 1.21325705267311 1.22820919175911 1.24518233026979 1.02211302211302
"não" 0.406534111907754 1.08572354561659 0.895266127054206 2.4390243902439 1.75457597747211 1.47977322955703 0.951115462619764 0.516585100598151 0.521813515825492 0.467745078931982 0.5199179847686 0.677743769129864 1.27760657421674 0.928112471854577 0.487183330834957 2.20950877885184 2.17908082408875 2.1345982804625 2.03439803439803
"em" 1.92918914923498 1.05331388753849 0.645899762897555 0.593593887746106 1.13722517058378 1.03776304410493 1.32177075319952 1.49537792278412 0.846877673224979 1.29604365620737 0.867750439367311 0.890905115872322 0.905238828967643 0.697457301334505 1.701394093839 1.0357072400868 0.960776545166403 1.02776954244491 1.33660933660934
"é" 0.532190110133787 0.65359477124183 0.502820701496198 2.30972671172495 1.09390230694249 0.884020370904199 1.1888943282747 0.670654341127424 1.17194183062447 0.808809198986552 0.662712360867018 0.579361609094884 0.969440164355419 0.87868636388599 1.01933743067006 1.91359242454133 1.8324088748019 1.79859669927858 1.80835380835381
"os" 1.04959716165275 0.864257548749527 1.35720709672145 0.946223920070526 0.833965125094769 1.19150571730566 0.986082942863137 0.679717237629146 1.14627887082977 1.10114987331904 1.40963678968951 1.59051158723218 0.918079096045198 1.13130869350321 0.652076150502174 0.443874531465772 0.53486529318542 0.592943966795138 0.402948402948403
"se" 0.93872422204154 1.08032193593691 1.00972937617529 1.38113429327064 1.3971623524315 1.71038723935812 0.874187006084342 1.55881819829618 0.761334473909324 0.711362307542389 0.59680726420621 0.694140795802361 0.770416024653313 0.653522983140205 0.989356918003298 0.927204576839613 1.51545166402536 1.13647593635735 1.30712530712531
"da" 1.35264986325671 1.19375573921028 1.32041533807538 0.887452248016456 0.606520090978014 0.845584702604017 0.601440660186027 1.06035889070147 1.40290846877673 0.711362307542389 1.21192149970709 0.74879755137735 0.757575757575758 0.752375199077379 1.22920101933743 0.946932333793648 0.950871632329635 0.741179958493922 0.746928746928747
"as" 0.864808928967403 0.956084913304165 0.964761671163437 1.11078460182192 0.541535795516084 0.701450946478332 0.741310581159522 0.7431575131412 0.76988879384089 0.828298577275385 1.2997949619215 1.25710537822475 0.828197226502311 0.96655500027459 0.846949482836156 0.45373840994279 0.53486529318542 0.405178377310011 0.422604422604423
"me" 0.561756227363442 0.442931993734133 0.302510015534298 1.18131060828681 0.84479584100509 0.720668780628423 1.19588782432338 0.208446619539605 0.128314798973482 0.302085363476905 0.314879906268307 0.60122431132488 1.1748844375963 0.840243835465978 0.577124868835257 1.21325705267311 1.23811410459588 1.69977270481273 1.38574938574939
"como" 0.606105403207924 0.588775455085615 0.654075709263347 1.06964443138407 0.444059352323189 0.393965600076871 0.804252045597594 1.09661047670836 0.863986313088109 0.652894172675892 1.01054481546573 0.890905115872322 0.507190549563431 0.604096875171618 0.397241792834657 0.680607614914184 0.584389857369255 0.751062357940508 0.855036855036855
"no" 0.680020696282061 0.550964187327824 0.71130733382389 0.611225389362327 1.13722517058378 1.19150571730566 0.433596755017833 0.951604132680805 0.513259195893926 0.487234457220815 0.695664909197422 0.721469173589856 0.667693888032871 0.516228238783019 0.704542047669015 0.808838035115407 0.80229793977813 0.672003162367823 0.619164619164619
"eu" 0.613496932515337 0.523956138929401 0.17987082004742 0.981486923302968 0.238275750027077 0.134524839050639 1.17490733617735 0.244698205546493 0.29940119760479 0.302085363476905 0.527240773286467 0.579361609094884 1.19414483821263 0.66450656268878 0.667066406835557 0.720063128822253 0.841917591125198 1.08706393912442 0.972972972972973
"na" 0.569147756670855 0.318694971101388 0.572316245605429 0.382015868351455 0.736488681901874 0.912847122129336 0.412616266871809 0.806597788653254 0.530367835757057 0.623660105242643 0.637082601054482 0.475513773502405 0.513610683102208 0.653522983140205 0.809473842002698 0.720063128822253 0.594294770206022 0.464472773989525 0.707616707616708
"ao" 0.672629166974647 0.648193161562146 0.813506663396288 0.334998530708199 0.227445034116755 0.413183434226963 0.538499195747954 0.634402755120537 0.898203592814371 0.487234457220815 0.651728178090217 0.508307826847398 0.603492552645095 0.713932670657367 0.569629740668565 0.434010652988755 0.455625990491284 0.375531178970254 0.373464373464373
"uma" 0.229137408529825 0.545562577648139 0.363829613277737 0.916838084043491 0.671504386439944 0.643797444028058 0.39862927477446 0.570962479608483 0.778443113772455 0.711362307542389 0.530902167545401 0.562964582422387 0.558551617873652 0.774342358174529 0.292309998500974 0.66087985796015 0.574484944532488 0.672003162367823 0.540540540540541
"d" 1.30830068741223 0.167449900070221 0.0981113563895021 0 0 0 0.349674802433737 1.54069240529273 1.12061591103507 0.896511401286299 1.03617457527827 1.05487538259729 0.75115562403698 0.719424460431655 0.284814870334283 0.0197277569540343 0.00990491283676704 0.0296471983397569 0.0393120393120393
"mais" 0.317835760218789 0.351104629179495 0.519172594227782 0.54657655010285 0.509043647785119 0.432401268377054 0.482551227358557 0.453144825086097 0.290846877673225 0.331319430910154 0.457674282366725 0.69960647135986 0.552131484334874 0.565654346751606 0.337280767501124 0.295916354310515 0.316957210776545 0.365648779523668 0.235872235872236
"meu" 0.347401877448444 0.232269216226435 0.11037527593819 0.329121363502792 0.357413625040615 0.249831843951187 0.874187006084342 0.335327170563712 0.171086398631309 0.126680958877412 0.150117164616286 0.344337560122431 0.654853620955316 0.642539403591631 0.891920251836306 0.789110278161373 0.693343898573692 0.968475145765392 0.845208845208845
"com" 0.480449404981891 0.275482093663912 0.404709345106696 0.581839553335292 0.368244340950937 0.201787258575959 0.188824393314218 0.398767446075766 0.513259195893926 0.711362307542389 0.41373755125952 0.344337560122431 0.61633281972265 0.593113295623044 0.284814870334283 0.374827382126652 0.574484944532488 0.464472773989525 0.334152334152334
"mas" 0.14043905684086 0.286285313023281 0.327037854631674 0.705260064648839 0.888118704646377 0.586143941577784 0.167843905168194 0.679717237629146 0.18819503849444 0.194893782888326 0.263620386643234 0.306077831219939 0.481510015408321 0.532703608105882 0.284814870334283 0.651015979483133 0.584389857369255 0.523767170669038 0.471744471744472
"dos" 0.561756227363442 0.388915896937287 0.445589076935655 0.346752865119013 0.227445034116755 0.393965600076871 0.356668298482411 0.32626427406199 0.248075278015398 0.34106412005457 0.80916813122437 0.60122431132488 0.423728813559322 0.362458125102971 0.254834357667516 0.167685934109292 0.198098256735341 0.118588793359028 0.157248157248157
"por" 0.768719047971025 0.334899800140442 0.22075055187638 0.717014399059653 0.205783602296112 0.317094263476506 0.38464228267711 0.199383723037883 0.367835757057314 0.399532254921068 0.292911540714704 0.338871884564932 0.507190549563431 0.444834971717283 0.247339229500824 0.59183270862103 0.386291600633914 0.504002371775867 0.501228501228501
"para" 0.221745879222411 0.183654729109275 0.183958793230316 0.999118424919189 0.758150113722517 0.230614009801095 0.25176585775229 0.244698205546493 0.513259195893926 0.60417072695381 0.248974809607499 0.174901617839965 0.365947611710324 0.477785710363007 0.277319742167591 0.394555139080687 0.445721077654517 0.405178377310011 0.402948402948403
"á" 0.694803754896888 0.518554529249716 0.576404218788325 0.011754334410814 0 0.0288267512251369 0 0.444081928584376 0.48759623609923 0.380042876632235 0.582161687170475 0.404459991254919 0.558551617873652 0.604096875171618 0.427222305501424 0 0 0 0
"te" 0.391751053292926 0.432128774374764 0.286158122802714 0.182192183367617 0.38990577277158 0.701450946478332 0.622421148332051 0.262823998549937 0.265183917878529 0.175404404599493 0.380785002929115 0.327940533449934 0.622752953261428 0.302048437585809 0.254834357667516 0.286052475833498 0.227812995245642 0.187765589485127 0.157248157248157
"sem" 0.25870352575948 0.140441851671798 0.130815141852669 0.329121363502792 0.530705079605762 0.4420101854521 0.209804881460242 0.435019032082654 0.256629597946963 0.380042876632235 0.311218512009373 0.306077831219939 0.276065742167437 0.280081278488659 0.202368460500675 0.641152101006116 0.713153724247227 0.751062357940508 0.56019656019656
