"Arriaga" "Assis_1" "Assis_2" "Campos" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4"
"Arriaga" 0 0.924098605920629 1.05051844560903 1.31850969900225 1.42306059499208 1.38066981448704 1.29199853277503 1.16450092359446 0.991548677947286 1.14615658909525 0.992908437678606 1.03171181121771 1.21824894240423 1.02452465672237 1.04120401916838 1.65400322274286 1.47362334834328 1.56797396838803 1.64014524987304
"Assis_1" 0.924098605920629 0 0.645626557878861 1.1731148676435 1.05098028329583 0.972646553711296 1.04015737558924 0.898807422460819 0.837092137255093 0.9294812928612 0.824443900562216 0.871888943534042 0.938842837779728 0.853238927311041 0.898822701532603 1.30130012144478 1.14123763602707 1.24659135147027 1.36638556119773
"Assis_2" 1.05051844560903 0.645626557878861 0 1.13518054386645 1.10763637103933 1.05766540938286 1.2766827843713 0.834829210262581 0.783896624136165 0.84237210894835 0.754947374313794 0.855745303205891 1.06313952270293 0.830245437348704 1.01941459957309 1.44657426128677 1.24531050549066 1.3413262350829 1.45228716313559
"Campos" 1.31850969900225 1.1731148676435 1.13518054386645 0 1.01138399113779 0.938334254880001 1.00736718886831 1.15290007039088 1.1842897984109 1.05579855855178 1.19952393100138 1.2044782067152 1.03818882975562 1.02885976870012 1.2689243149993 1.06114170596581 0.848950480649208 0.9769390506506 1.01747168244616
"Drummond_1" 1.42306059499208 1.05098028329583 1.10763637103933 1.01138399113779 0 0.557773236081851 1.19936182123021 0.971404910191374 1.18644319605975 1.05904943300789 1.22916555638094 1.1937486468775 1.12891403006278 1.07130161516601 1.13895904517706 1.21483171971577 1.13090408670276 1.24279583052497 1.3047789538699
"Drummond_2" 1.38066981448704 0.972646553711296 1.05766540938286 0.938334254880001 0.557773236081851 0 1.17545835025041 0.995180761264439 1.12994729435067 1.01214210036266 1.10697213406307 1.12099632614912 1.08100197249908 1.08457516504085 1.1766491641495 1.19483108567209 1.04697893287709 1.16104653152137 1.30799328544364
"Espanca" 1.29199853277503 1.04015737558924 1.2766827843713 1.00736718886831 1.19936182123021 1.17545835025041 0 1.2425500226373 1.38992916928887 1.36800007252528 1.29443008863661 1.22090285036089 0.981826823014722 1.11749237690655 0.97648605711419 1.20479657020817 0.99162080319697 1.19508059501565 1.21694662168337
"Feijó" 1.16450092359446 0.898807422460819 0.834829210262581 1.15290007039088 0.971404910191374 0.995180761264439 1.2425500226373 0 0.972992261422404 0.986591366997588 0.921055915487191 1.00649597198626 1.1003098745363 1.00054576814778 1.03152323585375 1.33616458588736 1.1801818042751 1.29992644888608 1.33888179239135
"Junqueiro_1" 0.991548677947286 0.837092137255093 0.783896624136165 1.1842897984109 1.18644319605975 1.12994729435067 1.38992916928887 0.972992261422404 0 0.602728003100849 0.81206545634637 0.938913852682856 1.15148847624413 0.862131915022008 1.13992232156559 1.55309897887338 1.33750950128935 1.43740527024925 1.52014809857038
"Junqueiro_2" 1.14615658909525 0.9294812928612 0.84237210894835 1.05579855855178 1.05904943300789 1.01214210036266 1.36800007252528 0.986591366997588 0.602728003100849 0 0.835606975764904 0.885732209967189 1.07852752802812 0.792886959971587 1.169024192063 1.45297084770146 1.19723910513011 1.35841624830774 1.40565070832773
