Source,Target,Weight,Type
Caeiro_1,Caeiro_2,6,undirected
Caeiro_1,Campos_1,2,undirected
Caeiro_1,Campos_2,3,undirected
Caeiro_1,Campos_3,1,undirected
Caeiro_2,Caeiro_1,6,undirected
Caeiro_2,Campos_2,2,undirected
Caeiro_2,Campos_3,1,undirected
Campos_1,Caeiro_1,2,undirected
Campos_1,Campos_2,6,undirected
Campos_1,Campos_3,4,undirected
Campos_1,Reis_1,1,undirected
Campos_1,Reis_2,1,undirected
Campos_2,Caeiro_1,3,undirected
Campos_2,Caeiro_2,2,undirected
Campos_2,Campos_1,6,undirected
Campos_2,Campos_3,5,undirected
Campos_2,Reis_1,2,undirected
Campos_2,Reis_2,2,undirected
Campos_3,Caeiro_1,1,undirected
Campos_3,Caeiro_2,1,undirected
Campos_3,Campos_1,4,undirected
Campos_3,Campos_2,5,undirected
Reis_1,Campos_1,1,undirected
Reis_1,Campos_2,2,undirected
Reis_1,Reis_2,6,undirected
Reis_2,Campos_1,1,undirected
Reis_2,Campos_2,2,undirected
Reis_2,Reis_1,6,undirected
