"Arriaga" "Assis_1" "Assis_2" "Caeiro" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4"
"Arriaga" 0 0.883357397242013 0.984880175616397 1.46371278726134 1.37978765899777 1.33900773527957 1.24874427984012 1.10855346813385 0.935163176428071 1.08580647905646 0.954327500979526 0.997538030016471 1.17553824255413 1.0085399512697 1.02490049964446 1.59203389889173 1.55278315357855 1.52433611175038 1.45346148107287
"Assis_1" 0.883357397242013 0 0.622052544830768 1.28420870525489 1.03016827499601 0.948055916774385 0.986098557015344 0.883046183615654 0.813457300486903 0.894311274656236 0.826112951126587 0.882138409353835 0.941300464222938 0.879382649251477 0.921430237367932 1.2656493208451 1.26909336918893 1.24270551133094 1.142057980973
"Assis_2" 0.984880175616397 0.622052544830768 0 1.28956294696743 1.08045172318478 1.02454331544769 1.22551558162372 0.828865418404651 0.769693943567539 0.830807334408687 0.745578560198744 0.862346916229955 1.04199614608003 0.847005738484101 1.01068069166276 1.41316509152088 1.39623835087486 1.43508874004723 1.21562627686126
"Caeiro" 1.46371278726134 1.28420870525489 1.28956294696743 0 1.11512344437217 1.12195692964639 1.13329486502632 1.21498817031303 1.30292905689274 1.20723638723432 1.3149619372842 1.25933940033228 1.134618545198 1.12480298324176 1.44886641131211 1.07293051463344 1.12598386235804 0.976045453926291 0.979674227255675
"Drummond_1" 1.37978765899777 1.03016827499601 1.08045172318478 1.11512344437217 0 0.544157221300535 1.17144284095932 0.944449827743021 1.15158506586588 1.02929309004298 1.19968620182681 1.165104213722 1.09994163576871 1.050683978875 1.10312150205055 1.25540880997824 1.27589469503819 1.21454912953311 1.1170547404328
"Drummond_2" 1.33900773527957 0.948055916774385 1.02454331544769 1.12195692964639 0.544157221300535 0 1.12962422849428 0.974858222660191 1.07984308627208 0.963603742718814 1.11195304283309 1.11382707554835 1.06303513350025 1.0774861186036 1.17635240567724 1.16093160480679 1.22195490368972 1.17400285998171 1.07213717599877
"Espanca" 1.24874427984012 0.986098557015344 1.22551558162372 1.13329486502632 1.17144284095932 1.12962422849428 0 1.19805180446835 1.32922732171569 1.29436423178938 1.27974054497383 1.2075685271819 0.986783771902744 1.11837286768531 0.956358138724303 1.21722758132929 1.16630261791419 1.10950721659035 1.10583282565588
"Feijó" 1.10855346813385 0.883046183615654 0.828865418404651 1.21498817031303 0.944449827743021 0.974858222660191 1.19805180446835 0 0.970211616482322 0.96773009954823 0.905479884986374 1.00202769642788 1.08552796334593 1.00862574072152 1.00142897888943 1.3007328307111 1.33535822040396 1.30964598125968 1.14524397179732
"Junqueiro_1" 0.935163176428071 0.813457300486903 0.769693943567539 1.30292905689274 1.15158506586588 1.07984308627208 1.32922732171569 0.970211616482322 0 0.569151218124498 0.807959171711651 0.942923630160525 1.13685930157775 0.885604662184698 1.15049164203177 1.48741632725322 1.49192308409037 1.44312027501908 1.29182426225776
"Junqueiro_2" 1.08580647905646 0.894311274656236 0.830807334408687 1.20723638723432 1.02929309004298 0.963603742718814 1.29436423178938 0.96773009954823 0.569151218124498 0 0.831346166573062 0.891067610278794 1.05483178867697 0.806037822524882 1.16020892371891 1.38191822304307 1.3601671328566 1.32486220454759 1.18393068602837
"Leal_1" 0.954327500979526 0.826112951126587 0.745578560198744 1.3149619372842 1.19968620182681 1.11195304283309 1.27974054497383 0.905479884986374 0.807959171711651 0.831346166573062 0 0.574555099579837 1.00500928435121 0.909601899415253 1.02361653417679 1.51458911399733 1.49833308930099 1.53360180353476 1.3353148688675
"Leal_2" 0.997538030016471 0.882138409353835 0.862346916229955 1.25933940033228 1.165104213722 1.11382707554835 1.2075685271819 1.00202769642788 0.942923630160525 0.891067610278794 0.574555099579837 0 0.877459366207858 0.783882514862807 1.05550616632646 1.48046815708006 1.43771676958974 1.41977740848524 1.34024865259511
"Nobre_1" 1.17553824255413 0.941300464222938 1.04199614608003 1.134618545198 1.09994163576871 1.06303513350025 0.986783771902744 1.08552796334593 1.13685930157775 1.05483178867697 1.00500928435121 0.877459366207858 0 0.60124031350921 1.10142698036143 1.23474625443038 1.30513136037131 1.27087325880146 1.13109291247829
"Nobre_2" 1.0085399512697 0.879382649251477 0.847005738484101 1.12480298324176 1.050683978875 1.0774861186036 1.11837286768531 1.00862574072152 0.885604662184698 0.806037822524882 0.909601899415253 0.783882514862807 0.60124031350921 0 1.06538148756223 1.33803939213855 1.36255736349612 1.3030463102308 1.13651316628318
"Pascoaes" 1.02490049964446 0.921430237367932 1.01068069166276 1.44886641131211 1.10312150205055 1.17635240567724 0.956358138724303 1.00142897888943 1.15049164203177 1.16020892371891 1.02361653417679 1.05550616632646 1.10142698036143 1.06538148756223 0 1.48457419135273 1.37959039167101 1.42985311328973 1.27710281885106
"Pessoa_1" 1.59203389889173 1.2656493208451 1.41316509152088 1.07293051463344 1.25540880997824 1.16093160480679 1.21722758132929 1.3007328307111 1.48741632725322 1.38191822304307 1.51458911399733 1.48046815708006 1.23474625443038 1.33803939213855 1.48457419135273 0 0.583462133389242 0.559502134372772 0.668752898786469
"Pessoa_2" 1.55278315357855 1.26909336918893 1.39623835087486 1.12598386235804 1.27589469503819 1.22195490368972 1.16630261791419 1.33535822040396 1.49192308409037 1.3601671328566 1.49833308930099 1.43771676958974 1.30513136037131 1.36255736349612 1.37959039167101 0.583462133389242 0 0.639131106164965 0.626299281796343
"Pessoa_3" 1.52433611175038 1.24270551133094 1.43508874004723 0.976045453926291 1.21454912953311 1.17400285998171 1.10950721659035 1.30964598125968 1.44312027501908 1.32486220454759 1.53360180353476 1.41977740848524 1.27087325880146 1.3030463102308 1.42985311328973 0.559502134372772 0.639131106164965 0 0.65026382161612
"Pessoa_4" 1.45346148107287 1.142057980973 1.21562627686126 0.979674227255675 1.1170547404328 1.07213717599877 1.10583282565588 1.14524397179732 1.29182426225776 1.18393068602837 1.3353148688675 1.34024865259511 1.13109291247829 1.13651316628318 1.27710281885106 0.668752898786469 0.626299281796343 0.65026382161612 0
