"Arriaga" "Assis_1" "Assis_2" "Caeiro" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4"
"Arriaga" 0 0.920815181245962 1.03739691655044 1.5132799748323 1.42808464174999 1.38335906018146 1.28270273699568 1.16267286853931 0.983039991800212 1.14212104577613 0.993911631716594 1.04750734018236 1.22576233856818 1.05609972792893 1.06313374187562 1.45938707610803 1.55732273979711 1.45017375771901 1.51165589894644
"Assis_1" 0.920815181245962 0 0.653232967118328 1.30431040977908 1.04827865765308 0.963345695102517 1.01735491248437 0.914370367071952 0.841747622827036 0.929456472911258 0.846613415182101 0.913650832424118 0.964665340143202 0.900470776616603 0.944678947548269 1.16932409780231 1.24032803966409 1.13826977480415 1.20946480556939
"Assis_2" 1.03739691655044 0.653232967118328 0 1.29935457347345 1.10564973348516 1.05595253914397 1.2778922202149 0.848196490609046 0.787366491800499 0.853352419595015 0.77630814966307 0.884218619592093 1.0740360803521 0.863424225100731 1.05001794729879 1.33529498679614 1.3610744803155 1.24311602465789 1.35291680569024
"Caeiro" 1.5132799748323 1.30431040977908 1.29935457347345 0 1.13271708858427 1.14530288964658 1.17496558094674 1.22548197856002 1.3147543960387 1.22017585410107 1.33538450841458 1.2657425332315 1.14756653309871 1.13526866059386 1.48036573433324 0.999166406809655 1.03751605667137 0.959765496273729 0.977265723262131
"Drummond_1" 1.42808464174999 1.04827865765308 1.10564973348516 1.13271708858427 0 0.562805850485052 1.2172253034391 0.963180978669951 1.17389783668514 1.05656481722606 1.22351282623693 1.19030211254952 1.12359875793091 1.06839119192599 1.1347176344004 1.14183305109317 1.19061493490594 1.21548618794511 1.13788974349575
"Drummond_2" 1.38335906018146 0.963345695102517 1.05595253914397 1.14530288964658 0.562805850485052 0 1.169589730757 1.00226190143441 1.10881035388038 0.996310689262965 1.1307188633567 1.14638837158129 1.08843686059317 1.1015564526191 1.2017137830372 1.10312440381383 1.13668898563292 1.12347053352225 1.08902620762683
"Espanca" 1.28270273699568 1.01735491248437 1.2778922202149 1.17496558094674 1.2172253034391 1.169589730757 0 1.24261071654014 1.37475670805527 1.35152294905731 1.31651961839379 1.25288104406533 1.02436801481571 1.16489525657969 0.983677276095509 1.12381190646917 1.13258448149106 1.09244272638149 1.09399335348282
"Feijó" 1.16267286853931 0.914370367071952 0.848196490609046 1.22548197856002 0.963180978669951 1.00226190143441 1.24261071654014 0 0.985662825673011 0.997693907443832 0.931628866607617 1.02559395758766 1.1082939314714 1.02715570994437 1.03579570749678 1.20688669220513 1.20847422950124 1.19592208221979 1.27179882471124
"Junqueiro_1" 0.983039991800212 0.841747622827036 0.787366491800499 1.3147543960387 1.17389783668514 1.10881035388038 1.37475670805527 0.985662825673011 0 0.589666454533641 0.832473024110398 0.964511350515862 1.16429597512221 0.899361688727505 1.18659884867217 1.38957586934676 1.45131771684107 1.29332636511896 1.38886453181888
"Junqueiro_2" 1.14212104577613 0.929456472911258 0.853352419595015 1.22017585410107 1.05656481722606 0.996310689262965 1.35152294905731 0.997693907443832 0.589666454533641 0 0.86609773411955 0.921211300848641 1.08902347858054 0.826965783098772 1.20682580103059 1.29339994296644 1.32534205806741 1.19925049806115 1.32032046735798
"Leal_1" 0.993911631716594 0.846613415182101 0.77630814966307 1.33538450841458 1.22351282623693 1.1307188633567 1.31651961839379 0.931628866607617 0.832473024110398 0.86609773411955 0 0.598726475864201 1.03090403520004 0.932302092608052 1.04279949413747 1.41521839424159 1.47619388445819 1.36310803166167 1.46571101220983
"Leal_2" 1.04750734018236 0.913650832424118 0.884218619592093 1.2657425332315 1.19030211254952 1.14638837158129 1.25288104406533 1.02559395758766 0.964511350515862 0.921211300848641 0.598726475864201 0 0.899204630185935 0.797348380912523 1.09235243545344 1.36566256911697 1.40375772187123 1.33576971140741 1.41097031604992
"Nobre_1" 1.22576233856818 0.964665340143202 1.0740360803521 1.14756653309871 1.12359875793091 1.08843686059317 1.02436801481571 1.1082939314714 1.16429597512221 1.08902347858054 1.03090403520004 0.899204630185935 0 0.618978231696202 1.13314785425107 1.24230865961394 1.21372502991452 1.11474687695825 1.16090301475165
"Nobre_2" 1.05609972792893 0.900470776616603 0.863424225100731 1.13526866059386 1.06839119192599 1.1015564526191 1.16489525657969 1.02715570994437 0.899361688727505 0.826965783098772 0.932302092608052 0.797348380912523 0.618978231696202 0 1.09410527374182 1.29384293902456 1.30090708230802 1.15180453899078 1.17787885108302
"Pascoaes" 1.06313374187562 0.944678947548269 1.05001794729879 1.48036573433324 1.1347176344004 1.2017137830372 0.983677276095509 1.03579570749678 1.18659884867217 1.20682580103059 1.04279949413747 1.09235243545344 1.13314785425107 1.09410527374182 0 1.35435458402118 1.43520303077045 1.30284010461879 1.36625994725065
"Pessoa_1" 1.45938707610803 1.16932409780231 1.33529498679614 0.999166406809655 1.14183305109317 1.10312440381383 1.12381190646917 1.20688669220513 1.38957586934676 1.29339994296644 1.41521839424159 1.36566256911697 1.24230865961394 1.29384293902456 1.35435458402118 0 0.466088409613867 0.552952521509304 0.518160713434869
"Pessoa_2" 1.55732273979711 1.24032803966409 1.3610744803155 1.03751605667137 1.19061493490594 1.13668898563292 1.13258448149106 1.20847422950124 1.45131771684107 1.32534205806741 1.47619388445819 1.40375772187123 1.21372502991452 1.30090708230802 1.43520303077045 0.466088409613867 0 0.545167404799371 0.591031306515965
"Pessoa_3" 1.45017375771901 1.13826977480415 1.24311602465789 0.959765496273729 1.21548618794511 1.12347053352225 1.09244272638149 1.19592208221979 1.29332636511896 1.19925049806115 1.36310803166167 1.33576971140741 1.11474687695825 1.15180453899078 1.30284010461879 0.552952521509304 0.545167404799371 0 0.561302343437605
"Pessoa_4" 1.51165589894644 1.20946480556939 1.35291680569024 0.977265723262131 1.13788974349575 1.08902620762683 1.09399335348282 1.27179882471124 1.38886453181888 1.32032046735798 1.46571101220983 1.41097031604992 1.16090301475165 1.17787885108302 1.36625994725065 0.518160713434869 0.591031306515965 0.561302343437605 0
