"Arriaga" "Assis_1" "Assis_2" "Caeiro" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5"
"Arriaga" 0 0.918588378290149 0.920874688948639 1.46965423667827 1.13333617241025 1.14083292520608 1.20968461111392 0.979540293049605 0.846000471024865 0.939660599542534 0.843524056821891 0.935284724514762 1.05431398676271 0.993507924216006 0.98989575752793 1.27392825943008 1.3882144508535 1.27249649892738 1.35186694008069 1.34026509547488
"Assis_1" 0.918588378290149 0 0.697744019570164 1.35900158493546 0.977207085189358 1.00340880089879 1.07185775576308 0.916600795611673 0.856840491522115 0.948112144415995 0.843182274055041 0.913781808918205 0.917235885390644 0.930795247731536 0.959673503994697 1.0858043572903 1.22576890153617 1.09370356189431 1.19703580294577 1.19812806525946
"Assis_2" 0.920874688948639 0.697744019570164 0 1.297218481128 0.954603618808329 0.998626988920557 1.1691887875792 0.878603080335001 0.842269392722049 0.867979776115625 0.785519723692291 0.85550246997777 0.951922872634685 0.883953141645458 0.959163262137268 1.15054304999952 1.27410358017414 1.15904086420328 1.25885503147834 1.26184732295215
"Caeiro" 1.46965423667827 1.35900158493546 1.297218481128 0 1.15527843572815 1.18550594155406 1.38542839785311 1.34036358320453 1.33954521371925 1.34921005990579 1.41212789795057 1.38717470705037 1.37123067930343 1.28452661874912 1.44509721647909 1.09020497399129 1.16120091387171 1.09395877484503 1.20641052429997 1.1676909498181
"Drummond_1" 1.13333617241025 0.977207085189358 0.954603618808329 1.15527843572815 0 0.651393135819962 1.11746892158875 0.991215066593727 1.04991330208902 1.04436120361254 1.05983363938341 1.05473767618203 1.05064453405111 1.01387178936194 1.04218040594868 1.03687590464837 1.10212361825389 1.02955458703234 1.11917818542269 1.15151878418215
"Drummond_2" 1.14083292520608 1.00340880089879 0.998626988920557 1.18550594155406 0.651393135819962 0 1.15113071380217 1.03568705201764 1.05134294596248 1.053425780913 1.08647521013579 1.08104435546402 1.09787406842341 1.0648004704871 1.10677773165179 1.06857744074767 1.1399686339634 1.07027423315785 1.12164093593544 1.18995509696369
"Espanca" 1.20968461111392 1.07185775576308 1.1691887875792 1.38542839785311 1.11746892158875 1.15113071380217 0 1.0913179003148 1.16844433366861 1.21172777169762 1.20250749005976 1.18475018819513 1.04365623322277 1.07169281602077 1.08906097740123 1.06776779135505 1.2002477483511 1.05864597484952 1.15808295774078 1.16970297405988
"Feijó" 0.979540293049605 0.916600795611673 0.878603080335001 1.34036358320453 0.991215066593727 1.03568705201764 1.0913179003148 0 0.905173109057456 0.953548759034117 0.921838875096056 0.985424527908066 1.00394599412516 0.954297136971173 0.960935520339752 1.10992446512686 1.21588796990215 1.11059855364184 1.19508954688906 1.16449703783595
"Junqueiro_1" 0.846000471024865 0.856840491522115 0.842269392722049 1.33954521371925 1.04991330208902 1.05134294596248 1.16844433366861 0.905173109057456 0 0.597782792673104 0.772350637402535 0.828897310632507 0.930929922888747 0.835560134347125 1.00007852674589 1.18883340228105 1.31185523011399 1.19250360899389 1.27802015986501 1.29017860019845
"Junqueiro_2" 0.939660599542534 0.948112144415995 0.867979776115625 1.34921005990579 1.04436120361254 1.053425780913 1.21172777169762 0.953548759034117 0.597782792673104 0 0.809784835903567 0.878652987783748 0.939824813765174 0.842699521458113 1.03288419910661 1.18767248308329 1.32349431552874 1.2009427785874 1.28655539307164 1.29056817630697
"Leal_1" 0.843524056821891 0.843182274055041 0.785519723692291 1.41212789795057 1.05983363938341 1.08647521013579 1.20250749005976 0.921838875096056 0.772350637402535 0.809784835903567 0 0.601833216771525 0.910389851190378 0.894463464622005 0.98350538936604 1.2766849454708 1.38942099566022 1.28255301267706 1.33458483270372 1.37403394294096
"Leal_2" 0.935284724514762 0.913781808918205 0.85550246997777 1.38717470705037 1.05473767618203 1.08104435546402 1.18475018819513 0.985424527908066 0.828897310632507 0.878652987783748 0.601833216771525 0 0.880463367593425 0.850010668110589 1.01913984800166 1.24819139825814 1.3573061090457 1.26395005449433 1.34448976796867 1.36499997648982
"Nobre_1" 1.05431398676271 0.917235885390644 0.951922872634685 1.37123067930343 1.05064453405111 1.09787406842341 1.04365623322277 1.00394599412516 0.930929922888747 0.939824813765174 0.910389851190378 0.880463367593425 0 0.627857150079502 1.05858340349053 1.13229843228988 1.27426769237603 1.13328960386626 1.2208792352485 1.20299470707237
"Nobre_2" 0.993507924216006 0.930795247731536 0.883953141645458 1.28452661874912 1.01387178936194 1.0648004704871 1.07169281602077 0.954297136971173 0.835560134347125 0.842699521458113 0.894463464622005 0.850010668110589 0.627857150079502 0 1.03996930128379 1.14917789908058 1.27557145555752 1.1455633457112 1.24704124211427 1.22111066399405
